Resource,Derating_Factor_1
WND_13205_1,0.147
WND_3017_1,0.147
WND_13248_PW,0.147
WND_13195_1,0.147
WND_13143_1,0.147
WND_13076_1,0.147
WND_13288_1,0.147
WND_3020_1,0.147
WND_13396_WT,0.147
WND_13035_1,0.147
WND_13132_1,0.147
WND_13258_1,0.147
WND_3062_1,0.147
WND_5170_1,0.147
WND_13033_1,0.147
WND_12595_1,0.147
WND_4010_1,0.147
WND_2062_1,0.147
WND_4166_1,0.147
WND_13240_1,0.147
WND_2013_1,0.147
WND_13208_1,0.147
WND_13042_1,0.147
WND_13262_1,0.147
WND_13284_1,0.147
WND_13283_1,0.147
WND_3113_2,0.147
WND_12907_1,0.147
WND_13405_1,0.147
WND_1067_1,0.147
WND_12631_1,0.147
WND_12960_1,0.147
WND_12985_1,0.147
WND_2099_1,0.147
WND_3122_1,0.147
WND_13066_1,0.147
WND_4153_1,0.147
WND_3117_1,0.147
WND_13419_1,0.147
WND_12964_1,0.147
WND_13150_1,0.147
WND_12737_1,0.147
WND_12753_SD,0.147
WND_12638_1,0.147
WND_1090_GE,0.147
WND_13172_1,0.147
WND_13201_1,0.147
WND_13299_1,0.147
WND_13130_1,0.147
WND_13180_1,0.147
WND_12594_2,0.147
WND_13048_1,0.147
WND_12868_1,0.147
WND_3068_1,0.147
WND_13365_01,0.147
WND_13353_1,0.147
WND_1035_2,0.147
WND_13263_1,0.147
WND_5020_BC,0.147
WND_12609_1,0.147
WND_12792_1,0.147
WND_3092_1,0.147
WND_12821_1,0.147
WND_13308_1,0.147
WND_12848_1,0.147
WND_12884_1,0.147
WND_12930_1,0.147
WND_13367_1,0.147
WND_2078_1,0.147
WND_3115_1,0.147
WND_1039_1,0.147
WND_13054_1,0.147
WND_12971_1,0.147
WND_12818_1,0.147
WND_13158_1,0.147
WND_3060_2,0.147
WND_3081_1,0.147
WND_12956_1,0.147
WND_13374_1,0.147
WND_13047_1,0.147
WND_13060_1,0.147
WND_13030_1,0.147
WND_2042_1,0.147
WND_1006_1,0.147
WND_3056_2,0.147
WND_12745_1,0.147
WND_13129_1,0.147
WND_13156_1,0.147
WND_13392_1,0.147
WND_13011_1,0.147
WND_13168_1,0.147
WND_3061_3,0.147
WND_3065_1,0.147
WND_1026_1,0.147
WND_13279_1,0.147
WND_13068_1,0.147
WND_13112_1,0.147
WND_13290_1,0.147
WND_13199_1,0.147
WND_3004_1,0.147
WND_13409_1,0.147
WND_13170_1,0.147
WND_13197_1,0.147
WND_13056_1,0.147
WND_3063_4,0.147
WND_12733_1,0.147
WND_4177_1,0.147
WND_13185_1,0.147
WND_13043_1,0.147
WND_13017_1,0.147
WND_3074_1,0.147
WND_2091_1,0.147
WND_2089_1,0.147
WND_1023_1,0.147
WND_12966_1,0.147
WND_13014_1,0.147
WND_12940_1,0.147
WND_12773_1,0.147
WND_12802_2,0.147
WND_13058_1,0.147
WND_3086_1,0.147
WND_3087_1,0.147
WND_12809_1,0.147
WND_12815_1,0.147
WND_1066_1,0.147
WND_13352_1,0.147
WND_12959_1,0.147
WND_12908_1,0.147
WND_12756_1,0.147
WND_12899_1,0.147
WND_3098_1,0.147
WND_13362_1,0.147
WND_1021_1,0.147
WND_13360_1,0.147
WND_3112_1,0.147
WND_13160_1,0.147
WND_12845_1,0.147
WND_12938_1,0.147
WND_12856_1,0.147
WND_12859_1,0.147
WND_12839_1,0.147
WND_3095_1,0.147
WND_12812_1,0.147
WND_12800_1,0.147
WND_12977_1,0.147
WND_2071_1,0.147
WND_13005_1,0.147
WND_12957_1,0.147
WND_12941_1,0.147
WND_13372_01,0.147
WND_3039_1,0.147
WND_13062_1,0.147
WND_13049_1,0.147
WND_1042_1,0.147
WND_3034_1,0.147
WND_13350_1,0.147
WND_3071_1,0.147
WND_12734_2,0.147
WND_1057_1,0.147
WND_13037_1,0.147
WND_2019_1,0.147
WND_13050_1,0.147
WND_12647_1,0.147
WND_4050_1,0.147
WND_13420_1,0.147
WND_13120_1,0.147
WND_12979_1,0.147
WND_13125_1,0.147
WND_13116_LC,0.147
WND_13136_1,0.147
WND_13134_1,0.147
WND_12677_1,0.147
WND_13162_1,0.147
WND_13166_1,0.147
WND_13351_1,0.147
WND_13395_1,0.147
SUN_13414_1,0.481
SUN_13264_1,0.481
SUN_13107_1,0.481
SUN_13257_1,0.481
SUN_13278_1,0.481
SUN_13281_1,0.481
SUN_12583_1,0.481
SUN_12586_1,0.481
SUN_13250_1,0.481
SUN_13269_1,0.481
SUN_13260_1,0.481
SUN_13401_1,0.481
SUN_13413_1,0.481
SUN_6155_1,0.481
SUN_1024_1,0.481
SUN_13173_1,0.481
SUN_13411_1,0.481
SUN_13311_1,0.481
SUN_2106_1,0.481
SUN_12675_1,0.481
SUN_13316_1,0.481
SUN_13123_TB,0.481
SUN_12688_1,0.481
SUN_13320_1,0.481
SUN_13422_1,0.481
SUN_13084_1,0.481
SUN_13078_1,0.481
SUN_13074_1,0.481
SUN_13072_1,0.481
SUN_13318_1,0.481
SUN_8020_1,0.481
SUN_13045_1,0.481
SUN_13424_1,0.481
SUN_13023_1,0.481
SUN_13019_1,0.481
SUN_12661_1,0.481
SUN_13007_1,0.481
SUN_12981_1,0.481
SUN_13423_20,0.481
SUN_5284_1,0.481
SUN_12968_1,0.481
SUN_1009_1,0.481
SUN_12789_1,0.481
SUN_12913_1,0.481
SUN_7230_1,0.481
SUN_12890_1,0.481
SUN_12878_1,0.481
SUN_13363_1,0.481
SUN_12875_1,0.481
SUN_5115_1,0.481
SUN_13370_1,0.481
SUN_5174_1,0.481
SUN_5081_1,0.481
SUN_5080_1,0.481
SUN_12904_1,0.481
SUN_12853_1,0.481
SUN_12915_1,0.481
SUN_12921_1,0.481
SUN_12927_1,0.481
SUN_12790_1,0.481
SUN_7116_1,0.481
SUN_5029_1,0.481
SUN_1008_1,0.481
SUN_12924_1,0.481
SUN_12911_1,0.481
SUN_12919_1,0.481
SUN_12917_1,0.481
SUN_12775_1,0.481
SUN_12769_1,0.481
SUN_12833_1,0.481
SUN_12929_1,0.481
SUN_12764_1,0.481
SUN_12892_1,0.481
SUN_12909_1,0.481
SUN_12895_1,0.481
SUN_13321_1,0.481
SUN_12954_1,0.481
SUN_12952_1,0.481
SUN_12950_1,0.481
SUN_12949_1,0.481
SUN_12947_1,0.481
SUN_13000_1,0.481
SUN_12997_1,0.481
SUN_13021_1,0.481
SUN_13024_1,0.481
SUN_13009_1,0.481
SUN_13039_1,0.481
SUN_1011_1,0.481
SUN_12946_1,0.481
SUN_13080_1,0.481
SUN_13082_1,0.481
SUN_13416_1,0.481
SUN_4133_1,0.481
SUN_12619_1,0.481
SUN_12592_1,0.481
SUN_13115_1,0.481
SUN_4121_1,0.481
SUN_13421_1,0.481
SUN_6329_CS,0.481
SUN_6001_1,0.481
SUN_13418_1,0.481
SUN_13314_1,0.481
SUN_12681_1,0.481
SUN_12987_1,0.481
SUN_13388_1,0.481
SUN_13145_1,0.481
SUN_13309_1,0.481
SUN_12657_1,0.481
SUN_13390_1,0.481
SUN_13254_1,0.481
SUN_13138_1,0.481
SUN_13397_1,0.481
SUN_13187_1,0.481
SUN_13400_1,0.481
SUN_12634_1,0.481
SUN_13394_1,0.481
SUN_13399_1,0.481
SUN_13212_1,0.481
SUN_13293_1,0.481
SUN_13295_1,0.481
SUN_13368_1,0.481
SUN_13215_1,0.481
SUN_13252_1,0.481
SUN_13251_1,0.481
SUN_12545_1,0.481
SUN_2001_1,0.481
SUN_13383_1,0.481
SUN_13213_1,0.481
WND_13246_GF,0.147
SUN_13246_GF,0.481
WND_13205_GF,0.147
SUN_13205_GF,0.481
WND_3017_GF,0.147
SUN_3017_GF,0.481
WND_13248_GF,0.147
SUN_13248_GF,0.481
WND_13195_GF,0.147
SUN_13195_GF,0.481
WND_13143_GF,0.147
SUN_13143_GF,0.481
WND_13076_GF,0.147
SUN_13076_GF,0.481
WND_13288_GF,0.147
SUN_13288_GF,0.481
WND_3020_GF,0.147
SUN_3020_GF,0.481
WND_13396_GF,0.147
SUN_13396_GF,0.481
WND_13035_GF,0.147
SUN_13035_GF,0.481
WND_13132_GF,0.147
SUN_13132_GF,0.481
WND_13258_GF,0.147
SUN_13258_GF,0.481
WND_3062_GF,0.147
SUN_3062_GF,0.481
WND_5170_GF,0.147
SUN_5170_GF,0.481
WND_13033_GF,0.147
SUN_13033_GF,0.481
WND_12595_GF,0.147
SUN_12595_GF,0.481
WND_4010_GF,0.147
SUN_4010_GF,0.481
WND_2062_GF,0.147
SUN_2062_GF,0.481
WND_4166_GF,0.147
SUN_4166_GF,0.481
WND_13240_GF,0.147
SUN_13240_GF,0.481
WND_2013_GF,0.147
SUN_2013_GF,0.481
WND_13208_GF,0.147
SUN_13208_GF,0.481
WND_13042_GF,0.147
SUN_13042_GF,0.481
WND_13262_GF,0.147
SUN_13262_GF,0.481
WND_13284_GF,0.147
SUN_13284_GF,0.481
WND_13283_GF,0.147
SUN_13283_GF,0.481
WND_3113_GF,0.147
SUN_3113_GF,0.481
WND_12907_GF,0.147
SUN_12907_GF,0.481
WND_13405_GF,0.147
SUN_13405_GF,0.481
WND_1067_GF,0.147
SUN_1067_GF,0.481
WND_12631_GF,0.147
SUN_12631_GF,0.481
WND_12960_GF,0.147
SUN_12960_GF,0.481
WND_12985_GF,0.147
SUN_12985_GF,0.481
WND_2099_GF,0.147
SUN_2099_GF,0.481
WND_3122_GF,0.147
SUN_3122_GF,0.481
WND_13066_GF,0.147
SUN_13066_GF,0.481
WND_4153_GF,0.147
SUN_4153_GF,0.481
WND_3117_GF,0.147
SUN_3117_GF,0.481
WND_13419_GF,0.147
SUN_13419_GF,0.481
WND_12964_GF,0.147
SUN_12964_GF,0.481
WND_13150_GF,0.147
SUN_13150_GF,0.481
WND_12737_GF,0.147
SUN_12737_GF,0.481
WND_12753_GF,0.147
SUN_12753_GF,0.481
WND_12638_GF,0.147
SUN_12638_GF,0.481
WND_1090_GF,0.147
SUN_1090_GF,0.481
WND_13172_GF,0.147
SUN_13172_GF,0.481
WND_13201_GF,0.147
SUN_13201_GF,0.481
WND_13299_GF,0.147
SUN_13299_GF,0.481
WND_13130_GF,0.147
SUN_13130_GF,0.481
WND_13180_GF,0.147
SUN_13180_GF,0.481
WND_12594_GF,0.147
SUN_12594_GF,0.481
WND_13048_GF,0.147
SUN_13048_GF,0.481
WND_12868_GF,0.147
SUN_12868_GF,0.481
WND_3068_GF,0.147
SUN_3068_GF,0.481
WND_13365_GF,0.147
SUN_13365_GF,0.481
WND_13353_GF,0.147
SUN_13353_GF,0.481
WND_1035_GF,0.147
SUN_1035_GF,0.481
WND_13263_GF,0.147
SUN_13263_GF,0.481
WND_5020_GF,0.147
SUN_5020_GF,0.481
WND_12609_GF,0.147
SUN_12609_GF,0.481
WND_12792_GF,0.147
SUN_12792_GF,0.481
WND_3092_GF,0.147
SUN_3092_GF,0.481
WND_12821_GF,0.147
SUN_12821_GF,0.481
WND_13308_GF,0.147
SUN_13308_GF,0.481
WND_12848_GF,0.147
SUN_12848_GF,0.481
WND_12884_GF,0.147
SUN_12884_GF,0.481
WND_12930_GF,0.147
SUN_12930_GF,0.481
WND_13367_GF,0.147
SUN_13367_GF,0.481
WND_2078_GF,0.147
SUN_2078_GF,0.481
WND_3115_GF,0.147
SUN_3115_GF,0.481
WND_1039_GF,0.147
SUN_1039_GF,0.481
WND_13054_GF,0.147
SUN_13054_GF,0.481
WND_12971_GF,0.147
SUN_12971_GF,0.481
WND_12818_GF,0.147
SUN_12818_GF,0.481
WND_13158_GF,0.147
SUN_13158_GF,0.481
WND_3060_GF,0.147
SUN_3060_GF,0.481
WND_3081_GF,0.147
SUN_3081_GF,0.481
WND_12956_GF,0.147
SUN_12956_GF,0.481
WND_13374_GF,0.147
SUN_13374_GF,0.481
WND_13047_GF,0.147
SUN_13047_GF,0.481
WND_13060_GF,0.147
SUN_13060_GF,0.481
WND_13030_GF,0.147
SUN_13030_GF,0.481
WND_2042_GF,0.147
SUN_2042_GF,0.481
WND_1006_GF,0.147
SUN_1006_GF,0.481
WND_3056_GF,0.147
SUN_3056_GF,0.481
WND_12745_GF,0.147
SUN_12745_GF,0.481
WND_13129_GF,0.147
SUN_13129_GF,0.481
WND_13156_GF,0.147
SUN_13156_GF,0.481
WND_13392_GF,0.147
SUN_13392_GF,0.481
WND_13011_GF,0.147
SUN_13011_GF,0.481
WND_13168_GF,0.147
SUN_13168_GF,0.481
WND_3061_GF,0.147
SUN_3061_GF,0.481
WND_3065_GF,0.147
SUN_3065_GF,0.481
WND_1026_GF,0.147
SUN_1026_GF,0.481
WND_13279_GF,0.147
SUN_13279_GF,0.481
WND_13068_GF,0.147
SUN_13068_GF,0.481
WND_13112_GF,0.147
SUN_13112_GF,0.481
WND_13290_GF,0.147
SUN_13290_GF,0.481
WND_13199_GF,0.147
SUN_13199_GF,0.481
WND_3004_GF,0.147
SUN_3004_GF,0.481
WND_13409_GF,0.147
SUN_13409_GF,0.481
WND_13170_GF,0.147
SUN_13170_GF,0.481
WND_13197_GF,0.147
SUN_13197_GF,0.481
WND_13056_GF,0.147
SUN_13056_GF,0.481
WND_3063_GF,0.147
SUN_3063_GF,0.481
WND_12733_GF,0.147
SUN_12733_GF,0.481
WND_4177_GF,0.147
SUN_4177_GF,0.481
WND_13185_GF,0.147
SUN_13185_GF,0.481
WND_13043_GF,0.147
SUN_13043_GF,0.481
WND_13017_GF,0.147
SUN_13017_GF,0.481
WND_3074_GF,0.147
SUN_3074_GF,0.481
WND_2091_GF,0.147
SUN_2091_GF,0.481
WND_2089_GF,0.147
SUN_2089_GF,0.481
WND_1023_GF,0.147
SUN_1023_GF,0.481
WND_12966_GF,0.147
SUN_12966_GF,0.481
WND_13014_GF,0.147
SUN_13014_GF,0.481
WND_12940_GF,0.147
SUN_12940_GF,0.481
WND_12773_GF,0.147
SUN_12773_GF,0.481
WND_12802_GF,0.147
SUN_12802_GF,0.481
WND_13058_GF,0.147
SUN_13058_GF,0.481
WND_3086_GF,0.147
SUN_3086_GF,0.481
WND_3087_GF,0.147
SUN_3087_GF,0.481
WND_12809_GF,0.147
SUN_12809_GF,0.481
WND_12815_GF,0.147
SUN_12815_GF,0.481
WND_1066_GF,0.147
SUN_1066_GF,0.481
WND_13352_GF,0.147
SUN_13352_GF,0.481
WND_12959_GF,0.147
SUN_12959_GF,0.481
WND_12908_GF,0.147
SUN_12908_GF,0.481
WND_12756_GF,0.147
SUN_12756_GF,0.481
WND_12899_GF,0.147
SUN_12899_GF,0.481
WND_3098_GF,0.147
SUN_3098_GF,0.481
WND_13362_GF,0.147
SUN_13362_GF,0.481
WND_1021_GF,0.147
SUN_1021_GF,0.481
WND_13360_GF,0.147
SUN_13360_GF,0.481
WND_3112_GF,0.147
SUN_3112_GF,0.481
WND_13160_GF,0.147
SUN_13160_GF,0.481
WND_12845_GF,0.147
SUN_12845_GF,0.481
WND_12938_GF,0.147
SUN_12938_GF,0.481
WND_12856_GF,0.147
SUN_12856_GF,0.481
WND_12859_GF,0.147
SUN_12859_GF,0.481
WND_12839_GF,0.147
SUN_12839_GF,0.481
WND_3095_GF,0.147
SUN_3095_GF,0.481
WND_12812_GF,0.147
SUN_12812_GF,0.481
WND_12800_GF,0.147
SUN_12800_GF,0.481
WND_12977_GF,0.147
SUN_12977_GF,0.481
WND_2071_GF,0.147
SUN_2071_GF,0.481
WND_13005_GF,0.147
SUN_13005_GF,0.481
WND_12957_GF,0.147
SUN_12957_GF,0.481
WND_12941_GF,0.147
SUN_12941_GF,0.481
WND_13372_GF,0.147
SUN_13372_GF,0.481
WND_3039_GF,0.147
SUN_3039_GF,0.481
WND_13062_GF,0.147
SUN_13062_GF,0.481
WND_13049_GF,0.147
SUN_13049_GF,0.481
WND_1042_GF,0.147
SUN_1042_GF,0.481
WND_3034_GF,0.147
SUN_3034_GF,0.481
WND_13350_GF,0.147
SUN_13350_GF,0.481
WND_3071_GF,0.147
SUN_3071_GF,0.481
WND_12734_GF,0.147
SUN_12734_GF,0.481
WND_1057_GF,0.147
SUN_1057_GF,0.481
WND_13037_GF,0.147
SUN_13037_GF,0.481
WND_2019_GF,0.147
SUN_2019_GF,0.481
WND_13050_GF,0.147
SUN_13050_GF,0.481
WND_12647_GF,0.147
SUN_12647_GF,0.481
WND_4050_GF,0.147
SUN_4050_GF,0.481
WND_13420_GF,0.147
SUN_13420_GF,0.481
WND_13120_GF,0.147
SUN_13120_GF,0.481
WND_12979_GF,0.147
SUN_12979_GF,0.481
WND_13125_GF,0.147
SUN_13125_GF,0.481
WND_13116_GF,0.147
SUN_13116_GF,0.481
WND_13136_GF,0.147
SUN_13136_GF,0.481
WND_13134_GF,0.147
SUN_13134_GF,0.481
WND_12677_GF,0.147
SUN_12677_GF,0.481
WND_13162_GF,0.147
SUN_13162_GF,0.481
WND_13166_GF,0.147
SUN_13166_GF,0.481
WND_13351_GF,0.147
SUN_13351_GF,0.481
WND_13395_GF,0.147
SUN_13395_GF,0.481
WND_6083_GF,0.147
SUN_6083_GF,0.481
WND_6137_GF,0.147
SUN_6137_GF,0.481
WND_6082_GF,0.147
SUN_6082_GF,0.481
WND_4045_GF,0.147
SUN_4045_GF,0.481
WND_5290_GF,0.147
SUN_5290_GF,0.481
WND_2063_GF,0.147
SUN_2063_GF,0.481
WND_3106_GF,0.147
SUN_3106_GF,0.481
WND_3014_GF,0.147
SUN_3014_GF,0.481
WND_4047_GF,0.147
SUN_4047_GF,0.481
WND_6214_GF,0.147
SUN_6214_GF,0.481
WND_6213_GF,0.147
SUN_6213_GF,0.481
WND_13391_GF,0.147
SUN_13391_GF,0.481
WND_13393_GF,0.147
SUN_13393_GF,0.481
WND_4046_GF,0.147
SUN_4046_GF,0.481
WND_13414_GF,0.147
SUN_13414_GF,0.481
WND_13264_GF,0.147
SUN_13264_GF,0.481
WND_13107_GF,0.147
SUN_13107_GF,0.481
WND_13257_GF,0.147
SUN_13257_GF,0.481
WND_13278_GF,0.147
SUN_13278_GF,0.481
WND_13281_GF,0.147
SUN_13281_GF,0.481
WND_12583_GF,0.147
SUN_12583_GF,0.481
WND_12586_GF,0.147
SUN_12586_GF,0.481
WND_13250_GF,0.147
SUN_13250_GF,0.481
WND_13269_GF,0.147
SUN_13269_GF,0.481
WND_13260_GF,0.147
SUN_13260_GF,0.481
WND_13401_GF,0.147
SUN_13401_GF,0.481
WND_13413_GF,0.147
SUN_13413_GF,0.481
WND_6155_GF,0.147
SUN_6155_GF,0.481
WND_1024_GF,0.147
SUN_1024_GF,0.481
WND_13173_GF,0.147
SUN_13173_GF,0.481
WND_13411_GF,0.147
SUN_13411_GF,0.481
WND_13311_GF,0.147
SUN_13311_GF,0.481
WND_2106_GF,0.147
SUN_2106_GF,0.481
WND_12675_GF,0.147
SUN_12675_GF,0.481
WND_13316_GF,0.147
SUN_13316_GF,0.481
WND_13123_GF,0.147
SUN_13123_GF,0.481
WND_12688_GF,0.147
SUN_12688_GF,0.481
WND_13320_GF,0.147
SUN_13320_GF,0.481
WND_13422_GF,0.147
SUN_13422_GF,0.481
WND_13084_GF,0.147
SUN_13084_GF,0.481
WND_13078_GF,0.147
SUN_13078_GF,0.481
WND_13074_GF,0.147
SUN_13074_GF,0.481
WND_13072_GF,0.147
SUN_13072_GF,0.481
WND_13318_GF,0.147
SUN_13318_GF,0.481
WND_8020_GF,0.147
SUN_8020_GF,0.481
WND_13045_GF,0.147
SUN_13045_GF,0.481
WND_13424_GF,0.147
SUN_13424_GF,0.481
WND_13023_GF,0.147
SUN_13023_GF,0.481
WND_13019_GF,0.147
SUN_13019_GF,0.481
WND_12661_GF,0.147
SUN_12661_GF,0.481
WND_13007_GF,0.147
SUN_13007_GF,0.481
WND_12981_GF,0.147
SUN_12981_GF,0.481
WND_13423_GF,0.147
SUN_13423_GF,0.481
WND_5284_GF,0.147
SUN_5284_GF,0.481
WND_12968_GF,0.147
SUN_12968_GF,0.481
WND_1009_GF,0.147
SUN_1009_GF,0.481
WND_12789_GF,0.147
SUN_12789_GF,0.481
WND_12913_GF,0.147
SUN_12913_GF,0.481
WND_7230_GF,0.147
SUN_7230_GF,0.481
WND_12890_GF,0.147
SUN_12890_GF,0.481
WND_12878_GF,0.147
SUN_12878_GF,0.481
WND_13363_GF,0.147
SUN_13363_GF,0.481
WND_12875_GF,0.147
SUN_12875_GF,0.481
WND_5115_GF,0.147
SUN_5115_GF,0.481
WND_13370_GF,0.147
SUN_13370_GF,0.481
WND_5174_GF,0.147
SUN_5174_GF,0.481
WND_5081_GF,0.147
SUN_5081_GF,0.481
WND_5080_GF,0.147
SUN_5080_GF,0.481
WND_12904_GF,0.147
SUN_12904_GF,0.481
WND_12853_GF,0.147
SUN_12853_GF,0.481
WND_12915_GF,0.147
SUN_12915_GF,0.481
WND_12921_GF,0.147
SUN_12921_GF,0.481
WND_12927_GF,0.147
SUN_12927_GF,0.481
WND_12790_GF,0.147
SUN_12790_GF,0.481
WND_7116_GF,0.147
SUN_7116_GF,0.481
WND_5029_GF,0.147
SUN_5029_GF,0.481
WND_1008_GF,0.147
SUN_1008_GF,0.481
WND_12924_GF,0.147
SUN_12924_GF,0.481
WND_12911_GF,0.147
SUN_12911_GF,0.481
WND_12919_GF,0.147
SUN_12919_GF,0.481
WND_12917_GF,0.147
SUN_12917_GF,0.481
WND_12775_GF,0.147
SUN_12775_GF,0.481
WND_12769_GF,0.147
SUN_12769_GF,0.481
WND_12833_GF,0.147
SUN_12833_GF,0.481
WND_12929_GF,0.147
SUN_12929_GF,0.481
WND_12764_GF,0.147
SUN_12764_GF,0.481
WND_12892_GF,0.147
SUN_12892_GF,0.481
WND_12909_GF,0.147
SUN_12909_GF,0.481
WND_12895_GF,0.147
SUN_12895_GF,0.481
WND_13321_GF,0.147
SUN_13321_GF,0.481
WND_12954_GF,0.147
SUN_12954_GF,0.481
WND_12952_GF,0.147
SUN_12952_GF,0.481
WND_12950_GF,0.147
SUN_12950_GF,0.481
WND_12949_GF,0.147
SUN_12949_GF,0.481
WND_12947_GF,0.147
SUN_12947_GF,0.481
WND_13000_GF,0.147
SUN_13000_GF,0.481
WND_12997_GF,0.147
SUN_12997_GF,0.481
WND_13021_GF,0.147
SUN_13021_GF,0.481
WND_13024_GF,0.147
SUN_13024_GF,0.481
WND_13009_GF,0.147
SUN_13009_GF,0.481
WND_13039_GF,0.147
SUN_13039_GF,0.481
WND_1011_GF,0.147
SUN_1011_GF,0.481
WND_12946_GF,0.147
SUN_12946_GF,0.481
WND_13080_GF,0.147
SUN_13080_GF,0.481
WND_13082_GF,0.147
SUN_13082_GF,0.481
WND_13416_GF,0.147
SUN_13416_GF,0.481
WND_4133_GF,0.147
SUN_4133_GF,0.481
WND_12619_GF,0.147
SUN_12619_GF,0.481
WND_12592_GF,0.147
SUN_12592_GF,0.481
WND_13115_GF,0.147
SUN_13115_GF,0.481
WND_4121_GF,0.147
SUN_4121_GF,0.481
WND_13421_GF,0.147
SUN_13421_GF,0.481
WND_6329_GF,0.147
SUN_6329_GF,0.481
WND_6001_GF,0.147
SUN_6001_GF,0.481
WND_13418_GF,0.147
SUN_13418_GF,0.481
WND_13314_GF,0.147
SUN_13314_GF,0.481
WND_12681_GF,0.147
SUN_12681_GF,0.481
WND_12987_GF,0.147
SUN_12987_GF,0.481
WND_13388_GF,0.147
SUN_13388_GF,0.481
WND_13145_GF,0.147
SUN_13145_GF,0.481
WND_13309_GF,0.147
SUN_13309_GF,0.481
WND_12657_GF,0.147
SUN_12657_GF,0.481
WND_13390_GF,0.147
SUN_13390_GF,0.481
WND_13254_GF,0.147
SUN_13254_GF,0.481
WND_13138_GF,0.147
SUN_13138_GF,0.481
WND_13397_GF,0.147
SUN_13397_GF,0.481
WND_13187_GF,0.147
SUN_13187_GF,0.481
WND_13400_GF,0.147
SUN_13400_GF,0.481
WND_12634_GF,0.147
SUN_12634_GF,0.481
WND_13394_GF,0.147
SUN_13394_GF,0.481
WND_13399_GF,0.147
SUN_13399_GF,0.481
WND_13212_GF,0.147
SUN_13212_GF,0.481
WND_13293_GF,0.147
SUN_13293_GF,0.481
WND_13295_GF,0.147
SUN_13295_GF,0.481
WND_13368_GF,0.147
SUN_13368_GF,0.481
WND_13215_GF,0.147
SUN_13215_GF,0.481
WND_13252_GF,0.147
SUN_13252_GF,0.481
WND_13251_GF,0.147
SUN_13251_GF,0.481
WND_12545_GF,0.147
SUN_12545_GF,0.481
WND_2001_GF,0.147
SUN_2001_GF,0.481
WND_13383_GF,0.147
SUN_13383_GF,0.481
WND_13213_GF,0.147
SUN_13213_GF,0.481
WND_4100_GF,0.147
SUN_4100_GF,0.481
WND_4069_GF,0.147
SUN_4069_GF,0.481
WND_7312_GF,0.147
SUN_7312_GF,0.481
WND_7086_GF,0.147
SUN_7086_GF,0.481
WND_13408_GF,0.147
SUN_13408_GF,0.481
WND_13407_GF,0.147
SUN_13407_GF,0.481
WND_4090_GF,0.147
SUN_4090_GF,0.481
WND_8099_GF,0.147
SUN_8099_GF,0.481
WND_13398_GF,0.147
SUN_13398_GF,0.481
WND_5263_GF,0.147
SUN_5263_GF,0.481
WND_7099_GF,0.147
SUN_7099_GF,0.481
WND_7098_GF,0.147
SUN_7098_GF,0.481
WND_5262_GF,0.147
SUN_5262_GF,0.481
WND_6233_GF,0.147
SUN_6233_GF,0.481
WND_13270_GF,0.147
SUN_13270_GF,0.481
WND_6182_GF,0.147
SUN_6182_GF,0.481
WND_12577_GF,0.147
SUN_12577_GF,0.481
WND_12574_GF,0.147
SUN_12574_GF,0.481
WND_6175_GF,0.147
SUN_6175_GF,0.481
WND_4085_GF,0.147
SUN_4085_GF,0.481
WND_12561_GF,0.147
SUN_12561_GF,0.481
WND_4084_GF,0.147
SUN_4084_GF,0.481
WND_6166_GF,0.147
SUN_6166_GF,0.481
WND_4083_GF,0.147
SUN_4083_GF,0.481
WND_1050_GF,0.147
SUN_1050_GF,0.481
WND_4082_GF,0.147
SUN_4082_GF,0.481
WND_12549_GF,0.147
SUN_12549_GF,0.481
WND_6164_GF,0.147
SUN_6164_GF,0.481
WND_4077_GF,0.147
SUN_4077_GF,0.481
WND_2119_GF,0.147
SUN_2119_GF,0.481
WND_6165_GF,0.147
SUN_6165_GF,0.481
WND_13253_GF,0.147
SUN_13253_GF,0.481
WND_6167_GF,0.147
SUN_6167_GF,0.481
WND_12562_GF,0.147
SUN_12562_GF,0.481
WND_12563_GF,0.147
SUN_12563_GF,0.481
WND_13287_GF,0.147
SUN_13287_GF,0.481
WND_12537_GF,0.147
SUN_12537_GF,0.481
WND_1077_GF,0.147
SUN_1077_GF,0.481
WND_6106_GF,0.147
SUN_6106_GF,0.481
WND_4075_GF,0.147
SUN_4075_GF,0.481
WND_13296_GF,0.147
SUN_13296_GF,0.481
WND_6105_GF,0.147
SUN_6105_GF,0.481
WND_12530_GF,0.147
SUN_12530_GF,0.481
WND_12529_GF,0.147
SUN_12529_GF,0.481
WND_6104_GF,0.147
SUN_6104_GF,0.481
WND_12527_GF,0.147
SUN_12527_GF,0.481
WND_12526_GF,0.147
SUN_12526_GF,0.481
WND_6101_GF,0.147
SUN_6101_GF,0.481
WND_2117_GF,0.147
SUN_2117_GF,0.481
WND_1049_GF,0.147
SUN_1049_GF,0.481
WND_12517_GF,0.147
SUN_12517_GF,0.481
WND_2116_GF,0.147
SUN_2116_GF,0.481
WND_1076_GF,0.147
SUN_1076_GF,0.481
WND_13410_GF,0.147
SUN_13410_GF,0.481
WND_6074_GF,0.147
SUN_6074_GF,0.481
WND_6073_GF,0.147
SUN_6073_GF,0.481
WND_12508_GF,0.147
SUN_12508_GF,0.481
WND_6072_GF,0.147
SUN_6072_GF,0.481
WND_2115_GF,0.147
