Resource,Zone,Model,New_Build,Can_Retire,Existing_Cap_MW,Max_Cap_MW,Min_Cap_MW,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Var_OM_Cost_per_MWh,Heat_Rate_MMBTU_per_MWh,Fuel,Min_Power,Ramp_Up_Percentage,Ramp_Dn_Percentage,region,cluster
NG_CT_7033_GF,1354,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_7033_GF,1354,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_7033_GF,1354,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_7033_GF,1354,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_7032_GF,1353,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_7032_GF,1353,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_7032_GF,1353,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_7032_GF,1353,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_7031_GF,1352,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_7031_GF,1352,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_7031_GF,1352,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_7031_GF,1352,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_4162_GF,534,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_4162_GF,534,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_4162_GF,534,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_4162_GF,534,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_7029_GF,1350,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_7029_GF,1350,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_7029_GF,1350,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_7029_GF,1350,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13406_GF,2728,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13406_GF,2728,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13406_GF,2728,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13406_GF,2728,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12706_GF,2057,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12706_GF,2057,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12706_GF,2057,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12706_GF,2057,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12705_GF,2056,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12705_GF,2056,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12705_GF,2056,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12705_GF,2056,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12702_GF,2053,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12702_GF,2053,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12702_GF,2053,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12702_GF,2053,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_4161_GF,533,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_4161_GF,533,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_4161_GF,533,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_4161_GF,533,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12701_GF,2052,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12701_GF,2052,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12701_GF,2052,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12701_GF,2052,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_7024_GF,1346,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_7024_GF,1346,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_7024_GF,1346,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_7024_GF,1346,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12692_GF,2044,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12692_GF,2044,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12692_GF,2044,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12692_GF,2044,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12689_GF,2041,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12689_GF,2041,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12689_GF,2041,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12689_GF,2041,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_1074_GF,71,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_1074_GF,71,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_1074_GF,71,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_1074_GF,71,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_2024_GF,148,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_2024_GF,148,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_2024_GF,148,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_2024_GF,148,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_7007_GF,1330,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_7007_GF,1330,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_7007_GF,1330,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_7007_GF,1330,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_7005_GF,1328,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_7005_GF,1328,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_7005_GF,1328,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_7005_GF,1328,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_4116_GF,494,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_4116_GF,494,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_4116_GF,494,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_4116_GF,494,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_6304_GF,1272,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_6304_GF,1272,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_6304_GF,1272,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_6304_GF,1272,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_6302_GF,1270,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_6302_GF,1270,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_6302_GF,1270,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_6302_GF,1270,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_2023_GF,147,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_2023_GF,147,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_2023_GF,147,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_2023_GF,147,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_6301_GF,1269,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_6301_GF,1269,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_6301_GF,1269,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_6301_GF,1269,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12623_GF,1979,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12623_GF,1979,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12623_GF,1979,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12623_GF,1979,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12673_GF,2026,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12673_GF,2026,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12673_GF,2026,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12673_GF,2026,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_6297_GF,1265,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_6297_GF,1265,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_6297_GF,1265,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_6297_GF,1265,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12672_GF,2025,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12672_GF,2025,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12672_GF,2025,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12672_GF,2025,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12671_GF,2024,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12671_GF,2024,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12671_GF,2024,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12671_GF,2024,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_6296_GF,1264,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_6296_GF,1264,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_6296_GF,1264,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_6296_GF,1264,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12670_GF,2023,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12670_GF,2023,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12670_GF,2023,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12670_GF,2023,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12669_GF,2022,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12669_GF,2022,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12669_GF,2022,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12669_GF,2022,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_4103_GF,481,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_4103_GF,481,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_4103_GF,481,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_4103_GF,481,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12507_GF,1866,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12507_GF,1866,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12507_GF,1866,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12507_GF,1866,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_1052_GF,51,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_1052_GF,51,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_1052_GF,51,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_1052_GF,51,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12645_GF,1999,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12645_GF,1999,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12645_GF,1999,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12645_GF,1999,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12644_GF,1998,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12644_GF,1998,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12644_GF,1998,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12644_GF,1998,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_6260_GF,1237,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_6260_GF,1237,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_6260_GF,1237,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_6260_GF,1237,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12628_GF,1983,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12628_GF,1983,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12628_GF,1983,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12628_GF,1983,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_6259_GF,1236,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_6259_GF,1236,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_6259_GF,1236,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_6259_GF,1236,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12627_GF,1982,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12627_GF,1982,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12627_GF,1982,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12627_GF,1982,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12626_GF,1981,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12626_GF,1981,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12626_GF,1981,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12626_GF,1981,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_6258_GF,1235,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_6258_GF,1235,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_6258_GF,1235,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_6258_GF,1235,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_6257_GF,1234,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_6257_GF,1234,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_6257_GF,1234,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_6257_GF,1234,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_1051_GF,50,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_1051_GF,50,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_1051_GF,50,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_1051_GF,50,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_6254_GF,1231,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_6254_GF,1231,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_6254_GF,1231,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_6254_GF,1231,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12616_GF,1972,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12616_GF,1972,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12616_GF,1972,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12616_GF,1972,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12614_GF,1970,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12614_GF,1970,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12614_GF,1970,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12614_GF,1970,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12612_GF,1968,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12612_GF,1968,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12612_GF,1968,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12612_GF,1968,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_2118_GF,235,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
