Branch
Nom kV (Max),From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,MW From ,Lim MVA,% of MVA Limit (Max),MW Loss
115.0,6175,AUSTIN 16 0,6132,AUSTIN 19 0,1,Closed,Line,NO,35.4,250.0,15.5,0.05
115.0,6288,SAN ANTONIO 32 1,6307,SAN ANTONIO 39 0,2,Closed,Line,NO,33.9,221.0,15.4,0.02
115.0,6288,SAN ANTONIO 32 1,6307,SAN ANTONIO 39 0,1,Closed,Line,NO,33.9,221.0,15.4,0.02
115.0,7103,HOUSTON 22 0,7365,HOUSTON 20 0,1,Closed,Line,NO,-18.9,124.2,15.4,0.04
500.0,7059,POINT COMFORT 2 1,7058,POINT COMFORT 2 0,1,Closed,Transformer,YES,92.7,605.0,15.4,0.02
500.0,6066,MARION 1 0,6045,SAN ANTONIO 2 0,1,Closed,Line,NO,281.1,2020.0,15.4,0.52
115.0,1025,BIG SPRINGS 0,1067,BIG SPRING 7 0,1,Closed,Line,NO,-11.8,130.4,15.4,0.04
500.0,7407,POINT COMFORT 1 1,7406,POINT COMFORT 1 0,1,Closed,Transformer,YES,157.7,1026.0,15.4,0.05
115.0,4078,CORPUS CHRISTI 8 0,4100,CORPUS CHRISTI 13 0,1,Closed,Line,NO,-19.0,125.2,15.4,0.04
161.0,5173,PLANO 3 0,5130,PLANO 5 0,2,Closed,Line,NO,-46.9,310.0,15.4,0.02
161.0,5130,PLANO 5 0,5173,PLANO 3 0,1,Closed,Line,NO,46.9,310.0,15.4,0.02
115.0,6113,AUSTIN 20 0,6175,AUSTIN 16 0,3,Closed,Line,NO,-14.6,106.5,15.4,0.00
500.0,7131,LAPORTE 1,7130,LAPORTE 0,1,Closed,Transformer,YES,-206.1,1373.0,15.4,0.13
161.0,5128,DALLAS 33 0,5214,DALLAS 32 0,2,Closed,Line,NO,-35.0,238.9,15.4,0.02
500.0,7429,FREEPORT 2 1,7428,FREEPORT 2 0,1,Closed,Transformer,YES,132.9,927.0,15.4,0.05
500.0,6298,NEW BRAUNFELS 1 0,6228,SAN MARCOS 0,1,Closed,Line,NO,308.3,2020.0,15.3,0.20
161.0,5280,TEMPLE 1 1,5278,TEMPLE 2 0,1,Closed,Line,NO,-23.6,251.0,15.3,0.03
161.0,2022,PARIS 2 1,2114,PARIS 1 1,1,Closed,Line,NO,-30.9,204.0,15.3,0.02
115.0,6114,SAN ANTONIO 43 0,6204,SAN ANTONIO 23 0,1,Closed,Line,NO,-22.8,149.0,15.3,0.05
230.0,6063,BRENHAM 1,6192,CALDWELL 0,1,Closed,Line,NO,-93.5,647.0,15.3,0.39
500.0,5380,ENNIS 0,5384,DALLAS 3 0,1,Closed,Line,NO,472.0,3146.0,15.3,0.57
161.0,5128,DALLAS 33 0,5467,DALLAS 25 0,1,Closed,Line,NO,31.6,251.0,15.3,0.02
500.0,7199,CYPRESS 1 0,7331,PASADENA 1 0,1,Closed,Line,NO,478.2,3146.0,15.3,0.86
161.0,2060,ROXTON 0,2064,SUMNER 0,1,Closed,Line,NO,-38.1,251.0,15.3,0.09
115.0,6187,AUSTIN 28 0,6219,AUSTIN 17 0,1,Closed,Line,NO,14.7,149.0,15.3,0.04
115.0,6175,AUSTIN 16 0,6194,AUSTIN 18 0,1,Closed,Line,NO,-1.7,149.0,15.2,0.06
115.0,4122,MCALLEN 1 0,4157,MISSION 2 0,2,Closed,Line,NO,4.7,221.0,15.2,0.03
115.0,4122,MCALLEN 1 0,4157,MISSION 2 0,1,Closed,Line,NO,4.7,221.0,15.2,0.03
500.0,5414,PALO PINTO 1 1,5413,PALO PINTO 1 0,1,Closed,Transformer,YES,47.7,315.0,15.2,0.03
115.0,1067,BIG SPRING 7 0,1108,IND W TWFV 6_115,1,Closed,Line,NO,17.0,122.3,15.2,0.02
161.0,5032,DALLAS 27 0,5128,DALLAS 33 0,1,Closed,Line,NO,34.6,227.9,15.2,0.01
161.0,5467,DALLAS 25 0,5482,DALLAS 23 0,1,Closed,Line,NO,50.8,409.0,15.2,0.06
115.0,7092,HOUSTON 47 0,7330,HOUSTON 60 0,1,Closed,Line,NO,22.6,149.0,15.2,0.02
115.0,4111,HARLINGEN 2 0,4067,HARLINGEN 1 0,1,Closed,Line,NO,-45.2,300.0,15.2,0.07
115.0,13101,RICHMOND 3 1,13285,RICHMOND 4 1,1,Closed,Line,NO,11.9,143.0,15.2,0.01
115.0,8007,BULLARD 0,8017,FRANKSTON 0,1,Closed,Line,NO,-11.9,98.0,15.1,0.01
115.0,4102,OLMITO 0,4171,SAN BENITO 0,2,Closed,Line,NO,32.7,250.0,15.1,0.09
115.0,4102,OLMITO 0,4171,SAN BENITO 0,1,Closed,Line,NO,32.7,250.0,15.1,0.09
161.0,2090,ANNONA 0,2050,PATTONVILLE 0,1,Closed,Line,NO,-26.2,187.0,15.1,0.17
115.0,3114,SAN ANGELO 2 0,3019,CHRISTOVAL 1,2,Closed,Line,NO,-31.2,221.0,15.1,0.12
115.0,3114,SAN ANGELO 2 0,3019,CHRISTOVAL 1,1,Closed,Line,NO,-31.2,221.0,15.1,0.12
115.0,7231,HOUSTON 7 0,7403,PASADENA 4 0,2,Closed,Line,NO,14.6,221.0,15.1,0.02
115.0,7231,HOUSTON 7 0,7403,PASADENA 4 0,1,Closed,Line,NO,14.6,221.0,15.1,0.02
161.0,5270,WEST 0,5474,ABBOTT 0,1,Closed,Line,NO,-37.7,251.0,15.1,0.07
161.0,5082,ARLINGTON 5 0,5440,ARLINGTON 3 0,2,Closed,Line,NO,10.5,213.3,15.1,0.01
230.0,1081,ODESSA 1 10,1071,ODESSA 1 0,1,Closed,Transformer,YES,52.0,350.0,15.1,0.04
500.0,7367,CHANNELVIEW 1 1,7366,CHANNELVIEW 1 0,2,Closed,Transformer,YES,-185.2,1249.0,15.0,0.07
500.0,7367,CHANNELVIEW 1 1,7366,CHANNELVIEW 1 0,1,Closed,Transformer,YES,-185.2,1249.0,15.0,0.07
115.0,3002,KERRVILLE 1,6328,COMFORT 0,1,Closed,Line,NO,15.3,102.5,15.0,0.03
161.0,5230,DALLAS 28 0,5467,DALLAS 25 0,1,Closed,Line,NO,-31.3,221.4,15.0,0.01
230.0,6343,ROUND ROCK 3 1,6315,GEORGETOWN 3 0,1,Closed,Line,NO,-65.8,443.0,15.0,0.23
115.0,6128,SAN ANTONIO 35 0,6276,VON ORMY 0,1,Closed,Line,NO,30.0,200.0,15.0,0.14
115.0,1041,FORSAN 0,1108,IND W TWFV 6_115,1,Closed,Line,NO,18.5,127.0,15.0,0.04
115.0,1019,MIDLAND 4 0,1037,ODESSA 5 0,1,Closed,Line,NO,-19.4,132.1,15.0,0.07
161.0,5274,WILMER 0,5374,BALCH SPRINGS 0,1,Closed,Line,NO,-20.1,187.0,15.0,0.04
115.0,1108,IND W TWFV 6_115,13409,BIG SPRING 8 1,1,Closed,Line,NO,-15.0,108.6,14.9,0.02
161.0,5090,DALLAS 15 0,5230,DALLAS 28 0,1,Closed,Line,NO,-15.1,187.0,14.9,0.01
161.0,2003,SAVOY 1,2047,BELLS 0,1,Closed,Line,NO,44.3,310.0,14.9,0.03
161.0,5411,KILLEEN 3 1,5235,SALADO 0,1,Closed,Line,NO,7.1,187.0,14.9,0.05
230.0,3054,WINGATE 1,3053,WINGATE 0,2,Closed,Transformer,YES,11.9,103.0,14.9,0.01
230.0,3054,WINGATE 1,3053,WINGATE 0,1,Closed,Transformer,YES,11.9,103.0,14.9,0.01
500.0,5295,MCKINNEY 1 0,5444,MIDLOTHIAN 1 0,1,Closed,Line,NO,-404.3,2768.0,14.9,1.10
230.0,7150,WILLIS 2 0,7390,WILLIS 1 1,2,Closed,Line,NO,-94.0,750.0,14.9,0.12
230.0,7150,WILLIS 2 0,7390,WILLIS 1 1,1,Closed,Line,NO,-94.0,750.0,14.9,0.12
230.0,7187,HOUSTON 4 1,7160,HOUSTON 5 1,1,Closed,Line,NO,-77.2,548.0,14.8,0.16
115.0,7014,HOUSTON 1 0,7124,HOUSTON 34 0,1,Closed,Line,NO,-12.9,98.0,14.8,0.03
115.0,7181,HOUSTON 58 0,7425,HOUSTON 86 0,1,Closed,Line,NO,-8.1,105.2,14.8,0.02
115.0,4148,THREE RIVERS 0,4118,GEORGE WEST 0,1,Closed,Line,NO,11.4,98.0,14.8,0.05
115.0,6093,SAN ANTONIO 11 0,6191,SAN ANTONIO 3 0,1,Closed,Line,NO,-22.0,149.0,14.8,0.03
115.0,6015,ATASCOSA 0,6182,SAN ANTONIO 38 0,1,Closed,Line,NO,9.2,115.6,14.7,0.02
115.0,8019,TYLER 4 1,8052,TYLER 8 0,1,Closed,Line,NO,15.1,149.0,14.7,0.03
115.0,1134,IND W TWFV 19_115,13409,BIG SPRING 8 1,1,Closed,Line,NO,-14.0,97.6,14.7,0.01
230.0,6198,SAN ANTONIO 37 1,6287,SAN ANTONIO 32 0,1,Closed,Line,NO,-79.9,548.0,14.7,0.06
161.0,5252,DALLAS 22 0,5340,DALLAS 29 0,1,Closed,Line,NO,-27.1,187.0,14.6,0.04
115.0,6126,AUSTIN 34 0,6231,BUDA 0,1,Closed,Line,NO,19.6,134.0,14.6,0.03
115.0,7256,HOUSTON 59 0,7336,STAFFORD 0,1,Closed,Line,NO,-7.1,93.3,14.6,0.02
115.0,4007,MCALLEN 2 0,4088,PHARR 0,1,Closed,Line,NO,-18.1,126.5,14.6,0.02
500.0,5280,TEMPLE 1 1,5279,TEMPLE 1 0,1,Closed,Transformer,YES,-137.4,1112.0,14.6,0.03
115.0,7004,PASADENA 2 2,7103,HOUSTON 22 0,1,Closed,Line,NO,19.7,191.8,14.6,0.08
230.0,1119,IND W TWFV 12_230,1120,IND W TWFV 12_115,1,Closed,Transformer,YES,-36.0,250.0,14.5,0.03
115.0,6061,AUSTIN 7 0,6219,AUSTIN 17 0,1,Closed,Line,NO,29.0,221.0,14.5,0.10
230.0,6343,ROUND ROCK 3 1,6354,ROUND ROCK 4 0,2,Closed,Line,NO,57.2,394.5,14.5,0.02
115.0,8140,COLLEGE STATION 2 1,8152,BRYAN 2 0,1,Closed,Line,NO,-15.3,116.4,14.5,0.01
230.0,1129,IND W TWFV 17_230,1130,IND W TWFV 17_115,1,Closed,Transformer,YES,35.9,250.0,14.5,0.03
230.0,2097,RALLS 1 1,3096,FLUVANNA 2 0,1,Closed,Line,NO,-105.7,750.0,14.4,0.60
230.0,1125,IND W TWFV 15_230,12804,GOLDSMITH 1 230,1,Closed,Line,NO,54.7,505.7,14.4,0.07
230.0,7156,SPRING 2 0,7367,CHANNELVIEW 1 1,2,Closed,Line,NO,-103.0,750.0,14.4,0.28
230.0,7156,SPRING 2 0,7367,CHANNELVIEW 1 1,1,Closed,Line,NO,-103.0,750.0,14.4,0.28
230.0,7040,DAYTON 0,7077,BAYTOWN 2 1,2,Closed,Line,NO,-103.3,750.0,14.4,0.23
230.0,7040,DAYTON 0,7077,BAYTOWN 2 1,1,Closed,Line,NO,-103.3,750.0,14.4,0.23
115.0,3038,ROSCOE 2 1,3085,LORAINE 1 0,1,Closed,Line,NO,-35.8,250.0,14.4,0.06
115.0,8027,WHITEHOUSE 0,8100,TYLER 2 0,1,Closed,Line,NO,21.1,149.0,14.3,0.03
161.0,5082,ARLINGTON 5 0,5086,ARLINGTON 9 0,1,Closed,Line,NO,-18.0,251.0,14.3,0.03
115.0,7246,HOUSTON 89 0,7225,HOUSTON 81 0,1,Closed,Line,NO,-2.7,149.0,14.3,0.03
500.0,7205,BAYTOWN 1 1,7204,BAYTOWN 1 0,1,Closed,Transformer,YES,-184.9,1324.0,14.2,0.05
115.0,8023,LUFKIN 1 0,8111,LUFKIN 2 0,2,Closed,Line,NO,28.0,221.0,14.2,0.05
115.0,8023,LUFKIN 1 0,8111,LUFKIN 2 0,1,Closed,Line,NO,28.0,221.0,14.2,0.05
161.0,2041,PANHANDLE 3 0,2123,PANHANDLE 1 0,1,Closed,Line,NO,29.7,211.5,14.2,0.03
115.0,4007,MCALLEN 2 0,4027,MCALLEN 3 0,1,Closed,Line,NO,-31.2,221.0,14.2,0.03
115.0,8028,OVERTON 0,8002,ARP 0,1,Closed,Line,NO,12.4,98.0,14.2,0.03
115.0,7430,FREEPORT 2 2,12994,FREEPORT 4 1,1,Closed,Line,NO,-19.9,166.3,14.2,0.00
115.0,6201,SAN ANTONIO 33 0,6204,SAN ANTONIO 23 0,1,Closed,Line,NO,-12.0,118.1,14.1,0.01
230.0,6279,SEGUIN 2 0,6299,NEW BRAUNFELS 1 1,1,Closed,Line,NO,-77.0,548.0,14.1,0.12
115.0,8016,BRYAN 4 0,8152,BRYAN 2 0,2,Closed,Line,NO,-17.6,131.9,14.1,0.01
115.0,7330,HOUSTON 60 0,7399,HOUSTON 45 0,1,Closed,Line,NO,-15.8,112.6,14.1,0.01
230.0,1125,IND W TWFV 15_230,1129,IND W TWFV 17_230,1,Closed,Line,NO,46.5,385.0,14.1,0.07
161.0,5118,BAIRD 0,12885,CISCO 1 1,1,Closed,Line,NO,-30.7,221.0,14.1,0.02
115.0,4188,QUEMADO 0,4015,EAGLE PASS 1,1,Closed,Line,NO,-12.2,98.0,14.0,0.06
230.0,4030,FANNIN 2,4028,FANNIN 0,1,Closed,Transformer,YES,114.0,861.7,14.0,0.04
161.0,5221,KILLEEN 1 0,5377,KILLEEN 2 0,1,Closed,Line,NO,-31.1,238.7,14.0,0.03
115.0,7247,DAMON 0,13095,WEST COLUMBIA 1 1,1,Closed,Line,NO,-16.4,120.4,14.0,0.01
500.0,5015,KELLER 2 0,5164,DENTON 1 0,1,Closed,Line,NO,260.2,2020.0,14.0,0.33
115.0,4169,MATHIS 0,4099,ODEM 0,2,Closed,Line,NO,30.2,221.0,14.0,0.08
115.0,4169,MATHIS 0,4099,ODEM 0,1,Closed,Line,NO,30.2,221.0,14.0,0.08
161.0,12965,WEINERT 1 1,13133,THROCKMORTON 2 1,1,Closed,Line,NO,31.2,224.7,14.0,0.03
115.0,6016,SAN ANTONIO 40 0,6168,SAN ANTONIO 45 0,2,Closed,Line,NO,0.5,221.0,14.0,0.04
115.0,6016,SAN ANTONIO 40 0,6168,SAN ANTONIO 45 0,1,Closed,Line,NO,0.5,221.0,14.0,0.04
161.0,5292,FORT WORTH 27 0,5312,AZLE 0,1,Closed,Line,NO,-24.9,187.0,13.9,0.03
115.0,8056,WINONA 0,8138,TYLER 1 0,1,Closed,Line,NO,-10.7,98.0,13.9,0.01
115.0,6207,LEANDER 2 0,6313,AUSTIN 33 0,1,Closed,Line,NO,29.8,221.0,13.9,0.09
500.0,5131,BELTON 0,5279,TEMPLE 1 0,1,Closed,Line,NO,-267.9,2020.0,13.9,0.16
115.0,7001,INEZ 0,12942,VICTORIA 4 1,1,Closed,Line,NO,-20.1,149.7,13.9,0.03
161.0,5480,BURLESON 1,5048,MANSFIELD 1,4,Closed,Line,NO,-38.0,310.0,13.9,0.05
161.0,5480,BURLESON 1,5048,MANSFIELD 1,3,Closed,Line,NO,-38.0,310.0,13.9,0.05
161.0,5480,BURLESON 1,5048,MANSFIELD 1,2,Closed,Line,NO,-38.0,310.0,13.9,0.05
161.0,5480,BURLESON 1,5048,MANSFIELD 1,1,Closed,Line,NO,-38.0,310.0,13.9,0.05
500.0,6161,SEGUIN 1 0,7018,NURSERY 0,1,Closed,Line,NO,-430.9,3146.0,13.9,1.47
230.0,1109,IND W TWFV 7_230,1110,IND W TWFV 7_115,1,Closed,Transformer,YES,33.1,250.0,13.9,0.03
115.0,13108,EDINBURG 4 1,13396,EDINBURG 5 1,1,Closed,Line,NO,-24.8,181.0,13.9,0.03
115.0,13087,FORT STOCKTON 5 1,13399,FORT STOCKTON 12 1,1,Closed,Line,NO,18.8,136.3,13.9,0.01
115.0,7004,PASADENA 2 2,7345,HOUSTON 19 0,3,Closed,Line,NO,17.6,221.0,13.9,0.05
115.0,7004,PASADENA 2 2,7345,HOUSTON 19 0,2,Closed,Line,NO,17.6,221.0,13.9,0.05
115.0,7004,PASADENA 2 2,7345,HOUSTON 19 0,1,Closed,Line,NO,17.6,221.0,13.9,0.05
115.0,4190,LAREDO 5 0,4114,LAREDO 1 1,2,Closed,Line,NO,11.2,221.0,13.8,0.02
115.0,4190,LAREDO 5 0,4114,LAREDO 1 1,1,Closed,Line,NO,11.2,221.0,13.8,0.02
161.0,5426,KEMP 0,5202,RICE 0,1,Closed,Line,NO,-24.8,187.0,13.8,0.07
115.0,12690,OLD OCEAN 1 1,13097,SWEENY 1 1,2,Closed,Line,NO,-21.7,182.9,13.8,0.00
115.0,12690,OLD OCEAN 1 1,13097,SWEENY 1 1,1,Closed,Line,NO,-21.7,182.9,13.8,0.00
115.0,3014,KINGSLAND 0,3104,BUCHANAN DAM 1 0,1,Closed,Line,NO,-20.0,146.3,13.7,0.01
115.0,1061,BIG SPRING 6 0,13409,BIG SPRING 8 1,1,Closed,Line,NO,17.4,132.4,13.7,0.01
115.0,1097,IND W TWFV 1_115,13169,GARDEN CITY 1 1,1,Closed,Line,NO,-20.0,145.6,13.7,0.04
115.0,6201,SAN ANTONIO 33 0,6203,SAN ANTONIO 17 0,1,Closed,Line,NO,11.3,98.0,13.7,0.03
161.0,5161,DALLAS 4 0,5356,GARLAND 3 0,1,Closed,Line,NO,-8.2,251.0,13.7,0.05
115.0,12972,NEEDVILLE 1 1,13101,RICHMOND 3 1,1,Closed,Line,NO,15.8,143.9,13.7,0.01
115.0,8120,BRYAN 3 0,8141,HEARNE 0,1,Closed,Line,NO,-28.0,221.0,13.7,0.14
115.0,6227,AUSTIN 24 0,6330,AUSTIN 9 0,1,Closed,Line,NO,-1.7,98.0,13.7,0.03
500.0,12728,LAVON 500,5295,MCKINNEY 1 0,1,Closed,Line,NO,-310.0,2307.8,13.7,0.10
115.0,13087,FORT STOCKTON 5 1,13137,FORT STOCKTON 6 1,1,Closed,Line,NO,15.2,111.5,13.7,0.01
161.0,5349,LANCASTER 2 0,5462,DALLAS 34 0,1,Closed,Line,NO,31.7,251.0,13.7,0.03
115.0,7086,HOUSTON 16 0,7222,HOUSTON 24 0,1,Closed,Line,NO,19.3,149.0,13.7,0.02
115.0,6131,SPRING BRANCH 0,6251,CANYON LAKE 0,1,Closed,Line,NO,12.7,131.0,13.7,0.08
115.0,6100,ADKINS 0,6128,SAN ANTONIO 35 0,1,Closed,Line,NO,12.5,98.0,13.7,0.03
500.0,6038,AUSTIN 3 0,6066,MARION 1 0,1,Closed,Line,NO,238.6,2020.0,13.6,0.67
115.0,7143,NEW CANEY 0,7238,LIBERTY 0,1,Closed,Line,NO,-16.6,149.0,13.6,0.13
500.0,7018,NURSERY 0,7414,VICTORIA 1 0,1,Closed,Line,NO,311.1,2295.0,13.6,0.35
500.0,12632,KRESS 1 1,12633,KRESS 1 500,1,Closed,Transformer,YES,81.7,600.0,13.6,0.01
500.0,5318,GRANBURY 1 1,5317,GRANBURY 1 0,1,Closed,Transformer,YES,-149.8,1106.0,13.6,0.03
161.0,5165,DENTON 1 1,5007,DENTON 4 0,1,Closed,Line,NO,54.8,409.0,13.5,0.03
115.0,7127,SUGAR LAND 2 2,13285,RICHMOND 4 1,2,Closed,Line,NO,13.6,135.8,13.5,0.02
115.0,7127,SUGAR LAND 2 2,13285,RICHMOND 4 1,1,Closed,Line,NO,13.6,135.8,13.5,0.02
115.0,8138,TYLER 1 0,8146,HENDERSON 2 0,1,Closed,Line,NO,-29.0,216.0,13.5,0.17
230.0,6067,MARION 1 1,6287,SAN ANTONIO 32 0,1,Closed,Line,NO,62.9,490.7,13.5,0.11
115.0,4034,HIDALGO 0,4088,PHARR 0,1,Closed,Line,NO,-12.7,123.6,13.5,0.01
230.0,6057,NEW BRAUNFELS 2 1,6299,NEW BRAUNFELS 1 1,1,Closed,Line,NO,-48.2,422.1,13.5,0.03
115.0,7051,HOUSTON 29 0,7086,HOUSTON 16 0,1,Closed,Line,NO,-20.0,149.0,13.5,0.04
161.0,5213,GARLAND 4 0,5250,DALLAS 5 0,1,Closed,Line,NO,-53.7,409.0,13.5,0.09
500.0,12500,TATUM 1 1,12501,TATUM 1 500,1,Closed,Transformer,YES,-107.1,800.0,13.5,0.01
161.0,5312,AZLE 0,5030,SPRINGTOWN 0,1,Closed,Line,NO,-33.5,251.0,13.5,0.05
161.0,5032,DALLAS 27 0,5229,DALLAS 13 0,1,Closed,Line,NO,-29.8,224.0,13.4,0.01
115.0,8140,COLLEGE STATION 2 1,6326,SOMERVILLE 0,1,Closed,Line,NO,9.6,98.0,13.4,0.04
161.0,5090,DALLAS 15 0,5311,DALLAS 30 0,1,Closed,Line,NO,31.4,251.0,13.4,0.02
115.0,6291,SAN ANTONIO 44 0,6179,SAN ANTONIO 41 0,1,Closed,Line,NO,13.2,98.0,13.4,0.01
115.0,1067,BIG SPRING 7 0,13409,BIG SPRING 8 1,1,Closed,Line,NO,-18.2,137.3,13.4,0.01
230.0,6177,SAN ANTONIO 51 0,6235,SAN ANTONIO 50 1,1,Closed,Line,NO,-28.9,523.0,13.4,0.09
161.0,5289,DALLAS 26 0,5436,DALLAS 18 0,3,Closed,Line,NO,6.3,228.1,13.4,0.00
115.0,6126,AUSTIN 34 0,6028,AUSTIN 31 0,2,Closed,Line,NO,-29.6,221.0,13.4,0.02
115.0,6126,AUSTIN 34 0,6028,AUSTIN 31 0,1,Closed,Line,NO,-29.6,221.0,13.4,0.02
115.0,6155,SAN ANTONIO 26 0,6284,SAN ANTONIO 16 0,2,Closed,Line,NO,-8.5,113.4,13.4,0.00
115.0,8020,BEN WHEELER 0,8029,GRAND SALINE 0,1,Closed,Line,NO,19.1,149.0,13.4,0.07
115.0,1084,BIG SPRING 2 0,13169,GARDEN CITY 1 1,4,Closed,Line,NO,-30.6,230.7,13.4,0.21
115.0,1084,BIG SPRING 2 0,13169,GARDEN CITY 1 1,3,Closed,Line,NO,-30.6,230.7,13.4,0.21
115.0,1084,BIG SPRING 2 0,13169,GARDEN CITY 1 1,2,Closed,Line,NO,-30.6,230.7,13.4,0.21
115.0,1084,BIG SPRING 2 0,13169,GARDEN CITY 1 1,1,Closed,Line,NO,-30.6,230.7,13.4,0.21
500.0,6170,SAN ANTONIO 52 1,6169,SAN ANTONIO 52 0,1,Closed,Transformer,YES,-127.4,1108.0,13.4,0.06
115.0,4018,WOODSBORO 0,4037,SINTON 0,1,Closed,Line,NO,-19.8,149.0,13.4,0.05
115.0,3114,SAN ANGELO 2 0,3030,SAN ANGELO 1 0,1,Closed,Line,NO,5.7,149.0,13.4,0.09
115.0,1034,BIG SPRING 4 0,1108,IND W TWFV 6_115,1,Closed,Line,NO,-10.3,138.1,13.3,0.03
500.0,6334,SAN ANTONIO 47 1,6333,SAN ANTONIO 47 0,1,Closed,Transformer,YES,-144.9,1094.0,13.3,0.07
115.0,7302,SWEENY 0,13097,SWEENY 1 1,1,Closed,Line,NO,13.3,126.0,13.3,0.02
115.0,6140,JARRELL 0,5459,HOLLAND 1,1,Closed,Line,NO,-12.5,149.0,13.3,0.04
115.0,7328,NEWGULF 1,7339,NEEDVILLE 0,1,Closed,Line,NO,-19.7,149.0,13.2,0.04
230.0,7415,VICTORIA 1 1,7029,PORT LAVACA 0,1,Closed,Line,NO,-58.2,443.0,13.2,0.07
161.0,13243,CISCO 2 1,13380,CISCO 4 1,1,Closed,Line,NO,28.8,223.6,13.2,0.00
115.0,7092,HOUSTON 47 0,7258,HOUSTON 56 0,1,Closed,Line,NO,-19.6,149.0,13.2,0.01
161.0,8149,TRINIDAD 1 2,8148,TRINIDAD 1 1,1,Closed,Transformer,YES,20.5,254.0,13.2,0.03
115.0,8006,FLINT 0,8052,TYLER 8 0,1,Closed,Line,NO,12.3,115.7,13.2,0.02
115.0,6153,SAN ANTONIO 22 1,6324,SAN ANTONIO 7 0,2,Closed,Line,NO,-28.3,221.0,13.2,0.05
115.0,6153,SAN ANTONIO 22 1,6324,SAN ANTONIO 7 0,1,Closed,Line,NO,-28.3,221.0,13.2,0.05
115.0,5459,HOLLAND 1,6325,BUCKHOLTS 0,1,Closed,Line,NO,-19.2,149.0,13.2,0.06
161.0,5189,DALLAS 20 0,5340,DALLAS 29 0,1,Closed,Line,NO,-20.0,235.6,13.2,0.01
230.0,4056,GREGORY 0,4158,CORPUS CHRISTI 1 0,1,Closed,Line,NO,95.5,750.0,13.2,0.11
161.0,5081,FORT HOOD 0,5163,NOLANVILLE 0,1,Closed,Line,NO,-32.8,251.0,13.1,0.06
115.0,1083,FORT STOCKTON 3 0,1038,FORT STOCKTON 1 0,1,Closed,Line,NO,-28.8,221.0,13.1,0.08
115.0,7149,BLOOMINGTON 0,7408,POINT COMFORT 1 2,1,Closed,Line,NO,-11.1,98.0,13.1,0.02
500.0,8044,FAIRFIELD 1 1,8043,FAIRFIELD 1 0,1,Closed,Transformer,YES,-135.3,1072.0,13.1,0.02
115.0,1032,MCCAMEY 1 0,13140,MCCARNEY 1 1,1,Closed,Line,NO,15.7,122.9,13.1,0.02
115.0,1104,IND W TWFV 4_115,1134,IND W TWFV 19_115,1,Closed,Line,NO,-9.9,117.1,13.1,0.01
115.0,1061,BIG SPRING 6 0,1104,IND W TWFV 4_115,1,Closed,Line,NO,14.9,122.5,13.1,0.03
161.0,5086,ARLINGTON 9 0,5210,BEDFORD 2 0,1,Closed,Line,NO,-18.5,187.0,13.1,0.03
115.0,7318,HOUSTON 17 0,7382,HOUSTON 31 0,2,Closed,Line,NO,-17.0,137.3,13.1,0.02
500.0,7104,DEER PARK 0,7400,HOUSTON 6 0,1,Closed,Line,NO,-271.3,2085.3,13.1,0.08
230.0,12667,ODESSA 2 230,1125,IND W TWFV 15_230,1,Closed,Line,NO,-36.3,408.1,13.0,0.05
115.0,7053,RICHMOND 1 0,13378,THOMPSONS 1 1,1,Closed,Line,NO,-17.0,130.9,13.0,0.00
115.0,7075,HOUSTON 10 0,7398,PASADENA 5 0,2,Closed,Line,NO,6.9,221.0,13.0,0.05
115.0,7075,HOUSTON 10 0,7398,PASADENA 5 0,1,Closed,Line,NO,6.9,221.0,13.0,0.05
161.0,5355,MAYPEARL 0,5445,MIDLOTHIAN 1 1,2,Closed,Line,NO,-35.5,310.0,13.0,0.05
161.0,5355,MAYPEARL 0,5445,MIDLOTHIAN 1 1,1,Closed,Line,NO,-35.5,310.0,13.0,0.05
115.0,6084,ROUND ROCK 1 0,6344,ROUND ROCK 3 2,1,Closed,Line,NO,-24.3,187.1,13.0,0.02
230.0,4057,GREGORY 1,4056,GREGORY 0,1,Closed,Transformer,YES,-64.5,500.0,13.0,0.04
115.0,6217,AUSTIN 36 0,6032,AUSTIN 37 0,1,Closed,Line,NO,11.4,98.0,12.9,0.01
115.0,8102,CALVERT 0,8157,BREMOND 2,1,Closed,Line,NO,19.2,149.0,12.9,0.03
115.0,6236,SAN ANTONIO 50 2,6026,SAN ANTONIO 49 0,2,Closed,Line,NO,26.5,221.0,12.9,0.03
115.0,6236,SAN ANTONIO 50 2,6026,SAN ANTONIO 49 0,1,Closed,Line,NO,26.5,221.0,12.9,0.03
115.0,3123,UVALDE 0,13335,UVALDE 2 1,1,Closed,Line,NO,-20.6,163.0,12.9,0.03
500.0,6161,SEGUIN 1 0,6075,LA GRANGE 0,1,Closed,Line,NO,393.8,3146.0,12.9,1.23
161.0,5185,RHOME 0,5218,JUSTIN 0,1,Closed,Line,NO,32.2,251.0,12.8,0.04
115.0,6241,ELMENDORF 2,6153,SAN ANTONIO 22 1,2,Closed,Line,NO,28.0,221.0,12.8,0.03
115.0,6241,ELMENDORF 2,6153,SAN ANTONIO 22 1,1,Closed,Line,NO,28.0,221.0,12.8,0.03
115.0,1022,O DONNELL 2 0,1028,COAHOMA 0,2,Closed,Line,NO,-27.9,221.0,12.8,0.11
