# of AC Lines,PU Volt,Number,Name,Area Name,Nom kV,Angle (Deg),Load MW,Gen MW,Act G Shunt MW,Area Num,Longitude,Latitude,Zone Num
0,1.0400,12805,GOLDSMITH 1 3,Far West,20.00,61.21,,135.00,0.00,1,-102.583666,32.064019,1
0,1.0400,12806,GOLDSMITH 1 4,Far West,20.00,58.56,,120.00,0.00,1,-102.583666,32.063561,1
5,1.0392,12807,LOCKNEY 1 1,North,161.00,58.15,,,0.00,2,-101.367094,34.194580,1
2,1.0400,12808,LOCKNEY 1 500,North,500.00,56.87,,,0.00,2,-101.374294,34.194580,1
0,1.0400,12809,LOCKNEY 1 3,North,20.00,64.38,,300.00,0.00,2,-101.376454,34.191900,1
3,1.0204,12810,BIG LAKE 1 1,Far West,115.00,57.57,,,0.00,1,-101.304387,31.178913,1
4,1.0195,12811,BIG LAKE 1 230,Far West,230.00,56.99,,,0.00,1,-101.311587,31.178913,1
0,1.0265,12812,BIG LAKE 1 3,Far West,20.00,58.83,,300.00,0.00,1,-101.313747,31.173677,1
2,1.0226,12813,TAHOKA 1 1,Far West,115.00,62.13,,,0.00,1,-101.673788,33.150000,1
3,1.0251,12814,TAHOKA 1 230,Far West,230.00,61.04,,,0.00,1,-101.676488,33.150000,1
0,1.0400,12815,TAHOKA 1 3,Far West,20.00,68.11,,300.00,0.00,1,-101.677298,33.148530,1
3,1.0421,12816,BRUNI 3 1,South,115.00,30.71,,,0.00,4,-98.790900,27.611859,1
0,1.0400,12818,BRUNI 3 3,South,20.00,32.18,,300.00,0.00,4,-98.793060,27.607712,1
2,1.0322,12819,IRAAN 4 1,Far West,115.00,63.92,,,0.00,1,-101.438621,30.592429,1
1,1.0319,12820,IRAAN 4 230,Far West,230.00,64.32,,,0.00,1,-101.445821,30.592429,1
0,1.0400,12821,IRAAN 4 3,Far West,20.00,73.25,,300.00,0.00,1,-101.447981,30.590879,1
3,1.0207,12822,ANDREWS 2 1,Far West,115.00,57.55,,,0.00,1,-102.834999,32.286960,1
4,1.0200,12823,ANDREWS 2 230,Far West,230.00,56.77,,,0.00,1,-102.837699,32.286960,1
0,1.0200,12824,ANDREWS 2 3,Far West,20.00,56.77,,0.00,0.00,1,-102.838509,32.285020,1
3,1.0301,12826,MART 1 500,North Central,500.00,3.48,,,0.00,5,-96.900472,31.547414,1
0,1.0301,12827,MART 1 3,North Central,20.00,3.48,,0.00,0.00,5,-96.902632,31.543425,1
0,1.0367,12828,MOUNT PLEASANT 2 3,East,20.00,4.98,,0.00,0.00,8,-95.158517,33.279302,1
1,1.0250,12829,MOUNT CALM 500,North Central,500.00,7.50,,,0.00,5,-96.820996,31.772262,1
0,1.0250,12830,MOUNT CALM 3,North Central,20.00,7.50,,0.00,0.00,5,-96.823156,31.770731,1
5,1.0361,12831,GOLLAD 1 1,South,115.00,8.65,,,0.00,4,-97.450800,28.425367,1
0,1.0364,12833,GOLLAD 1 3,South,20.00,12.74,,300.00,0.00,4,-97.452960,28.418718,1
6,1.0021,12834,PECOS 1 1,Far West,115.00,71.60,,,0.00,1,-103.315600,31.357541,1
3,1.0064,12835,PECOS 1 230,Far West,230.00,69.59,,,0.00,1,-103.322800,31.357541,1
0,1.0064,12836,PECOS 1 3,Far West,20.00,69.59,,0.00,0.00,1,-103.324960,31.353544,1
4,1.0426,12837,HEREFORD 1 1,North,161.00,60.30,,,0.00,2,-102.217333,34.714082,1
2,1.0467,12838,HEREFORD 1 500,North,500.00,59.03,,,0.00,2,-102.235333,34.714082,1
0,1.0400,12839,HEREFORD 1 3,North,20.00,61.88,,299.70,0.00,2,-102.240733,34.707423,1
0,1.0200,12841,DAWSON 3,North Central,20.00,1.38,,0.00,0.00,5,-96.623018,31.847038,1
3,1.0190,12842,BAIRD 1 1,North Central,161.00,23.43,,,0.00,5,-99.290246,32.288467,1
0,1.0190,12844,BAIRD 1 3,North Central,20.00,23.43,,0.00,0.00,5,-99.291056,32.286983,1
0,1.0400,12845,MIAMI 3,North,20.00,51.09,,288.60,0.00,2,-100.526011,35.626826,1
6,1.0459,12846,NAZARETH 1 1,North,161.00,60.81,,,0.00,2,-102.015944,34.506011,1
2,1.0465,12847,NAZARETH 1 500,North,500.00,60.53,,,0.00,2,-102.033944,34.506011,1
0,1.0400,12848,NAZARETH 1 3,North,20.00,66.88,,288.00,0.00,2,-102.039344,34.499336,1
0,1.0372,12849,POINT COMFORT 1 3,Coast,20.00,-5.05,,0.00,0.00,7,-96.520282,28.641116,1
0,1.0372,12850,POINT COMFORT 1 4,Coast,20.00,-5.05,,0.00,0.00,7,-96.520282,28.639852,1
2,1.0349,12852,ROSANKY 1 500,South Central,500.00,-5.96,,,0.00,6,-97.269187,29.893117,1
0,1.0350,12853,ROSANKY 1 3,South Central,20.00,-3.58,,200.00,0.00,6,-97.269997,29.892063,1
0,1.0349,12854,ROSANKY 1 4,South Central,20.00,-5.96,,0.00,0.00,6,-97.269997,29.891595,1
6,1.0151,12855,MCCAMEY 2 230,Far West,230.00,66.65,,,0.00,1,-102.234500,31.206737,1
0,1.0232,12856,MCCAMEY 2 3,Far West,20.00,68.69,,278.00,0.00,1,-102.236660,31.199039,1
1,1.0284,12858,PETTUS 230,South,230.00,7.69,,,0.00,4,-97.930425,28.619431,1
0,1.0400,12859,PETTUS 3,South,20.00,10.92,,268.20,0.00,4,-97.932585,28.617851,1
7,1.0354,12860,ANGLETON 1 1,Coast,115.00,-20.58,,,0.00,7,-95.422116,29.224596,1
1,1.0400,12861,ANGLETON 1 500,Coast,500.00,-19.97,,267.60,0.00,7,-95.426436,29.224596,1
1,1.0370,12862,ROSHARON 500,Coast,500.00,-21.04,,267.60,0.00,7,-95.433448,29.363187,1
4,1.0157,12863,CLEBURNE 1 500,North Central,500.00,4.84,,,0.00,5,-97.405100,32.398488,1
0,1.0157,12864,CLEBURNE 1 3,North Central,20.00,4.84,,0.00,0.00,5,-97.405910,32.396550,1
0,1.0157,12865,CLEBURNE 1 4,North Central,20.00,4.84,,0.00,0.00,5,-97.405910,32.396094,1
2,1.0391,12866,CLAUDE 1 1,North,161.00,57.21,,,0.00,2,-101.290111,35.087998,1
2,1.0428,12867,CLAUDE 1 500,North,500.00,55.91,,,0.00,2,-101.308111,35.087998,1
0,1.0400,12868,CLAUDE 1 3,North,20.00,59.02,,265.50,0.00,2,-101.313511,35.081369,1
0,1.0186,12870,LA PORTE 3,Coast,20.00,-26.66,,0.00,0.00,7,-95.083360,29.727062,1
0,1.0186,12871,LA PORTE 4,Coast,20.00,-26.66,,0.00,0.00,7,-95.083360,29.726594,1
0,1.0186,12872,LA PORTE 5,Coast,20.00,-26.66,,0.00,0.00,7,-95.083360,29.726125,1
0,1.0186,12873,LA PORTE 6,Coast,20.00,-26.66,,0.00,0.00,7,-95.083360,29.725656,1
1,1.0227,12874,IOLA 500,East,500.00,-10.90,,0.00,0.00,8,-96.062629,30.702853,1
0,1.0131,12875,IOLA 3,East,20.00,-2.43,,210.00,0.00,8,-96.064789,30.701305,1
2,1.0334,12876,VAN HORN 1 1,Far West,115.00,93.84,,,0.00,1,-104.454536,31.697930,1
0,1.0400,12878,VAN HORN 1 3,Far West,20.00,98.47,,260.00,0.00,1,-104.456696,31.695173,1
4,1.0342,12879,LANE CITY 1 1,Coast,115.00,-16.37,,,0.00,7,-95.997135,29.237886,1
2,1.0337,12880,LANE CITY 1 500,Coast,500.00,-15.68,,,0.00,7,-96.004335,29.237886,1
0,1.0332,12881,LANE CITY 1 3,Coast,20.00,-12.24,,260.00,0.00,7,-96.006495,29.235059,1
2,1.0225,12882,FLOYDADA 1 1,North,161.00,52.85,,,0.00,2,-101.085322,33.822607,1
4,1.0228,12883,FLOYDADA 1 500,North,500.00,50.81,,,0.00,2,-101.092522,33.822607,1
0,1.0400,12884,FLOYDADA 1 3,North,20.00,57.22,,257.00,0.00,2,-101.094682,33.817523,1
2,1.0175,12885,CISCO 1 1,North Central,161.00,23.25,,,0.00,5,-99.107557,32.436506,1
0,1.0175,12887,CISCO 1 3,North Central,20.00,23.25,,0.00,0.00,5,-99.108367,32.435481,1
2,1.0453,12888,PETTUS 1 1,South,115.00,5.84,,,0.00,4,-97.720400,28.625472,1
0,1.0451,12890,PETTUS 1 3,South,20.00,9.49,,255.20,0.00,4,-97.722560,28.622628,1
1,1.0097,12891,GRANDFALLS 230,Far West,230.00,74.45,,,0.00,1,-103.118668,31.162781,1
0,1.0097,12892,GRANDFALLS 3,Far West,20.00,79.16,,255.00,0.00,1,-103.120828,31.161240,1
7,1.0170,12893,FORT STOCKTON 4 1,Far West,115.00,72.24,,,0.00,1,-102.473809,31.028528,1
3,1.0170,12894,FORT STOCKTON 4 230,Far West,230.00,70.42,,,0.00,1,-102.481009,31.028528,1
0,1.0166,12895,FORT STOCKTON 4 3,Far West,20.00,73.21,,255.00,0.00,1,-102.483169,31.024518,1
0,1.0139,12896,BROWNSVILLE 1 3,South,20.00,15.94,,0.00,0.00,4,-97.527720,25.934332,1
5,1.0232,12897,SNYDER 5 1,West,115.00,64.62,,,0.00,3,-100.969728,32.862862,1
2,1.0241,12898,SNYDER 5 230,West,230.00,62.70,,,0.00,3,-100.972428,32.862862,1
0,1.0359,12899,SNYDER 5 3,West,20.00,66.01,,253.00,0.00,3,-100.973238,32.861841,1
3,1.0281,12900,SPUR 1 1,North,161.00,50.43,,,0.00,2,-100.978601,33.318230,1
0,1.0281,12902,SPUR 1 3,North,20.00,50.43,,0.00,0.00,2,-100.980761,33.314320,1
1,1.0197,12903,TERRELL 1 500,North Central,500.00,-1.57,,,0.00,5,-96.182135,32.818658,1
0,1.0177,12904,TERRELL 1 3,North Central,20.00,3.36,,151.00,0.00,5,-96.182945,32.818091,1
0,1.0197,12905,TERRELL 1 4,North Central,20.00,-1.57,,0.00,0.00,5,-96.182945,32.817637,1
6,1.0360,12906,MCCOOK 1 1,South,115.00,23.51,,,0.00,4,-98.407511,26.462978,1
0,1.0400,12907,MCCOOK 1 3,South,20.00,27.22,,250.00,0.00,4,-98.409671,26.454921,1
0,1.0400,12908,ROCHESTER 3,North,20.00,42.86,,250.00,0.00,2,-99.622817,33.335441,1
0,1.0103,12909,IND W TWFV 0 3,Far West,20.00,63.28,,250.00,0.00,1,-102.863255,31.834553,1
7,1.0275,12910,PAINT ROCK 1 1,West,115.00,43.88,,,0.00,3,-99.793013,31.433475,1
0,1.0265,12911,PAINT ROCK 1 3,West,20.00,48.86,,250.00,0.00,3,-99.795173,31.424566,1
3,1.0254,12912,CUNNINGHAM 1 1,East,115.00,9.91,,,0.00,8,-95.189826,33.248611,1
0,1.0240,12913,CUNNINGHAM 1 3,East,20.00,15.00,,250.00,0.00,8,-95.191986,33.244698,1
2,1.0266,12914,PAWNEE 1 1,South Central,115.00,9.95,,,0.00,6,-97.997788,28.652750,1
0,1.0224,12915,PAWNEE 1 3,South Central,20.00,19.61,,250.00,0.00,6,-97.999948,28.649906,1
2,1.0222,12916,CUNNINGHAM 2 1,East,115.00,11.49,,,0.00,8,-95.353849,33.424094,1
0,1.0198,12917,CUNNINGHAM 2 3,East,20.00,20.43,,250.00,0.00,8,-95.356009,33.421390,1
2,1.0215,12918,ANDREWS 3 1,Far West,115.00,57.87,,,0.00,1,-102.843456,32.274901,1
0,1.0209,12919,ANDREWS 3 3,Far West,20.00,62.52,,250.00,0.00,1,-102.844266,32.273874,1
0,1.0204,12920,ABBOTT 3,North Central,20.00,4.60,,0.00,0.00,5,-97.013540,31.864562,1
0,1.0288,12921,WORTHAM 3,East,20.00,15.70,,250.00,0.00,8,-96.465887,31.891541,1
2,1.0340,12922,TEXAS CITY 3 1,Coast,115.00,-20.95,,,0.00,7,-94.946578,29.387817,1
0,1.0340,12923,TEXAS CITY 3 3,Coast,20.00,-20.95,,0.00,0.00,7,-94.947388,29.386758,1
0,1.0244,12924,BURLINGTON 3,South Central,20.00,10.62,,250.00,0.00,6,-97.123080,30.950031,1
0,1.0058,12925,ROSEBUD 3,North Central,20.00,0.17,,0.00,0.00,5,-96.933343,31.023784,1
2,1.0276,12926,RIESEL 4 1,North Central,161.00,5.71,,,0.00,5,-96.856400,31.447543,1
0,1.0275,12927,RIESEL 4 3,North Central,20.00,8.33,,150.00,0.00,5,-96.858560,31.444779,1
0,1.0276,12928,RIESEL 4 4,North Central,20.00,5.71,,0.00,0.00,5,-96.858560,31.443550,1
0,1.0219,12929,DIKE 3,East,20.00,17.90,,250.00,0.00,8,-95.460660,33.210995,1
0,1.0400,12930,BRUNI 2 3,South,20.00,30.82,,249.70,0.00,4,-98.998560,27.313283,1
0,1.0228,12931,CORPUS CHRISTI 16 3,South,20.00,9.84,,0.00,0.00,4,-97.499393,27.579418,1
0,1.0144,12932,KRUM 3,North Central,20.00,1.73,,0.00,0.00,5,-97.368333,33.302924,1
0,1.0290,12933,HOUSTON 10 3,Coast,20.00,-27.78,,0.00,0.00,7,-95.128316,29.718378,1
0,1.0290,12934,HOUSTON 10 4,Coast,20.00,-27.78,,0.00,0.00,7,-95.128316,29.717909,1
3,1.0261,12935,BAY CITY 1 1,Coast,115.00,-13.96,,,0.00,7,-95.861583,28.894260,1
0,1.0261,12936,BAY CITY 1 3,Coast,20.00,-13.96,,0.00,0.00,7,-95.863743,28.890162,1
3,1.0308,12937,TRUSCOTT 2 1,North,161.00,37.08,,,0.00,2,-99.722792,33.729786,1
0,1.0400,12938,TRUSCOTT 2 3,North,20.00,40.14,,242.80,0.00,2,-99.724952,33.725894,1
2,1.0335,12939,SNYDER 6 1,West,115.00,68.46,,,0.00,3,-100.865108,32.847883,1
0,1.0400,12940,SNYDER 6 3,West,20.00,72.81,,242.50,0.00,3,-100.865918,32.846862,1
0,1.0126,12941,ROSCOE 5 3,West,20.00,27.45,,241.00,0.00,3,-100.528410,32.308435,1
3,1.0322,12942,VICTORIA 4 1,Coast,115.00,-3.29,,,0.00,7,-96.974478,28.902825,1
0,1.0322,12943,VICTORIA 4 3,Coast,20.00,-3.29,,0.00,0.00,7,-96.976638,28.898728,1
0,1.0332,12944,VICTORIA 4 4,Coast,20.00,-0.60,,61.00,0.00,7,-96.976638,28.897467,1
1,1.0171,12945,CHILDRESS 1 1,North,161.00,45.66,,,0.00,2,-100.090625,34.374590,1
0,1.0134,12946,CHILDRESS 1 3,North,20.00,53.19,,240.00,0.00,2,-100.096025,34.370875,1
0,1.0103,12947,FULSHEAR 3,Coast,20.00,-10.53,,240.00,0.00,7,-95.979820,29.557375,1
2,1.0360,12948,MULDOON 1 1,South Central,115.00,-3.16,,,0.00,6,-97.072730,29.806047,1
0,1.0357,12949,MULDOON 1 3,South Central,20.00,1.05,,240.00,0.00,6,-97.073540,29.804993,1
0,1.0251,12950,MART 3,North Central,20.00,11.13,,240.00,0.00,5,-96.792728,31.460887,1
2,1.0174,12951,ROSEBUD 1 1,South Central,115.00,3.47,,,0.00,6,-96.855033,31.043209,1
0,1.0132,12952,ROSEBUD 1 3,South Central,20.00,11.14,,240.00,0.00,6,-96.857193,31.040433,1
4,1.0236,12953,PARIS 4 1,North,161.00,8.17,,,0.00,2,-95.521456,33.596768,1
0,1.0250,12954,PARIS 4 3,North,20.00,10.20,,240.00,0.00,2,-95.523616,33.591670,1
0,1.0103,12955,SEAGOVILLE 3,North Central,20.00,-4.77,,0.00,0.00,5,-96.539391,32.550149,1
0,1.0400,12956,EDCOUCH 3,South,20.00,25.30,,239.80,0.00,4,-97.991605,26.362137,1
0,1.0400,12957,SINTON 3,South,20.00,15.94,,239.60,0.00,4,-97.521233,28.192254,1
0,1.0400,12958,PARIS 2 5,North,13.80,5.94,,76.00,0.00,2,-95.552660,33.689312,1
0,1.0400,12959,EDINBURG 3 3,South,20.00,21.22,,238.50,0.00,4,-98.284441,26.450825,1
0,1.0400,12960,FALCON HEIGHTS 2 3,South,20.00,41.72,,237.60,0.00,4,-99.037260,26.639669,1
0,1.0400,12961,TRINIDAD 1 3,East,20.00,3.74,,87.00,0.00,8,-96.099387,32.121661,1
1,1.0483,12962,FRIONA 1 1,North,161.00,60.79,,,0.00,2,-102.568778,34.661578,1
0,1.0483,12963,FRIONA 1 3,North,20.00,60.79,,0.00,0.00,2,-102.574178,34.657877,1
0,1.0400,12964,ELECTRA 3,North,20.00,38.10,,230.00,0.00,2,-99.117306,34.093105,1
3,1.0335,12965,WEINERT 1 1,North,161.00,36.83,,,0.00,2,-99.536400,33.347594,1
0,1.0400,12966,WEINERT 1 3,North,20.00,40.79,,230.00,0.00,2,-99.538560,33.343685,1
0,1.0261,12967,HUNGERFORD 3,Coast,20.00,-16.94,,0.00,0.00,7,-96.087713,29.451861,1
0,1.0066,12968,TRINIDAD 2 3,East,20.00,4.44,,152.70,0.00,8,-96.194732,32.157453,1
0,1.0059,12969,TRINIDAD 2 4,East,20.00,7.31,,76.80,0.00,8,-96.194732,32.156996,1
4,1.0352,12970,RAYMONDVILLE 1 1,South,115.00,27.47,,,0.00,4,-97.687511,26.519645,1
0,1.0400,12971,RAYMONDVILLE 1 3,South,20.00,30.36,,228.00,0.00,4,-97.689671,26.514169,1
3,1.0227,12972,NEEDVILLE 1 1,Coast,115.00,-23.22,,,0.00,7,-95.745038,29.357484,1
0,1.0227,12973,NEEDVILLE 1 3,Coast,20.00,-23.22,,0.00,0.00,7,-95.745848,29.355954,1
2,1.0280,12974,BAY CITY 2 1,Coast,115.00,-11.85,,,0.00,7,-95.990214,28.971962,1
0,1.0280,12975,BAY CITY 2 3,Coast,20.00,-11.85,,0.00,0.00,7,-95.992374,28.969128,1
4,1.0304,12976,BISHOP 1 1,South,115.00,12.63,,,0.00,4,-97.636477,27.577936,1
0,1.0400,12977,BISHOP 1 3,South,20.00,17.06,,226.10,0.00,4,-97.638637,27.572511,1
8,1.0304,12978,E SEYMOUR 1 1,North,161.00,37.26,,,0.00,2,-99.578690,33.606914,1
0,1.0400,12979,E SEYMOUR 1 3,North,20.00,43.13,,225.60,0.00,2,-99.580850,33.597020,1
2,1.0257,12980,GAIL 2 1,Far West,115.00,60.38,,,0.00,1,-101.620443,32.740475,1
0,1.0232,12981,GAIL 2 3,Far West,20.00,66.54,,225.00,0.00,1,-101.621253,32.739453,1
4,1.0353,12982,BONNEY 1 1,Coast,115.00,-20.62,,,0.00,7,-95.425500,29.294259,1
0,1.0353,12983,BONNEY 1 3,Coast,20.00,-20.62,,0.00,0.00,7,-95.426310,29.292258,1
2,1.0374,12984,TBD 1 1,Far West,115.00,62.05,,,0.00,1,-101.603400,30.933530,1
0,1.0400,12985,TBD 1 3,Far West,20.00,63.47,,223.90,0.00,1,-101.605560,30.930750,1
3,1.0227,12986,PARIS 5 1,North,161.00,7.79,,0.00,0.00,2,-95.625449,33.636795,1
0,1.0211,12987,PARIS 5 3,North,20.00,12.46,,171.70,0.00,2,-95.627609,33.632899,1
0,1.0300,12988,GANADO 3,Coast,20.00,-7.80,,0.00,0.00,7,-96.527321,29.103800,1
0,1.0300,12989,GANADO 4,Coast,20.00,-7.80,,0.00,0.00,7,-96.527321,29.102542,1
0,1.0338,12990,WOODSBORO 3,South,20.00,9.53,,0.00,0.00,4,-97.443513,28.189846,1
4,1.0295,12991,KINGSVILLE 1 1,South,115.00,12.73,,,0.00,4,-97.671684,27.550802,1
0,1.0295,12992,KINGSVILLE 1 3,South,20.00,12.73,,0.00,0.00,4,-97.673844,27.545375,1
0,1.0269,12993,KINGSVILLE 1 4,South,20.00,20.33,,75.00,0.00,4,-97.673844,27.544099,1
2,1.0290,12994,FREEPORT 4 1,Coast,115.00,-19.82,,50.00,0.00,7,-95.391817,28.967346,1
0,1.0290,12995,FREEPORT 4 3,Coast,20.00,-19.82,,0.00,0.00,7,-95.393977,28.964511,1
4,1.0277,12996,HAMLIN 1 1,West,115.00,41.77,,,0.00,3,-100.005105,32.780260,1
0,1.0285,12997,HAMLIN 1 3,West,20.00,43.50,,215.00,0.00,3,-100.005915,32.778330,1
0,1.0400,12998,BIG SPRING 6 5,Far West,13.80,56.50,,70.00,0.00,1,-101.420946,32.255826,1
1,1.0271,12999,DELTA 1 1,North Central,161.00,9.74,,,0.00,5,-95.570842,33.430861,1
0,1.0277,13000,DELTA 1 3,North Central,20.00,11.10,,150.00,0.00,5,-95.573002,33.429358,1
0,1.0271,13001,DELTA 1 4,North Central,20.00,9.74,,0.00,0.00,5,-95.573002,33.428157,1
7,1.0239,13002,LAMESA 2 1,Far West,115.00,59.17,,,0.00,1,-101.739761,32.699091,1
0,1.0239,13003,LAMESA 2 3,Far West,20.00,59.17,,0.00,0.00,1,-101.740571,32.695797,1
2,1.0438,13004,VEGA 1 1,North,161.00,64.74,,,0.00,2,-102.306517,35.194280,1
0,1.0400,13005,VEGA 1 3,North,20.00,66.57,,210.10,0.00,2,-102.311917,35.187661,1
2,1.0087,13006,ROGERS 1 1,South Central,115.00,8.34,,,0.00,6,-97.161508,30.965121,1
0,1.0043,13007,ROGERS 1 3,South Central,20.00,16.06,,210.00,0.00,6,-97.163668,30.962343,1
2,1.0208,13008,LOLA 1 1,East,115.00,-10.08,,,0.00,8,-96.087737,30.648711,1
0,1.0189,13009,LOLA 1 3,East,20.00,-1.48,,210.00,0.00,8,-96.089897,30.645924,1
2,1.0342,13010,SAN YGNACIO 1 1,South,115.00,29.77,,,0.00,4,-99.379388,27.023866,1
0,1.0400,13011,SAN YGNACIO 1 3,South,20.00,34.51,,209.40,0.00,4,-99.384788,27.016650,1
9,1.0137,13012,THROCKMORTON 1 1,North Central,161.00,31.48,,,0.00,5,-99.388538,33.181510,1
0,1.0137,13013,THROCKMORTON 1 3,North Central,20.00,31.48,,0.00,0.00,5,-99.389348,33.177329,1
0,1.0400,13014,GARDEN CITY 3,Far West,20.00,62.82,,207.20,0.00,1,-101.491967,31.735596,1
0,1.0232,13015,CROSBY 3,Coast,20.00,-25.43,,0.00,0.00,7,-95.017704,29.871113,1
0,1.0400,13016,BRYAN 1 3,East,20.00,-1.37,,110.00,0.00,8,-96.455760,30.716439,1
0,1.0400,13017,WINDTHORST 3,North,20.00,31.17,,204.00,0.00,2,-98.359393,33.504619,1
3,1.0189,13018,STEPHENVILLE 1 1,North Central,161.00,12.49,,,0.00,5,-98.177181,32.088573,1
0,1.0193,13019,STEPHENVILLE 1 3,North Central,20.00,17.04,,204.00,0.00,5,-98.177991,32.087086,1
0,1.0238,13020,ANSON 3,West,20.00,40.71,,0.00,0.00,3,-99.880345,32.791360,1
0,1.0270,13021,LUEDERS 3,West,20.00,44.79,,204.00,0.00,3,-99.719646,32.780832,1
2,1.0101,13022,COYANOSA 1 1,Far West,115.00,75.85,,,0.00,1,-103.124400,31.183536,1
0,1.0037,13023,COYANOSA 1 3,Far West,20.00,84.78,,203.80,0.00,1,-103.126560,31.180764,1
0,1.0154,13024,SABINAL 3,West,20.00,30.59,,203.50,0.00,3,-99.611828,29.288431,1
2,1.0233,13025,SAN PERLITA 1 1,South,115.00,20.37,,,0.00,4,-97.687511,26.472700,1
0,1.0233,13026,SAN PERLITA 1 3,South,20.00,20.37,,0.00,0.00,4,-97.689671,26.469800,1
6,1.0130,13027,CRANE 1 1,Far West,115.00,69.83,,,0.00,1,-102.313627,31.189223,1
0,1.0146,13028,CRANE 1 3,Far West,20.00,73.67,,203.00,0.00,1,-102.315787,31.181524,1
5,1.0310,13029,CROWELL 1 1,North,161.00,37.46,,,0.00,2,-99.654205,33.838880,1
0,1.0400,13030,CROWELL 1 3,North,20.00,44.24,,202.50,0.00,2,-99.656365,33.832600,1
3,1.0336,13031,LANE CITY 2 1,Coast,115.00,-16.40,,,0.00,7,-96.025997,29.207215,1
0,1.0336,13032,LANE CITY 2 3,Coast,20.00,-16.40,,0.00,0.00,7,-96.028157,29.203130,1
0,1.0400,13033,SEBASTIAN 1 3,South,20.00,26.65,,201.60,0.00,4,-97.665360,26.335693,1
2,1.0413,13034,FALCON 1 1,South,115.00,36.79,,,0.00,4,-99.053850,26.695847,1
0,1.0400,13035,FALCON 1 3,South,20.00,38.16,,201.60,0.00,4,-99.056010,26.692952,1
1,1.0382,13036,ARMSTRONG 3 1,South,115.00,29.14,,,0.00,4,-97.633500,26.935248,1
0,1.0400,13037,ARMSTRONG 3 3,South,20.00,31.92,,201.00,0.00,4,-97.638900,26.931236,1
3,1.0462,13038,TULIA 2 1,North,161.00,61.32,,,0.00,2,-101.961000,34.513734,1
0,1.0478,13039,TULIA 2 3,North,20.00,64.17,,201.00,0.00,2,-101.966400,34.504093,1
0,1.0299,13040,WEST COLUMBIA 3,Coast,20.00,-16.47,,0.00,0.00,7,-95.666532,29.124626,1
4,1.0313,13041,SEYMOUR 1 1,North,161.00,33.40,,,0.00,2,-99.019413,33.716866,1
0,1.0397,13042,SEYMOUR 1 3,North,20.00,35.52,,102.00,0.00,2,-99.021573,33.711776,1
0,1.0400,13043,SEYMOUR 1 4,North,20.00,36.43,,98.60,0.00,2,-99.021573,33.710578,1
4,0.9870,13044,BRACKETTVILLE 4 1,West,115.00,25.08,,0.00,0.00,3,-100.560678,29.350051,1
0,0.9871,13045,BRACKETTVILLE 4 3,West,20.00,27.68,,160.00,0.00,3,-100.561488,29.348050,1
2,1.0406,13046,CHILICOTHE 1 1,North,161.00,43.37,,,0.00,2,-99.559836,34.168105,1
0,1.0400,13047,CHILICOTHE 1 3,North,20.00,51.08,,200.20,0.00,2,-99.561996,34.165424,1
0,1.0400,13048,SANTA ROSA 2 3,South,20.00,30.20,,200.20,0.00,4,-97.778999,26.357379,1
0,1.0400,13049,ODEM 3,South,20.00,14.41,,200.20,0.00,4,-97.742543,27.982215,1
0,1.0400,13050,TAFT 1 3,South,20.00,13.40,,200.10,0.00,4,-97.291660,27.989124,1
3,1.0274,13051,COMANCHE 1 1,North Central,161.00,12.78,,,0.00,5,-98.686956,31.820053,1
0,1.0274,13052,COMANCHE 1 3,North Central,20.00,12.78,,0.00,0.00,5,-98.689116,31.816076,1
1,1.0409,13053,SEBASTIAN 3 1,South,115.00,33.18,,,0.00,4,-97.582100,26.328139,1
0,1.0400,13054,SEBASTIAN 3 3,South,20.00,40.06,,200.00,0.00,4,-97.584260,26.326525,1
2,1.0419,13055,SILVERTON 1 1,North,161.00,59.97,,,0.00,2,-101.242111,34.305164,1
0,1.0400,13056,SILVERTON 1 3,North,20.00,64.23,,200.00,0.00,2,-101.247511,34.298472,1
5,1.0438,13057,HEREFORD 2 1,North,161.00,61.57,,,0.00,2,-102.165444,34.742140,1
0,1.0400,13058,HEREFORD 2 3,North,20.00,63.66,,200.00,0.00,2,-102.170844,34.726608,1
3,1.0414,13059,GROOM 1 1,North,161.00,60.14,,,0.00,2,-101.177622,35.248304,1
0,1.0400,13060,GROOM 1 3,North,20.00,64.08,,200.00,0.00,2,-101.183022,35.238749,1
2,1.0361,13061,RIO GRANDE CITY 1 1,South,115.00,26.08,,,0.00,4,-98.795311,26.386031,1
0,1.0400,13062,RIO GRANDE CITY 1 3,South,20.00,33.59,,200.00,0.00,4,-98.797471,26.383129,1
7,1.0353,13063,RIO GRANDE CITY 2 1,South,115.00,25.70,,,0.00,4,-98.814733,26.371525,1
0,1.0353,13064,RIO GRANDE CITY 2 3,South,20.00,25.70,,0.00,0.00,4,-98.816893,26.362171,1
4,1.0397,13065,FLOYDADA 2 1,North,161.00,59.02,,,0.00,2,-101.320011,34.078171,1
0,1.0400,13066,FLOYDADA 2 3,North,20.00,61.57,,200.00,0.00,2,-101.322171,34.073101,1
5,1.0362,13067,MIRANDO 1 1,South,115.00,27.11,,,0.00,4,-98.906400,27.437444,1
0,1.0400,13068,MIRANDO 1 3,South,20.00,28.71,,200.00,0.00,4,-98.908560,27.430734,1
2,1.0354,13069,MULLIN 1 1,North Central,161.00,10.20,,,0.00,5,-98.599758,31.682060,1
