From Number,To Number,To Nom kV,From Nom kV,Circuit,Status,Branch Device Type,Xfrmr,R,X,B,Lim MVA A,Lim MVA B,Lim MVA C
8016,8140,115.000,115.000,1,Closed,Line,NO,0.00165,0.00599,0.00789,132.7,132.7,132.7
8016,8152,115.000,115.000,1,Closed,Line,NO,0.00375,0.01641,0.00250,221.0,0.0,0.0
8016,8152,115.000,115.000,2,Closed,Line,NO,0.00447,0.01941,0.00217,131.9,131.9,131.9
8017,8040,115.000,115.000,1,Closed,Line,NO,0.01458,0.08752,0.01188,98.0,0.0,0.0
8018,8133,230.000,230.000,1,Closed,Line,NO,0.00093,0.00905,0.01742,548.0,0.0,0.0
8018,8133,230.000,230.000,2,Closed,Line,NO,0.00111,0.01048,0.01564,432.4,432.4,432.4
8019,8018,230.000,115.000,1,Closed,Transformer,YES,0.00115,0.03658,0.00000,360.0,0.0,0.0
8019,8018,230.000,115.000,2,Closed,Transformer,YES,0.00115,0.03658,0.00000,360.0,0.0,0.0
8019,8052,115.000,115.000,1,Closed,Line,NO,0.00643,0.02664,0.00452,149.0,0.0,0.0
8019,8052,115.000,115.000,2,Closed,Line,NO,0.00671,0.02815,0.00439,124.5,124.5,124.5
8019,8100,115.000,115.000,1,Closed,Line,NO,0.00680,0.04300,0.00580,150.0,0.0,0.0
8019,8134,115.000,115.000,1,Closed,Line,NO,0.00434,0.02457,0.00653,117.2,117.2,117.2
8019,8135,115.000,115.000,1,Closed,Line,NO,0.00212,0.01480,0.00242,221.0,0.0,0.0
8019,8135,115.000,115.000,2,Closed,Line,NO,0.00212,0.01480,0.00242,221.0,0.0,0.0
8019,8135,115.000,115.000,3,Closed,Line,NO,0.00458,0.01434,0.00257,147.8,147.8,147.8
8020,8029,115.000,115.000,1,Closed,Line,NO,0.01833,0.08170,0.01198,149.0,0.0,0.0
8020,8040,115.000,115.000,1,Closed,Line,NO,0.02253,0.09344,0.01586,149.0,0.0,0.0
8020,8153,115.000,115.000,1,Closed,Line,NO,0.01361,0.08173,0.01109,98.0,0.0,0.0
8020,8154,115.000,115.000,1,Closed,Line,NO,0.04852,0.11860,0.01553,98.0,0.0,0.0
8021,8041,115.000,115.000,1,Closed,Line,NO,0.01109,0.04850,0.00739,149.0,0.0,0.0
8021,8119,115.000,115.000,1,Closed,Line,NO,0.01573,0.06526,0.01107,149.0,0.0,0.0
8022,8021,115.000,115.000,1,Closed,Line,NO,0.06068,0.14832,0.01942,98.0,0.0,0.0
8022,8150,115.000,115.000,1,Closed,Line,NO,0.05259,0.12855,0.01683,98.0,0.0,0.0
8023,8111,115.000,115.000,1,Closed,Line,NO,0.00548,0.03542,0.00676,221.0,0.0,0.0
8023,8111,115.000,115.000,2,Closed,Line,NO,0.00548,0.03542,0.00676,221.0,0.0,0.0
8025,8055,115.000,115.000,1,Closed,Line,NO,0.04211,0.10294,0.01348,98.0,0.0,0.0
8025,8121,115.000,115.000,1,Closed,Line,NO,0.03375,0.08251,0.01080,98.0,0.0,0.0
8025,8151,115.000,115.000,1,Closed,Line,NO,0.02868,0.17220,0.02337,98.0,0.0,0.0
8026,8013,115.000,115.000,1,Closed,Line,NO,0.01793,0.10765,0.01461,98.0,0.0,0.0
8026,8154,115.000,115.000,1,Closed,Line,NO,0.02053,0.05018,0.00657,98.0,0.0,0.0
8027,8028,115.000,115.000,1,Closed,Line,NO,0.00632,0.03446,0.03569,216.0,216.0,216.0
8027,8100,115.000,115.000,1,Closed,Line,NO,0.00732,0.03203,0.00488,149.0,0.0,0.0
8027,8134,115.000,115.000,1,Closed,Line,NO,0.00435,0.02974,0.00506,221.0,0.0,0.0
8027,8134,115.000,115.000,2,Closed,Line,NO,0.00398,0.01880,0.00836,123.3,123.3,123.3
8027,8135,115.000,115.000,1,Closed,Line,NO,0.01147,0.04527,0.01215,130.1,130.1,130.1
8028,8002,115.000,115.000,1,Closed,Line,NO,0.01939,0.04659,0.00632,98.0,0.0,0.0
8028,8146,115.000,115.000,1,Closed,Line,NO,0.02838,0.06936,0.00908,329.0,329.0,329.0
8030,12874,500.000,500.000,1,Closed,Line,NO,0.00008,0.00128,0.14645,2030.1,2030.1,2030.1
8031,8030,500.000,230.000,1,Closed,Transformer,YES,0.00007,0.00828,0.00000,1036.0,0.0,0.0
8031,8094,230.000,230.000,1,Closed,Line,NO,0.00287,0.02455,0.06400,498.7,498.7,498.7
8031,8139,230.000,230.000,1,Closed,Line,NO,0.00344,0.03269,0.06514,538.6,538.6,538.6
8031,8159,230.000,230.000,1,Closed,Line,NO,0.00327,0.03513,0.10716,475.4,475.4,475.4
8032,8031,230.000,115.000,1,Closed,Transformer,YES,0.00099,0.03425,0.00000,400.0,0.0,0.0
8032,8143,115.000,115.000,1,Closed,Line,NO,0.01700,0.07576,0.01111,250.0,0.0,0.0
8032,13008,115.000,115.000,1,Closed,Line,NO,0.00811,0.03986,0.00545,241.0,241.0,241.0
8033,8030,500.000,13.800,1,Closed,Transformer,YES,0.00228,0.15699,0.00000,121.9,121.9,121.9
8038,8066,115.000,115.000,1,Closed,Line,NO,0.01227,0.05467,0.00802,220.0,0.0,0.0
8038,8124,115.000,115.000,1,Closed,Line,NO,0.01143,0.06861,0.00931,220.0,0.0,0.0
8038,12916,115.000,115.000,1,Closed,Line,NO,0.01496,0.06386,0.03720,275.0,275.0,275.0
8039,8081,115.000,115.000,1,Closed,Line,NO,0.01342,0.07667,0.01152,98.0,0.0,0.0
8040,8072,115.000,115.000,1,Closed,Line,NO,0.02142,0.09547,0.01400,149.0,0.0,0.0
8041,8063,115.000,115.000,1,Closed,Line,NO,0.02127,0.05109,0.00693,119.0,119.0,119.0
8041,8119,115.000,115.000,1,Closed,Line,NO,0.00872,0.03991,0.02350,156.7,156.7,156.7
8043,8057,500.000,500.000,1,Closed,Line,NO,0.00008,0.00139,0.10985,2129.2,2129.2,2129.2
8043,8067,500.000,500.000,1,Closed,Line,NO,0.00040,0.00819,0.57108,2768.0,0.0,0.0
8043,12763,500.000,500.000,1,Closed,Line,NO,0.00013,0.00217,0.39920,2277.0,2277.0,2277.0
8044,8043,500.000,230.000,1,Closed,Transformer,YES,0.00009,0.00881,0.00000,1072.0,0.0,0.0
8044,8058,230.000,230.000,1,Closed,Line,NO,0.00077,0.00678,0.02254,402.5,402.5,402.5
8044,8147,230.000,230.000,1,Closed,Line,NO,0.00245,0.02399,0.04616,647.0,0.0,0.0
8045,8011,115.000,115.000,1,Closed,Line,NO,0.00606,0.03914,0.00747,221.0,0.0,0.0
8045,8011,115.000,115.000,2,Closed,Line,NO,0.00606,0.03914,0.00747,221.0,0.0,0.0
8045,8044,230.000,115.000,1,Closed,Transformer,YES,0.00042,0.02402,0.00000,388.0,0.0,0.0
8045,8091,115.000,115.000,1,Closed,Line,NO,0.02272,0.09941,0.01514,262.0,262.0,262.0
8045,8144,115.000,115.000,1,Closed,Line,NO,0.01434,0.08609,0.01168,98.0,0.0,0.0
8046,8043,500.000,18.000,1,Closed,Transformer,YES,0.00036,0.02434,0.00000,248.7,248.7,248.7
8047,8043,500.000,18.000,1,Closed,Transformer,YES,0.00072,0.04463,0.00000,233.5,233.5,233.5
8048,8043,500.000,18.000,1,Closed,Transformer,YES,0.00089,0.09217,0.00000,225.5,225.5,225.5
8049,8043,500.000,18.000,1,Closed,Transformer,YES,0.00152,0.07491,0.00000,253.7,253.7,253.7
8050,8043,500.000,18.000,1,Closed,Transformer,YES,0.00039,0.02058,0.00000,236.4,236.4,236.4
8051,8043,500.000,18.000,1,Closed,Transformer,YES,0.00092,0.05477,0.00000,261.4,261.4,261.4
8052,8135,115.000,115.000,1,Closed,Line,NO,0.00383,0.01897,0.00820,118.5,118.5,118.5
8053,8065,115.000,115.000,1,Closed,Line,NO,0.02290,0.10022,0.01526,149.0,0.0,0.0
8053,8153,115.000,115.000,1,Closed,Line,NO,0.01818,0.10383,0.01560,98.0,0.0,0.0
8054,8092,115.000,115.000,1,Closed,Line,NO,0.00962,0.05775,0.00784,98.0,0.0,0.0
8055,8098,115.000,115.000,1,Closed,Line,NO,0.01100,0.07800,0.01300,220.0,0.0,0.0
8056,8089,115.000,115.000,1,Closed,Line,NO,0.00710,0.04055,0.00609,98.0,0.0,0.0
8056,8138,115.000,115.000,1,Closed,Line,NO,0.00777,0.04664,0.00633,98.0,0.0,0.0
8057,8112,500.000,500.000,1,Closed,Line,NO,0.00130,0.01581,1.05006,2020.0,0.0,0.0
8058,8057,500.000,230.000,1,Closed,Transformer,YES,0.00019,0.02064,0.00000,491.0,0.0,0.0
8058,8068,230.000,230.000,1,Closed,Line,NO,0.00454,0.04438,0.08540,548.0,0.0,0.0
8058,8147,230.000,230.000,1,Closed,Line,NO,0.00321,0.03142,0.06046,548.0,0.0,0.0
8058,8147,230.000,230.000,2,Closed,Line,NO,0.00279,0.02253,0.08657,447.8,447.8,447.8
8059,8058,230.000,115.000,1,Closed,Transformer,YES,0.00191,0.06531,0.00000,143.8,0.0,0.0
8059,8064,115.000,115.000,1,Closed,Line,NO,0.00422,0.01881,0.00276,149.0,0.0,0.0
8062,8063,115.000,115.000,1,Closed,Line,NO,0.01293,0.06253,0.01221,220.0,138.8,138.8
8062,8098,115.000,115.000,1,Closed,Line,NO,0.00445,0.01944,0.00296,149.0,0.0,0.0
8062,8098,115.000,115.000,2,Closed,Line,NO,0.00667,0.02715,0.00218,136.3,136.3,136.3
8063,8125,115.000,115.000,1,Closed,Line,NO,0.03529,0.08625,0.01129,98.0,0.0,0.0
8065,8149,115.000,115.000,1,Closed,Line,NO,0.00226,0.01459,0.00278,221.0,0.0,0.0
8065,8149,115.000,115.000,2,Closed,Line,NO,0.00226,0.01459,0.00278,221.0,0.0,0.0
8065,8149,115.000,115.000,3,Closed,Line,NO,0.00342,0.01933,0.00849,108.5,108.5,108.5
8066,8093,115.000,115.000,1,Closed,Line,NO,0.04293,0.19131,0.02805,149.0,0.0,0.0
8068,8067,500.000,230.000,1,Closed,Transformer,YES,0.00035,0.03434,0.00000,343.0,343.0,343.0
8068,8067,500.000,230.000,2,Closed,Transformer,YES,0.00035,0.03434,0.00000,343.0,343.0,343.0
8068,8083,230.000,230.000,1,Closed,Line,NO,0.00329,0.03216,0.06187,673.0,673.0,673.0
8069,8068,230.000,115.000,1,Closed,Transformer,YES,0.00074,0.05407,0.00000,143.0,0.0,0.0
8069,8103,115.000,115.000,1,Closed,Line,NO,0.01048,0.04673,0.00685,149.0,0.0,0.0
8069,8132,115.000,115.000,1,Closed,Line,NO,0.00367,0.01773,0.00426,102.7,102.7,102.7
8070,8067,500.000,13.800,1,Closed,Transformer,YES,0.00007,0.00421,0.00000,1254.5,1254.5,1254.5
8071,8067,500.000,13.800,1,Closed,Transformer,YES,0.00031,0.01355,0.00000,1175.4,1175.4,1175.4
8072,8011,115.000,115.000,1,Closed,Line,NO,0.00722,0.05031,0.00822,221.0,0.0,0.0
8073,8029,115.000,115.000,1,Closed,Line,NO,0.02002,0.08756,0.01333,149.0,0.0,0.0
8073,8108,115.000,115.000,1,Closed,Line,NO,0.01751,0.10003,0.01503,98.0,0.0,0.0
8074,12501,500.000,500.000,1,Closed,Line,NO,0.00013,0.00217,0.39920,2277.0,2277.0,2277.0
8075,8074,500.000,230.000,1,Closed,Transformer,YES,0.00028,0.02981,0.00000,550.0,0.0,0.0
8075,8074,500.000,230.000,2,Closed,Transformer,YES,0.00028,0.02981,0.00000,550.0,0.0,0.0
8075,8097,230.000,230.000,1,Closed,Line,NO,0.00445,0.03181,0.05799,740.0,0.0,0.0
8075,8097,230.000,230.000,2,Closed,Line,NO,0.00160,0.01552,0.12385,373.2,373.2,373.2
8075,8113,230.000,230.000,1,Closed,Line,NO,0.00337,0.03211,0.06865,478.7,478.7,478.7
8076,8075,230.000,115.000,1,Closed,Transformer,YES,0.00099,0.04033,0.00000,320.0,0.0,0.0
8076,8119,115.000,115.000,1,Closed,Line,NO,0.00591,0.04120,0.00674,221.0,0.0,0.0
8077,8074,500.000,13.800,1,Closed,Transformer,YES,0.00027,0.03174,0.00000,468.0,468.0,468.0
8078,8074,500.000,13.800,1,Closed,Transformer,YES,0.00100,0.08203,0.00000,204.8,204.8,204.8
8079,8074,500.000,13.800,1,Closed,Transformer,YES,0.00061,0.06421,0.00000,218.2,218.2,218.2
8080,8074,500.000,13.800,1,Closed,Transformer,YES,0.00032,0.03668,0.00000,228.9,228.9,228.9
8081,8008,115.000,115.000,1,Closed,Line,NO,0.02514,0.06143,0.00804,98.0,0.0,0.0
8081,8052,115.000,115.000,1,Closed,Line,NO,0.01891,0.04622,0.00605,98.0,0.0,0.0
8083,8082,500.000,230.000,1,Closed,Transformer,YES,0.00031,0.01574,0.00000,1134.0,0.0,0.0
8083,8139,230.000,230.000,1,Closed,Line,NO,0.00323,0.03059,0.22953,719.5,719.5,719.5
8083,8156,230.000,230.000,1,Closed,Line,NO,0.00127,0.01080,0.07580,431.8,431.8,431.8
8083,8159,230.000,230.000,1,Closed,Line,NO,0.00356,0.03365,0.13485,621.9,621.9,621.9
8083,8159,230.000,230.000,2,Closed,Line,NO,0.00356,0.03365,0.13485,621.9,621.9,621.9
8083,8159,230.000,230.000,3,Closed,Line,NO,0.00356,0.03365,0.13485,621.9,621.9,621.9
8084,5011,161.000,161.000,1,Closed,Line,NO,0.00545,0.03193,0.01595,251.0,0.0,0.0
8084,8083,230.000,161.000,1,Closed,Transformer,YES,0.00236,0.06305,0.00000,184.8,0.0,0.0
8086,8010,115.000,115.000,1,Closed,Line,NO,0.01460,0.08340,0.01253,98.0,0.0,0.0
8086,8084,161.000,115.000,1,Closed,Transformer,YES,0.00184,0.06658,0.00000,205.0,0.0,0.0
8086,8102,115.000,115.000,1,Closed,Line,NO,0.01446,0.05264,0.01186,218.0,218.0,218.0
8087,8082,500.000,18.000,1,Closed,Transformer,YES,0.00004,0.00363,0.00000,1073.7,1073.7,1073.7
8088,8082,500.000,18.000,1,Closed,Transformer,YES,0.00013,0.01154,0.00000,1115.4,1115.4,1115.4
8089,8135,115.000,115.000,1,Closed,Line,NO,0.00521,0.03628,0.00593,221.0,0.0,0.0
8089,8135,115.000,115.000,2,Closed,Line,NO,0.00521,0.03628,0.00593,221.0,0.0,0.0
8090,8092,115.000,115.000,1,Closed,Line,NO,0.01569,0.08961,0.01347,98.0,0.0,0.0
8091,8109,115.000,115.000,1,Closed,Line,NO,0.07888,0.19284,0.02525,262.0,262.0,262.0
8093,8128,115.000,115.000,1,Closed,Line,NO,0.01795,0.07854,0.01196,149.0,0.0,0.0
8094,6063,230.000,230.000,1,Closed,Line,NO,0.00384,0.03753,0.07222,800.0,0.0,0.0
8094,8139,230.000,230.000,1,Closed,Line,NO,0.00069,0.00679,0.01307,548.0,0.0,0.0
8094,8139,230.000,230.000,2,Closed,Line,NO,0.00077,0.00723,0.01974,424.3,424.3,424.3
8094,8159,230.000,230.000,1,Closed,Line,NO,0.00239,0.02336,0.04495,548.0,0.0,0.0
8094,8159,230.000,230.000,2,Closed,Line,NO,0.00158,0.01826,0.05928,428.2,428.2,428.2
8095,8094,230.000,115.000,1,Closed,Transformer,YES,0.00041,0.03017,0.00000,317.0,0.0,0.0
8095,8140,115.000,115.000,1,Closed,Line,NO,0.01066,0.02604,0.00341,250.0,0.0,0.0
8096,8110,115.000,115.000,1,Closed,Line,NO,0.04480,0.10762,0.01460,98.0,0.0,0.0
8096,8153,115.000,115.000,1,Closed,Line,NO,0.01280,0.07686,0.01043,98.0,0.0,0.0
8096,8153,115.000,115.000,2,Closed,Line,NO,0.01558,0.06801,0.01217,126.2,126.2,126.2
8097,8004,230.000,230.000,1,Closed,Line,NO,0.00730,0.05215,0.09507,443.0,0.0,0.0
8097,8004,230.000,230.000,2,Closed,Line,NO,0.00730,0.05215,0.09507,443.0,0.0,0.0
8097,8113,230.000,230.000,1,Closed,Line,NO,0.00194,0.01386,0.02527,800.0,0.0,0.0
8097,8113,230.000,230.000,2,Closed,Line,NO,0.00103,0.00782,0.04702,445.0,445.0,445.0
8098,8097,230.000,115.000,1,Closed,Transformer,YES,0.00373,0.03000,0.00000,800.0,0.0,0.0
8098,8097,230.000,115.000,2,Closed,Transformer,YES,0.00373,0.03000,0.00000,800.0,0.0,0.0
8099,8097,230.000,13.800,1,Closed,Transformer,YES,0.00197,0.15289,0.00000,128.7,128.7,128.7
8100,8135,115.000,115.000,1,Closed,Line,NO,0.01602,0.06378,0.00560,141.6,141.6,141.6
8100,8154,115.000,115.000,1,Closed,Line,NO,0.00908,0.04937,0.01698,116.2,116.2,116.2
8101,8063,115.000,115.000,1,Closed,Line,NO,0.01764,0.10595,0.01438,98.0,0.0,0.0
8101,8137,115.000,115.000,1,Closed,Line,NO,0.01472,0.08841,0.01200,98.0,0.0,0.0
8102,8157,115.000,115.000,1,Closed,Line,NO,0.00742,0.03309,0.00485,149.0,0.0,0.0
8102,8157,115.000,115.000,2,Closed,Line,NO,0.00130,0.00778,0.00205,173.8,173.8,173.8
8102,8157,115.000,115.000,3,Closed,Line,NO,0.00130,0.00778,0.00205,173.8,173.8,173.8
8102,12951,115.000,115.000,1,Closed,Line,NO,0.00457,0.02273,0.02789,264.0,264.0,264.0
8102,12951,115.000,115.000,2,Closed,Line,NO,0.00457,0.02273,0.02789,264.0,264.0,264.0
8104,6158,115.000,115.000,1,Closed,Line,NO,0.00916,0.05232,0.00786,98.0,0.0,0.0
8104,8012,115.000,115.000,1,Closed,Line,NO,0.01361,0.05953,0.00907,239.0,239.0,239.0
8105,8127,230.000,230.000,1,Closed,Line,NO,0.00276,0.02696,0.05188,548.0,0.0,0.0
8105,8127,230.000,230.000,2,Closed,Line,NO,0.00153,0.01372,0.07127,389.6,389.6,389.6
8106,8093,115.000,115.000,1,Closed,Line,NO,0.01800,0.07800,0.01200,150.0,0.0,0.0
8106,8105,230.000,115.000,1,Closed,Transformer,YES,0.00098,0.05869,0.00000,221.0,221.0,221.0
8106,8105,230.000,115.000,2,Closed,Transformer,YES,0.00098,0.05869,0.00000,221.0,221.0,221.0
8106,12912,115.000,115.000,1,Closed,Line,NO,0.00432,0.02061,0.00179,194.0,194.0,194.0
8106,13077,115.000,115.000,1,Closed,Line,NO,0.00162,0.00794,0.00312,222.1,222.1,222.1
8106,13077,115.000,115.000,2,Closed,Line,NO,0.00162,0.00794,0.00312,222.1,222.1,222.1
8106,13077,115.000,115.000,3,Closed,Line,NO,0.00162,0.00794,0.00312,222.1,222.1,222.1
8107,8142,115.000,115.000,1,Closed,Line,NO,0.00995,0.04608,0.01914,151.0,151.0,151.0
8107,8142,115.000,115.000,2,Closed,Line,NO,0.00995,0.04608,0.01914,151.0,151.0,151.0
8108,5077,115.000,115.000,1,Closed,Line,NO,0.00971,0.05831,0.00791,98.0,0.0,0.0
8109,8040,115.000,115.000,1,Closed,Line,NO,0.01500,0.08800,0.01200,138.0,138.0,138.0
8109,8123,115.000,115.000,1,Closed,Line,NO,0.00627,0.03580,0.00538,98.0,0.0,0.0
8111,8015,115.000,115.000,1,Closed,Line,NO,0.02139,0.05228,0.00685,98.0,0.0,0.0
8111,8042,115.000,115.000,1,Closed,Line,NO,0.02452,0.05992,0.00785,98.0,0.0,0.0
8111,8125,115.000,115.000,1,Closed,Line,NO,0.01474,0.08850,0.01201,221.0,0.0,0.0
8112,8074,500.000,500.000,1,Closed,Line,NO,0.00013,0.00217,0.39920,2277.0,2277.0,2277.0
8113,8112,500.000,230.000,1,Closed,Transformer,YES,0.00009,0.00481,0.00000,1290.0,0.0,0.0
8113,8133,230.000,230.000,1,Closed,Line,NO,0.00300,0.03120,0.10631,750.0,0.0,0.0
8113,8133,230.000,230.000,2,Closed,Line,NO,0.00300,0.03120,0.10631,750.0,0.0,0.0
8113,8133,230.000,230.000,3,Closed,Line,NO,0.00427,0.03748,0.09277,382.2,382.2,382.2
8114,8113,230.000,115.000,1,Closed,Transformer,YES,0.00077,0.03155,0.00000,190.0,0.0,0.0
8115,8112,500.000,13.800,1,Closed,Transformer,YES,0.00026,0.01137,0.00000,765.1,765.1,765.1
8116,8112,500.000,13.800,1,Closed,Transformer,YES,0.00106,0.07870,0.00000,212.1,212.1,212.1
8118,8014,115.000,115.000,1,Closed,Line,NO,0.01481,0.08893,0.01207,98.0,0.0,0.0
8118,8042,115.000,115.000,1,Closed,Line,NO,0.02735,0.16423,0.02229,98.0,0.0,0.0
8118,8151,115.000,115.000,1,Closed,Line,NO,0.01924,0.11555,0.01568,98.0,0.0,0.0
8119,8062,115.000,115.000,1,Closed,Line,NO,0.01516,0.06756,0.00991,149.0,0.0,0.0
8119,8076,115.000,115.000,2,Closed,Line,NO,0.00591,0.04120,0.00674,221.0,0.0,0.0
8120,8122,115.000,115.000,1,Closed,Line,NO,0.03382,0.08268,0.01083,98.0,0.0,0.0
8120,8140,115.000,115.000,1,Closed,Line,NO,0.01216,0.07301,0.00991,170.0,0.0,0.0
8120,8141,115.000,115.000,1,Closed,Line,NO,0.01660,0.06885,0.01168,221.0,0.0,0.0
8121,8055,115.000,115.000,1,Closed,Line,NO,0.02807,0.06863,0.00899,98.0,0.0,0.0
8121,8114,115.000,115.000,1,Closed,Line,NO,0.01148,0.07843,0.01334,221.0,0.0,0.0
8122,8160,115.000,115.000,1,Closed,Line,NO,0.00542,0.03217,0.00391,113.3,113.3,113.3
8124,8110,115.000,115.000,1,Closed,Line,NO,0.00917,0.05504,0.00747,111.0,111.0,111.0
8126,5049,500.000,500.000,1,Closed,Line,NO,0.00600,0.01000,0.83000,3146.0,0.0,0.0
8127,8018,230.000,230.000,1,Closed,Line,NO,0.00839,0.08205,0.15788,647.0,0.0,0.0
8127,8126,500.000,230.000,1,Closed,Transformer,YES,0.00011,0.00797,0.00000,1175.0,0.0,0.0
8127,8126,500.000,230.000,2,Closed,Transformer,YES,0.00011,0.00797,0.00000,1175.0,0.0,0.0
8128,8107,115.000,115.000,1,Closed,Line,NO,0.01223,0.05352,0.00815,221.0,0.0,0.0
8128,8127,230.000,115.000,1,Closed,Transformer,YES,0.00040,0.02178,0.00000,286.0,0.0,0.0
8128,13077,115.000,115.000,1,Closed,Line,NO,0.00801,0.04739,0.02021,220.0,124.9,124.9
8132,8054,115.000,115.000,1,Closed,Line,NO,0.01211,0.06914,0.01039,98.0,0.0,0.0
8132,8144,115.000,115.000,1,Closed,Line,NO,0.02494,0.10345,0.01756,149.0,0.0,0.0
8133,8147,230.000,230.000,1,Closed,Line,NO,0.00702,0.06865,0.13208,548.0,0.0,0.0
8134,8133,230.000,115.000,1,Closed,Transformer,YES,0.00067,0.03526,0.00000,300.0,0.0,0.0
8134,8133,230.000,115.000,2,Closed,Transformer,YES,0.00067,0.03526,0.00000,300.0,0.0,0.0
8136,8073,115.000,115.000,1,Closed,Line,NO,0.01500,0.08800,0.01200,98.0,0.0,0.0
8136,8145,115.000,115.000,1,Closed,Line,NO,0.01057,0.04623,0.00704,166.0,166.0,166.0
8137,8005,115.000,115.000,1,Closed,Line,NO,0.02182,0.09544,0.01454,149.0,0.0,0.0
8138,8100,115.000,115.000,1,Closed,Line,NO,0.01582,0.03801,0.00516,111.0,111.0,111.0
8138,8146,115.000,115.000,1,Closed,Line,NO,0.02103,0.12014,0.01805,216.0,216.0,216.0
8139,8159,230.000,230.000,1,Closed,Line,NO,0.00119,0.00993,0.04463,430.4,430.4,430.4
8140,6326,115.000,115.000,1,Closed,Line,NO,0.02706,0.06615,0.00866,98.0,0.0,0.0
8140,8139,230.000,115.000,1,Closed,Transformer,YES,0.00037,0.02517,0.00000,365.0,0.0,0.0
8140,8152,115.000,115.000,1,Closed,Line,NO,0.00259,0.01201,0.00264,116.4,116.4,116.4
8142,8066,115.000,115.000,1,Closed,Line,NO,0.01064,0.04740,0.00695,206.0,206.0,206.0
8142,8106,115.000,115.000,1,Closed,Line,NO,0.01907,0.08501,0.01247,149.0,0.0,0.0
8142,12912,115.000,115.000,1,Closed,Line,NO,0.01070,0.03863,0.00735,137.1,137.1,137.1
8143,8120,115.000,115.000,1,Closed,Line,NO,0.01659,0.07254,0.01105,221.0,0.0,0.0
8143,12874,500.000,115.000,1,Closed,Transformer,YES,0.00010,0.00750,0.00000,600.0,600.0,600.0
8143,13008,115.000,115.000,1,Closed,Line,NO,0.00264,0.01168,0.00592,232.4,232.4,232.4
8144,8064,115.000,115.000,1,Closed,Line,NO,0.01683,0.06982,0.01185,149.0,0.0,0.0
8145,8107,115.000,115.000,1,Closed,Line,NO,0.01849,0.08086,0.01231,250.0,0.0,0.0
8146,12500,115.000,115.000,1,Closed,Line,NO,0.01119,0.05331,0.00711,293.0,293.0,293.0
8146,12500,115.000,115.000,2,Closed,Line,NO,0.01119,0.05331,0.00711,293.0,293.0,293.0
8148,5059,161.000,161.000,1,Closed,Line,NO,0.00396,0.03012,0.01581,310.0,0.0,0.0
8148,8147,230.000,161.000,1,Closed,Transformer,YES,0.00049,0.03635,0.00000,201.3,0.0,0.0
8148,8147,230.000,161.000,2,Closed,Transformer,YES,0.00049,0.03635,0.00000,201.3,0.0,0.0
8149,8123,115.000,115.000,1,Closed,Line,NO,0.00474,0.02711,0.00407,98.0,0.0,0.0
8149,8148,161.000,115.000,1,Closed,Transformer,YES,0.00259,0.06860,0.00000,254.0,0.0,0.0
8150,13393,115.000,115.000,1,Closed,Line,NO,0.01682,0.05256,0.02327,124.5,124.5,124.5
8151,8090,115.000,115.000,1,Closed,Line,NO,0.01339,0.08041,0.01091,98.0,0.0,0.0
8152,8160,115.000,115.000,1,Closed,Line,NO,0.00538,0.03751,0.00613,221.0,0.0,0.0
8152,8160,115.000,115.000,2,Closed,Line,NO,0.00538,0.03751,0.00613,221.0,0.0,0.0
8153,8108,115.000,115.000,1,Closed,Line,NO,0.01300,0.05400,0.02700,186.0,0.0,0.0
8154,8135,115.000,115.000,1,Closed,Line,NO,0.00895,0.03991,0.00585,149.0,0.0,0.0
8155,5358,500.000,500.000,1,Closed,Line,NO,0.00037,0.00750,0.52342,2768.0,0.0,0.0
8155,8082,500.000,500.000,1,Closed,Line,NO,0.00016,0.00337,0.23512,2768.0,0.0,0.0
8155,8158,500.000,500.000,1,Closed,Line,NO,0.00037,0.00750,0.52342,2768.0,0.0,0.0
8156,8155,500.000,230.000,1,Closed,Transformer,YES,0.00077,0.04753,0.00000,500.0,0.0,0.0
8156,8159,230.000,230.000,1,Closed,Line,NO,0.00621,0.04434,0.08084,600.0,0.0,0.0
8157,5124,115.000,115.000,1,Closed,Line,NO,0.01256,0.05593,0.00820,149.0,0.0,0.0
8157,8156,230.000,115.000,1,Closed,Transformer,YES,0.00130,0.06678,0.00000,277.0,277.0,277.0
8158,8030,500.000,500.000,1,Closed,Line,NO,0.00069,0.00840,0.55816,2020.0,0.0,0.0
8159,8158,500.000,230.000,1,Closed,Transformer,YES,0.00013,0.01364,0.00000,1204.0,0.0,0.0
8160,8159,230.000,115.000,1,Closed,Transformer,YES,0.00080,0.05008,0.00000,377.0,0.0,0.0
8160,8159,230.000,115.000,2,Closed,Transformer,YES,0.00080,0.05008,0.00000,377.0,0.0,0.0
12500,12501,500.000,115.000,1,Closed,Transformer,YES,0.00010,0.00750,0.00000,800.0,800.0,800.0
12501,12715,500.000,500.000,1,Closed,Line,NO,0.00111,0.01815,2.16009,2272.6,2272.6,2272.6
12502,12501,500.000,20.000,1,Closed,Transformer,YES,0.00013,0.01269,0.00000,1113.6,1113.6,1113.6
12503,12501,500.000,20.000,1,Closed,Transformer,YES,0.00024,0.01059,0.00000,1217.0,1217.0,1217.0
12504,12501,500.000,20.000,1,Closed,Transformer,YES,0.00012,0.00768,0.00000,1070.8,1070.8,1070.8
12505,5350,500.000,500.000,1,Closed,Line,NO,0.00010,0.00158,0.20310,2110.0,2110.0,2110.0
