Gen
Number of Bus,Sub Num of Bus,AVR,Name of Bus,ID,Min Mvar,Set Volt,Gen Mvar,Max Mvar,Status,Longitude of Bus,Latitude of Bus,Fuel Cost,IOD,IOC,IOB,Gen MW,Min MW,Max MW,AGC,Part. Factor,Fuel Type,"Ramp Rate Up, MW/Minute","Ramp Rate Down, MW/Minute"
7006,923,YES,PASADENA 2 4,1,-19.0000,1.0400,0.0000,87.0000,Open,-95.174589,29.720881,1.000,0.000,0.007,4.800,0.0000,80.0000,171.0000,YES,171.0000,NG (Natural Gas),0.000,-100.000
12689,1065,YES,TEXAS CITY 2 500,1,-4.9000,1.0400,18.6599,22.7000,Closed,-94.975047,29.425448,1.000,0.000,0.004,4.631,44.5000,22.5000,44.5000,YES,44.5000,NG (Natural Gas),0.000,-100.000
7005,923,YES,PASADENA 2 3,1,-19.0000,1.0400,15.0605,87.0000,Closed,-95.174589,29.721350,1.000,0.000,0.006,4.800,116.4000,80.0000,171.0000,YES,171.0000,NG (Natural Gas),0.000,-100.000
12686,1147,YES,FREEPORT 2 7,1,-7.6000,1.0400,0.0000,34.8000,Open,-95.402441,28.980897,1.000,0.000,0.003,4.663,0.0000,50.0000,68.3000,YES,68.3000,NG (Natural Gas),0.000,-100.000
4116,304,YES,LAREDO 1 3,5,-9.7000,1.0400,14.9408,44.4000,Closed,-99.503860,27.559998,1.000,0.000,0.006,4.688,87.3000,35.0000,87.3000,YES,87.3000,NG (Natural Gas),0.000,-100.000
12685,1147,YES,FREEPORT 2 6,1,-7.6000,1.0400,0.0000,34.8000,Open,-95.402441,28.982157,1.000,0.000,0.004,4.663,0.0000,50.0000,68.3000,YES,68.3000,NG (Natural Gas),0.000,-100.000
12684,1147,YES,FREEPORT 2 5,1,-10.6000,1.0400,0.0000,48.5000,Open,-95.402441,28.983416,1.000,0.000,0.005,4.699,0.0000,30.0000,95.2000,YES,95.2000,NG (Natural Gas),0.000,-100.000
6304,882,YES,NEW BRAUNFELS 1 6,U3,-25.3000,1.0400,30.1188,116.1000,Closed,-97.987510,29.776733,1.000,0.000,0.006,4.877,120.0000,120.0000,228.0000,YES,228.0000,NG (Natural Gas),0.000,-100.000
12683,1147,YES,FREEPORT 2 4,1,-10.6000,1.0400,0.0000,48.7000,Open,-95.402441,28.984676,1.000,0.000,0.005,4.699,0.0000,45.0000,95.6000,YES,95.6000,NG (Natural Gas),0.000,-100.000
12682,1147,YES,FREEPORT 2 3,1,-10.6000,1.0400,0.0000,48.7000,Open,-95.402441,28.985936,1.000,0.000,0.006,4.699,0.0000,45.0000,95.6000,YES,95.6000,NG (Natural Gas),0.000,-100.000
6303,882,YES,NEW BRAUNFELS 1 5,U1,-25.3000,1.0400,0.0000,116.1000,Open,-97.987510,29.777202,1.000,0.000,0.007,4.877,0.0000,150.0000,228.0000,YES,228.0000,NG (Natural Gas),0.000,-100.000
4115,304,YES,LAREDO 1 2,4,-10.0000,1.0400,0.0000,45.9000,Open,-99.503860,27.561275,1.000,0.000,0.005,4.692,0.0000,35.0000,90.1000,YES,90.1000,NG (Natural Gas),0.000,-100.000
6302,882,YES,NEW BRAUNFELS 1 4,U2,-25.4000,1.0400,23.8645,116.6000,Closed,-97.987510,29.777671,1.000,0.000,0.007,4.878,150.0000,150.0000,229.0000,YES,229.0000,NG (Natural Gas),0.000,-100.000
13126,1407,YES,ELMENDORF 1 1,7,-5.3000,1.0400,24.4000,24.4000,Closed,-98.381150,29.249476,1.000,0.000,0.005,4.635,48.0000,20.0000,48.0000,YES,48.0000,NG (Natural Gas),0.000,-100.000
13126,1407,YES,ELMENDORF 1 1,8,-5.2000,1.0400,0.0000,23.9000,Open,-98.381150,29.249476,1.000,0.000,0.004,4.634,0.0000,20.0000,47.0000,YES,47.0000,NG (Natural Gas),0.000,-100.000
2023,69,YES,PARIS 2 2,1,-9.7000,1.0400,10.5604,44.3000,Closed,-95.552660,33.691708,1.000,0.000,0.004,4.688,87.0000,20.0000,87.0000,YES,87.0000,NG (Natural Gas),0.000,-100.000
6301,882,YES,NEW BRAUNFELS 1 3,U4,-25.6000,1.0400,23.4391,117.6000,Closed,-97.987510,29.778139,1.000,0.000,0.008,4.881,120.0000,120.0000,231.0000,YES,231.0000,NG (Natural Gas),0.000,-100.000
12623,1281,YES,BASTROP 1 4,1,-18.8000,1.0400,19.0027,86.0000,Closed,-97.266360,30.141262,1.000,0.000,0.006,4.798,117.8000,105.0000,169.0000,YES,169.0000,NG (Natural Gas),0.000,-100.000
12673,1,YES,ODESSA 2 8,1,-7.5000,1.0400,12.0412,34.6000,Closed,-102.288360,31.821519,1.000,0.000,0.004,4.662,68.0000,55.0000,68.0000,YES,68.0000,NG (Natural Gas),0.000,-100.000
6297,881,YES,CEDAR CREEK 1 5,1,-19.0000,1.0400,61.8786,87.0000,Closed,-97.544960,30.136772,1.000,0.000,0.006,4.800,124.8000,94.0000,171.0000,YES,171.0000,NG (Natural Gas),0.000,-100.000
12672,1,YES,ODESSA 2 7,1,-7.5000,1.0400,17.7804,34.6000,Closed,-102.288360,31.822743,1.000,0.000,0.005,4.662,68.0000,55.0000,68.0000,YES,68.0000,NG (Natural Gas),0.000,-100.000
12671,1,YES,ODESSA 2 6,1,-7.8000,1.0400,16.2026,35.6000,Closed,-102.288360,31.823966,1.000,0.000,0.005,4.665,70.0000,55.0000,70.0000,YES,70.0000,NG (Natural Gas),0.000,-100.000
6296,881,YES,CEDAR CREEK 1 4,1,-19.0000,1.0400,87.0000,87.0000,Closed,-97.544960,30.138017,1.000,0.000,0.007,4.800,94.0000,94.0000,171.0000,YES,171.0000,NG (Natural Gas),0.000,-100.000
12670,1,YES,ODESSA 2 5,1,-7.8000,1.0400,14.8437,35.6000,Closed,-102.288360,31.825190,1.000,0.000,0.004,4.665,70.0000,55.0000,70.0000,YES,70.0000,NG (Natural Gas),0.000,-100.000
12669,1,YES,ODESSA 2 4,1,-10.9000,1.0400,30.0751,49.9000,Closed,-102.288360,31.826413,1.000,0.000,0.005,4.703,98.1000,58.0000,98.1000,YES,98.1000,NG (Natural Gas),0.000,-100.000
6295,881,YES,CEDAR CREEK 1 3,1,-25.9000,1.0400,0.0000,118.6000,Open,-97.544960,30.139262,1.000,0.000,0.008,4.883,0.0000,125.0000,233.0000,YES,233.0000,NG (Natural Gas),0.000,-100.000
12668,1,YES,ODESSA 2 3,1,-10.9000,1.0400,0.0000,49.9000,Open,-102.288360,31.827637,1.000,0.000,0.006,4.703,0.0000,58.0000,98.1000,YES,98.1000,NG (Natural Gas),0.000,-100.000
6277,870,YES,KYLE 0,G9,-2.0000,1.0400,0.0000,9.4000,Open,-97.805380,29.874064,1.000,0.000,0.003,4.596,0.0000,0.0000,18.4000,YES,18.4000,NG (Natural Gas),0.000,-100.000
4103,295,YES,EDINBURG 1 0,9,-2.0000,1.0400,9.3000,9.3000,Closed,-98.173900,26.448532,1.000,0.000,0.003,4.596,18.3000,7.5000,18.3000,YES,18.3000,NG (Natural Gas),0.000,-100.000
6277,870,YES,KYLE 0,G8,-2.0000,1.0400,0.0000,9.4000,Open,-97.805380,29.874064,1.000,0.000,0.004,4.596,0.0000,0.0000,18.4000,YES,18.4000,NG (Natural Gas),0.000,-100.000
12507,558,YES,FORNEY 4,1,-45.1000,1.0400,176.4569,206.7000,Closed,-96.489710,32.753007,1.000,0.000,0.007,5.115,88.0000,88.0000,406.0000,YES,406.0000,NG (Natural Gas),0.000,-100.000
13152,1418,YES,TEXAS CITY 4 1,1,-3.8000,1.0400,0.0000,17.3000,Open,-94.920600,29.377223,1.000,0.000,0.004,4.617,0.0000,34.0000,34.0000,YES,34.0000,NG (Natural Gas),0.000,-100.000
13153,1418,YES,TEXAS CITY 4 3,1,-7.7000,1.0400,0.0000,35.1000,Open,-94.921410,29.375223,1.000,0.000,0.005,4.664,0.0000,50.0000,69.0000,YES,69.0000,NG (Natural Gas),0.000,-100.000
13154,1418,YES,TEXAS CITY 4 4,1,-7.7000,1.0400,0.0000,35.1000,Open,-94.921410,29.374752,1.000,0.000,0.005,4.664,0.0000,50.0000,69.0000,YES,69.0000,NG (Natural Gas),0.000,-100.000
1052,35,YES,MONAHANS 1 5,1,-7.0000,1.0400,1.3716,32.1000,Closed,-102.946740,31.571325,1.000,0.000,0.004,4.656,63.0000,41.0000,63.0000,YES,63.0000,NG (Natural Gas),0.000,-100.000
6277,870,YES,KYLE 0,G7,-2.0000,1.0400,9.4000,9.4000,Closed,-97.805380,29.874064,1.000,0.000,0.004,4.596,18.4000,0.0000,18.4000,YES,18.4000,NG (Natural Gas),0.000,-100.000
12655,929,YES,HOUSTON 9 9,1,-7.1000,1.0400,0.0000,32.8000,Open,-95.105840,29.810829,1.000,0.000,0.005,4.657,0.0000,40.0000,64.4000,YES,64.4000,NG (Natural Gas),0.000,-100.000
6277,870,YES,KYLE 0,G6,-2.0000,1.0400,9.4000,9.4000,Closed,-97.805380,29.874064,1.000,0.000,0.003,4.596,18.4000,0.0000,18.4000,YES,18.4000,NG (Natural Gas),0.000,-100.000
12654,929,YES,HOUSTON 9 8,1,-7.2000,1.0400,0.0000,33.1000,Open,-95.105840,29.811298,1.000,0.000,0.004,4.658,0.0000,40.0000,65.1000,YES,65.1000,NG (Natural Gas),0.000,-100.000
12653,929,YES,HOUSTON 9 7,1,-7.3000,1.0400,0.0000,33.5000,Open,-95.105840,29.811766,1.000,0.000,0.004,4.659,0.0000,40.0000,65.9000,YES,65.9000,NG (Natural Gas),0.000,-100.000
6277,870,YES,KYLE 0,G5,-2.0000,1.0400,9.4000,9.4000,Closed,-97.805380,29.874064,1.000,0.000,0.003,4.596,18.4000,0.0000,18.4000,YES,18.4000,NG (Natural Gas),0.000,-100.000
4103,295,YES,EDINBURG 1 0,7,-2.0000,1.0400,9.3000,9.3000,Closed,-98.173900,26.448532,1.000,0.000,0.003,4.596,18.3000,7.5000,18.3000,YES,18.3000,NG (Natural Gas),0.000,-100.000
13384,1111,YES,FREEPORT 3 3,1,-7.8000,1.0400,0.0000,35.6000,Open,-95.305504,28.973813,1.000,0.000,0.004,4.665,0.0000,56.0000,70.0000,YES,70.0000,NG (Natural Gas),0.000,-100.000
6277,870,YES,KYLE 0,G4,-2.0000,1.0400,9.4000,9.4000,Closed,-97.805380,29.874064,1.000,0.000,0.004,4.596,18.4000,0.0000,18.4000,YES,18.4000,NG (Natural Gas),0.000,-100.000
12651,929,YES,HOUSTON 9 5,1,-7.4000,1.0400,0.0000,33.9000,Open,-95.105840,29.812703,1.000,0.000,0.005,4.660,0.0000,40.0000,66.6000,YES,66.6000,NG (Natural Gas),0.000,-100.000
6277,870,YES,KYLE 0,G3,-2.0000,1.0400,0.0000,9.4000,Open,-97.805380,29.874064,1.000,0.000,0.003,4.596,0.0000,0.0000,18.4000,YES,18.4000,NG (Natural Gas),0.000,-100.000
13178,1429,YES,LA PORTE 1 4,2,-8.9000,1.0400,0.0000,40.7000,Open,-95.040082,29.692844,1.000,0.000,0.005,4.678,0.0000,58.0000,80.0000,YES,80.0000,NG (Natural Gas),0.000,-100.000
12649,929,YES,HOUSTON 9 3,1,-9.5000,1.0400,0.0000,43.5000,Open,-95.105840,29.813640,1.000,0.000,0.005,4.686,0.0000,34.0000,85.5000,YES,85.5000,NG (Natural Gas),0.000,-100.000
12516,681,YES,MIDLOTHIAN 1 5,1,-30.0000,1.0400,0.0000,137.4000,Open,-97.051810,32.426895,1.000,0.000,0.008,4.933,0.0000,150.0000,270.0000,YES,270.0000,NG (Natural Gas),0.000,-100.000
4103,295,YES,EDINBURG 1 0,6,-2.0000,1.0400,9.3000,9.3000,Closed,-98.173900,26.448532,1.000,0.000,0.003,4.596,18.3000,7.5000,18.3000,YES,18.3000,NG (Natural Gas),0.000,-100.000
12645,310,YES,MCALLEN 1 5,1,-17.4000,1.0400,35.5632,79.9000,Closed,-98.159919,26.324620,1.000,0.000,0.006,4.782,116.8000,90.0000,157.0000,YES,157.0000,NG (Natural Gas),0.000,-100.000
6277,870,YES,KYLE 0,G2,-2.0000,1.0400,9.4000,9.4000,Closed,-97.805380,29.874064,1.000,0.000,0.003,4.596,18.4000,0.0000,18.4000,YES,18.4000,NG (Natural Gas),0.000,-100.000
12644,310,YES,MCALLEN 1 4,1,-17.6000,1.0400,21.3156,80.9000,Closed,-98.159919,26.325911,1.000,0.000,0.007,4.784,103.8000,90.0000,159.0000,YES,159.0000,NG (Natural Gas),0.000,-100.000
4103,295,YES,EDINBURG 1 0,5,-2.0000,1.0400,9.3000,9.3000,Closed,-98.173900,26.448532,1.000,0.000,0.004,4.596,18.3000,7.5000,18.3000,YES,18.3000,NG (Natural Gas),0.000,-100.000
6277,870,YES,KYLE 0,2,-2.0000,1.0400,0.0000,9.4000,Open,-97.805380,29.874064,1.000,0.000,0.003,4.596,0.0000,0.0000,18.4000,YES,18.4000,NG (Natural Gas),0.000,-100.000
6260,863,YES,AUSTIN 2 6,1,-5.3000,1.0400,24.1000,24.1000,Closed,-97.607860,30.193310,1.000,0.000,0.003,4.635,47.3000,12.0000,47.3000,YES,47.3000,NG (Natural Gas),0.000,-100.000
4103,295,YES,EDINBURG 1 0,4,-2.0000,1.0400,9.3000,9.3000,Closed,-98.173900,26.448532,1.000,0.000,0.003,4.596,18.3000,7.5000,18.3000,YES,18.3000,NG (Natural Gas),0.000,-100.000
12628,338,YES,CORPUS CHRISTI 14 5,1,-17.8000,1.0400,19.1893,81.4000,Closed,-97.426860,27.789380,1.000,0.000,0.006,4.786,131.0000,15.0000,160.0000,YES,160.0000,NG (Natural Gas),0.000,-100.000
6259,863,YES,AUSTIN 2 5,1,-5.3000,1.0400,24.1000,24.1000,Closed,-97.607860,30.194555,1.000,0.000,0.004,4.635,47.3000,12.0000,47.3000,YES,47.3000,NG (Natural Gas),0.000,-100.000
12627,338,YES,CORPUS CHRISTI 14 4,1,-19.2000,1.0400,35.5177,88.1000,Closed,-97.426860,27.790654,1.000,0.000,0.006,4.803,110.6000,95.0000,173.0000,YES,173.0000,NG (Natural Gas),0.000,-100.000
12626,338,YES,CORPUS CHRISTI 14 3,1,-19.2000,1.0400,14.5132,88.1000,Closed,-97.426860,27.791928,1.000,0.000,0.006,4.803,126.2000,95.0000,173.0000,YES,173.0000,NG (Natural Gas),0.000,-100.000
6258,863,YES,AUSTIN 2 4,5C,-16.8000,1.0400,26.3367,76.9000,Closed,-97.607860,30.195799,1.000,0.000,0.007,4.773,93.4000,55.0000,151.0000,YES,151.0000,NG (Natural Gas),0.000,-100.000
4103,295,YES,EDINBURG 1 0,3,-2.0000,1.0400,9.3000,9.3000,Closed,-98.173900,26.448532,1.000,0.000,0.003,4.596,18.3000,7.5000,18.3000,YES,18.3000,NG (Natural Gas),0.000,-100.000
12624,1281,YES,BASTROP 1 5,1,-18.8000,1.0400,0.0000,86.0000,Open,-97.266360,30.140017,1.000,0.000,0.007,4.798,0.0000,105.0000,169.0000,YES,169.0000,NG (Natural Gas),0.000,-100.000
6257,863,YES,AUSTIN 2 3,5A,-17.9000,1.0400,40.3423,81.9000,Closed,-97.607860,30.197044,1.000,0.000,0.006,4.787,119.6000,92.0000,161.0000,YES,161.0000,NG (Natural Gas),0.000,-100.000
1051,35,YES,MONAHANS 1 4,1,-7.1000,1.0400,1.1542,32.6000,Closed,-102.946740,31.572552,1.000,0.000,0.004,4.657,64.0000,41.0000,64.0000,YES,64.0000,NG (Natural Gas),0.000,-100.000
6254,863,YES,AUSTIN 2 0,4,-5.3000,1.0400,24.1000,24.1000,Closed,-97.605700,30.201089,1.000,0.000,0.004,4.635,47.3000,12.0000,47.3000,YES,47.3000,NG (Natural Gas),0.000,-100.000
13379,1510,YES,THOMPSONS 1 3,1,-8.2000,1.0400,0.0000,37.7000,Open,-95.633627,29.472340,1.000,0.000,0.004,4.670,0.0000,74.0000,74.0000,YES,74.0000,NG (Natural Gas),0.000,-100.000
13377,1509,YES,LUBOCK 1 1,8,-2.0000,1.0400,-2.0000,19.3000,Closed,-101.837200,33.601501,1.000,0.000,0.004,4.622,38.0000,30.0000,38.0000,YES,38.0000,NG (Natural Gas),0.000,-100.000
4103,295,YES,EDINBURG 1 0,2,-2.0000,1.0400,9.3000,9.3000,Closed,-98.173900,26.448532,1.000,0.000,0.004,4.596,18.3000,7.5000,18.3000,YES,18.3000,NG (Natural Gas),0.000,-100.000
12616,728,YES,HORSESHOE BAY 5,1,-18.6000,1.0400,47.4107,85.5000,Closed,-98.367060,30.549010,1.000,0.000,0.007,4.796,109.6000,95.0000,168.0000,YES,168.0000,NG (Natural Gas),0.000,-100.000
12615,728,YES,HORSESHOE BAY 4,1,-18.6000,1.0400,0.0000,85.5000,Open,-98.367060,30.550250,1.000,0.000,0.006,4.796,0.0000,95.0000,168.0000,YES,168.0000,NG (Natural Gas),0.000,-100.000
6254,863,YES,AUSTIN 2 0,3,-5.3000,1.0400,24.1000,24.1000,Closed,-97.605700,30.201089,1.000,0.000,0.003,4.635,47.3000,15.0000,47.3000,YES,47.3000,NG (Natural Gas),0.000,-100.000
12614,728,YES,HORSESHOE BAY 3,1,-20.0000,1.0400,61.3262,91.6000,Closed,-98.367060,30.551490,1.000,0.000,0.006,4.812,96.0000,75.0000,180.0000,YES,180.0000,NG (Natural Gas),0.000,-100.000
12612,797,YES,SAN ANTONIO 22 5,2,-18.2000,1.0400,26.4336,83.5000,Closed,-98.382155,29.253159,1.000,0.000,0.006,4.791,104.8000,90.0000,164.0000,YES,164.0000,NG (Natural Gas),0.000,-100.000
6254,863,YES,AUSTIN 2 0,2,-5.3000,1.0400,0.0000,24.1000,Open,-97.605700,30.201089,1.000,0.000,0.003,4.635,0.0000,12.0000,47.3000,YES,47.3000,NG (Natural Gas),0.000,-100.000
4103,295,YES,EDINBURG 1 0,12,-2.0000,1.0400,9.3000,9.3000,Closed,-98.173900,26.448532,1.000,0.000,0.002,4.596,18.3000,7.5000,18.3000,YES,18.3000,NG (Natural Gas),0.000,-100.000
12533,514,YES,POOLVILLE 7,1,-18.3000,1.0400,0.0000,84.0000,Open,-97.955510,33.095458,1.000,0.000,0.006,4.792,0.0000,164.0000,165.0000,YES,165.0000,NG (Natural Gas),0.000,-100.000
2118,133,YES,PARIS 1 5,1,-17.0000,1.0400,23.2636,77.9000,Closed,-95.584960,33.619709,1.000,0.000,0.006,4.776,127.8000,90.0000,153.0000,YES,153.0000,NG (Natural Gas),0.000,-100.000
12611,797,YES,SAN ANTONIO 22 4,1,-18.2000,1.0400,24.7218,83.5000,Closed,-98.382155,29.253630,1.000,0.000,0.006,4.791,119.6000,90.0000,164.0000,YES,164.0000,NG (Natural Gas),0.000,-100.000
12610,797,YES,SAN ANTONIO 22 3,3,-21.1000,1.0400,23.5254,96.7000,Closed,-98.382155,29.254101,1.000,0.000,0.007,4.826,86.0000,60.0000,190.0000,YES,190.0000,NG (Natural Gas),0.000,-100.000
6254,863,YES,AUSTIN 2 0,1,-5.3000,1.0400,24.1000,24.1000,Closed,-97.605700,30.201089,1.000,0.000,0.003,4.635,47.3000,12.0000,47.3000,YES,47.3000,NG (Natural Gas),0.000,-100.000
13358,1500,YES,HOUSTON 92 1,1,-4.8000,1.0400,21.9000,21.9000,Closed,-95.110130,29.880994,1.000,0.000,0.004,4.629,43.0000,34.0000,43.0000,YES,43.0000,NG (Natural Gas),0.000,-100.000
12606,1278,YES,GRANBURY 4 7,1,-7.5000,1.0400,0.0000,34.6000,Open,-97.698666,32.399295,1.000,0.000,0.004,4.662,0.0000,60.0000,68.0000,YES,68.0000,NG (Natural Gas),0.000,-100.000
6243,858,YES,ELMENDORF 4,2,-45.5000,1.0400,0.0000,208.7000,Open,-98.322310,29.304171,1.000,0.000,0.008,5.121,0.0000,70.0000,410.0000,YES,410.0000,NG (Natural Gas),0.000,-100.000
4103,295,YES,EDINBURG 1 0,11,-2.0000,1.0400,9.3000,9.3000,Closed,-98.173900,26.448532,1.000,0.000,0.003,4.596,18.3000,7.5000,18.3000,YES,18.3000,NG (Natural Gas),0.000,-100.000
12605,1278,YES,GRANBURY 4 6,1,-7.5000,1.0400,0.0000,34.6000,Open,-97.698666,32.399751,1.000,0.000,0.005,4.662,0.0000,60.0000,68.0000,YES,68.0000,NG (Natural Gas),0.000,-100.000
12604,1278,YES,GRANBURY 4 5,1,-7.7000,1.0400,0.0000,35.1000,Open,-97.698666,32.400206,1.000,0.000,0.005,4.664,0.0000,60.0000,69.0000,YES,69.0000,NG (Natural Gas),0.000,-100.000
6242,858,YES,ELMENDORF 3,1,-46.6000,1.0400,79.3740,213.8000,Closed,-98.322310,29.304642,1.000,0.000,0.008,5.134,70.0000,70.0000,420.0000,YES,420.0000,NG (Natural Gas),0.000,-100.000
13354,1086,YES,LAKE JACKSON 3,1,-8.3000,1.0400,0.0000,38.2000,Open,-95.388960,29.001685,1.000,0.000,0.004,4.672,0.0000,40.0000,75.0000,YES,75.0000,NG (Natural Gas),0.000,-100.000
12603,1278,YES,GRANBURY 4 4,1,-7.7000,1.0400,0.0000,35.1000,Open,-97.698666,32.400662,1.000,0.000,0.004,4.664,0.0000,60.0000,69.0000,YES,69.0000,NG (Natural Gas),0.000,-100.000
6233,854,YES,AUSTIN 4 0,4,-5.8000,1.0400,26.5000,26.5000,Closed,-97.609200,30.300813,1.000,0.000,0.004,4.641,52.0000,49.0000,52.0000,YES,52.0000,NG (Natural Gas),0.000,-100.000
4103,295,YES,EDINBURG 1 0,10,-2.0000,1.0400,9.3000,9.3000,Closed,-98.173900,26.448532,1.000,0.000,0.003,4.596,18.3000,7.5000,18.3000,YES,18.3000,NG (Natural Gas),0.000,-100.000
12643,310,YES,MCALLEN 1 3,1,-19.6000,1.0400,21.7614,90.1000,Closed,-98.159919,26.327201,1.000,0.000,0.006,4.808,108.0000,62.0000,177.0000,YES,177.0000,NG (Natural Gas),0.000,-100.000
13253,1460,YES,BAYTOWN 5 1,4,-2.0000,1.0400,9.2000,9.2000,Closed,-94.995927,29.752579,1.000,0.000,0.003,4.595,18.0000,16.0000,18.0000,YES,18.0000,NG (Natural Gas),0.000,-100.000
13376,1508,YES,VICTORIA 7 3,1,-8.3000,1.0400,-2.3241,38.2000,Closed,-96.954574,28.669718,1.000,0.000,0.004,4.672,75.0000,20.0000,75.0000,YES,75.0000,NG (Natural Gas),0.000,-100.000
13348,983,YES,LOLITA 3,1,0.0000,1.0400,0.0000,0.0000,Open,-96.554978,28.845705,0.000,0.000,0.000,0.000,0.0000,0.0000,100.0000,YES,100.0000,MWH (Electricity use for Energy Storage),0.000,-100.000
13347,957,YES,LEAGUE CITY 3,1,0.0000,1.0400,0.0000,0.0000,Open,-95.080060,29.497283,0.000,0.000,0.000,0.000,0.0000,0.0000,100.0000,YES,100.0000,MWH (Electricity use for Energy Storage),0.000,-100.000
13346,1126,YES,ROSENBERG 3,1,0.0000,1.0400,0.0000,0.0000,Open,-95.799690,29.559305,0.000,0.000,0.000,0.000,0.0000,0.0000,100.0000,YES,100.0000,MWH (Electricity use for Energy Storage),0.000,-100.000
13345,357,YES,LAREDO 5 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-99.415899,27.448128,0.000,0.000,0.000,0.000,100.0000,0.0000,100.0000,YES,100.0000,MWH (Electricity use for Energy Storage),0.000,-100.000
13344,875,YES,SAN ANTONIO 16 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-98.455460,29.266172,0.000,0.000,0.000,0.000,100.0000,0.0000,100.0000,YES,100.0000,MWH (Electricity use for Energy Storage),0.000,-100.000
13341,1139,YES,HOUSTON 64 3,1,0.0000,1.0400,0.0000,0.0000,Open,-95.442799,29.642000,0.000,0.000,0.000,0.000,0.0000,0.0000,100.0000,YES,100.0000,MWH (Electricity use for Energy Storage),0.000,-100.000
12594,1277,YES,RANKIN 1 230,BA,0.0000,1.0400,0.0000,0.0000,Closed,-101.873947,31.169188,0.000,0.000,0.000,0.000,51.1000,0.0000,51.1000,YES,51.1000,MWH (Electricity use for Energy Storage),0.000,-100.000
13336,1492,YES,UVALDE 2 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-99.691641,29.218101,0.000,0.000,0.000,0.000,100.0000,0.0000,100.0000,YES,100.0000,MWH (Electricity use for Energy Storage),0.000,-100.000
13331,1490,YES,KRUM 1 3,1,0.0000,1.0400,0.0000,0.0000,Open,-97.312890,33.319283,0.000,0.000,0.000,0.000,0.0000,0.0000,100.0000,YES,100.0000,MWH (Electricity use for Energy Storage),0.000,-100.000
13329,1489,YES,ANGLETON 3 3,1,0.0000,1.0400,0.0000,0.0000,Open,-95.443622,29.162666,0.000,0.000,0.000,0.000,0.0000,0.0000,100.0000,YES,100.0000,MWH (Electricity use for Energy Storage),0.000,-100.000
13327,865,YES,LIBERTY HILL 3,NF,0.0000,1.0400,0.0000,0.0000,Closed,-97.874268,30.741220,0.000,0.000,0.000,0.000,100.0000,0.2000,100.0000,YES,100.0000,MWH (Electricity use for Energy Storage),0.000,-100.000
12591,1276,YES,RIESEL 3 500,1,0.0000,1.0400,0.0000,0.0000,Open,-96.817728,31.458785,0.000,0.000,0.000,0.000,0.0000,0.1000,51.8000,YES,51.8000,MWH (Electricity use for Energy Storage),0.000,-100.000
4102,294,YES,OLMITO 0,1,0.0000,1.0400,0.0000,0.0000,Closed,-97.519580,26.072089,0.000,0.000,0.000,0.000,10.0000,0.0000,10.0000,YES,10.0000,MWH (Electricity use for Energy Storage),0.000,-100.000
13324,255,YES,MCALLEN 3 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-98.345160,26.152403,0.000,0.000,0.000,0.000,100.0000,0.0000,100.0000,YES,100.0000,MWH (Electricity use for Energy Storage),0.000,-100.000
12589,648,YES,ROGERS 4,1,0.0000,1.0400,0.0000,0.0000,Closed,-97.253977,30.989698,0.000,0.000,0.000,0.000,259.0000,0.0000,259.0000,YES,259.0000,MWH (Electricity use for Energy Storage),0.000,-100.000
13323,265,YES,MISSION 4 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-98.324753,26.160476,0.000,0.000,0.000,0.000,100.0000,0.0000,100.0000,YES,100.0000,MWH (Electricity use for Energy Storage),0.000,-100.000
13322,608,YES,FORT WORTH 16 3,1,0.0000,1.0400,0.0000,0.0000,Open,-97.385571,32.901610,0.000,0.000,0.000,0.000,0.0000,0.0000,100.0000,YES,100.0000,MWH (Electricity use for Energy Storage),0.000,-100.000
13307,1481,YES,LAMESA 3 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-101.937260,32.715169,0.000,0.000,0.000,0.000,100.8000,0.0000,100.8000,YES,100.8000,MWH (Electricity use for Energy Storage),0.000,-100.000
13305,1480,YES,PYOTE 1 3,BA,0.0000,1.0400,0.0000,0.0000,Closed,-103.360331,31.445929,0.000,0.000,0.000,0.000,101.0000,0.0000,101.0000,YES,101.0000,MWH (Electricity use for Energy Storage),0.000,-100.000
13303,1479,YES,PECOS 2 3,BA,0.0000,1.0400,0.0000,0.0000,Closed,-103.360331,31.190818,0.000,0.000,0.000,0.000,101.0000,0.0000,101.0000,YES,101.0000,MWH (Electricity use for Energy Storage),0.000,-100.000
13298,1477,YES,EAGLE PASS 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-100.402090,28.695435,0.000,0.000,0.000,0.000,102.6000,0.0000,102.6000,YES,102.6000,MWH (Electricity use for Energy Storage),0.000,-100.000
6168,806,YES,SAN ANTONIO 45 0,1,0.0000,1.0400,0.0000,0.0000,Closed,-98.616300,29.433509,0.000,0.000,0.000,0.000,10.0000,0.0000,10.0000,YES,10.0000,MWH (Electricity use for Energy Storage),0.000,-100.000
