Load
Number of Bus,Name of Bus,Area Name of Load,Zone Name of Load,ID,Status,MW,Mvar,MVA,S MW,S Mvar,Dist Status,Dist MW Input,Dist Mvar Input
8146,HENDERSON 2 0,East,1,1,Closed,37.23,14.14,39.83,37.23,14.14,Closed,0.00,0.00
7011,CONROE 1 0,Coast,1,1,Closed,36.99,24.39,44.31,36.99,24.39,Closed,0.00,0.00
4145,PORTLAND 0,South,1,1,Closed,36.56,14.13,39.20,36.56,14.13,Closed,0.00,0.00
4159,CORPUS CHRISTI 1 1,South,1,1,Closed,36.18,10.25,37.61,36.18,10.25,Closed,0.00,0.00
4170,ARANSAS PASS 0,South,1,1,Closed,35.86,10.16,37.27,35.86,10.16,Closed,0.00,0.00
2046,POTTSBORO 0,North,1,1,Closed,35.74,23.80,42.94,35.74,23.80,Closed,0.00,0.00
6193,CALDWELL 1,South Central,1,1,Closed,35.69,10.11,37.09,35.69,10.11,Closed,0.00,0.00
6173,CUERO 2 1,South Central,1,1,Closed,35.48,10.05,36.88,35.48,10.05,Closed,0.00,0.00
7203,WEST COLUMBIA 0,Coast,1,1,Closed,35.39,5.82,35.86,35.39,5.82,Closed,0.00,0.00
5457,COLLEYVILLE 0,North Central,1,2,Closed,35.29,10.00,36.68,35.29,10.00,Closed,0.00,0.00
3022,COLORADO CITY 0,West,1,1,Closed,35.10,-0.48,35.11,35.10,-0.48,Closed,0.00,0.00
6200,SAN ANTONIO 18 0,South Central,1,2,Closed,35.07,23.66,42.31,35.07,23.66,Closed,0.00,0.00
8153,CANTON 0,East,1,1,Closed,35.07,10.92,36.73,35.07,10.92,Closed,0.00,0.00
2014,CHILDRESS 0,North,1,2,Closed,34.95,3.53,35.13,34.95,3.53,Closed,0.00,0.00
5135,EASTLAND 0,North Central,1,2,Closed,34.93,5.07,35.30,34.93,5.07,Closed,0.00,0.00
3147,LAMPASAS 0,West,1,1,Closed,34.76,9.85,36.13,34.76,9.85,Closed,0.00,0.00
1017,ODESSA 4 0,Far West,1,1,Closed,34.67,-0.91,34.69,34.67,-0.91,Closed,0.00,0.00
2069,HOWE 0,North,1,1,Closed,34.61,6.21,35.16,34.61,6.21,Closed,0.00,0.00
8104,NAVASOTA 0,East,1,1,Closed,34.61,26.50,43.59,34.61,26.50,Closed,0.00,0.00
5432,WEATHERFORD 3 0,North Central,1,1,Closed,34.50,9.77,35.85,34.50,9.77,Closed,0.00,0.00
6160,AUSTIN 8 0,South Central,1,1,Closed,34.28,9.71,35.62,34.28,9.71,Closed,0.00,0.00
6180,LA VERNIA 0,South Central,1,1,Closed,34.14,9.67,35.49,34.14,9.67,Closed,0.00,0.00
5362,BRIDGEPORT 1,North Central,1,1,Closed,33.91,25.04,42.15,33.91,25.04,Closed,0.00,0.00
5212,FERRIS 0,North Central,1,1,Closed,33.89,9.60,35.23,33.89,9.60,Closed,0.00,0.00
8055,RUSK 0,East,1,1,Closed,33.79,8.82,34.92,33.79,8.82,Closed,0.00,0.00
5286,DUBLIN 2 0,North Central,1,1,Closed,33.70,7.65,34.56,33.70,7.65,Closed,0.00,0.00
2051,HENRIETTA 0,North,1,1,Closed,33.68,5.06,34.06,33.68,5.06,Closed,0.00,0.00
6345,AUSTIN 14 0,South Central,1,1,Closed,33.68,5.02,34.05,33.68,5.02,Closed,0.00,0.00
6323,SAN ANTONIO 29 0,South Central,1,1,Closed,33.38,9.46,34.69,33.38,9.46,Closed,0.00,0.00
7233,WALLER 0,Coast,1,1,Closed,33.20,-5.67,33.68,33.20,-5.67,Closed,0.00,0.00
5345,HILLSBORO 0,North Central,1,1,Closed,33.12,9.38,34.42,33.12,9.38,Closed,0.00,0.00
4132,PEARSALL 1,South,1,1,Closed,33.09,5.87,33.61,33.09,5.87,Closed,0.00,0.00
5235,SALADO 0,North Central,1,1,Closed,32.82,-2.10,32.88,32.82,-2.10,Closed,0.00,0.00
2092,DENISON 1 0,North,1,1,Closed,32.70,2.75,32.81,32.70,2.75,Closed,0.00,0.00
7250,HOUSTON 32 0,Coast,1,1,Closed,32.62,16.15,36.40,32.62,16.15,Closed,0.00,0.00
4008,POTEET 0,South,1,1,Closed,32.49,9.21,33.77,32.49,9.21,Closed,0.00,0.00
8041,NACOGDOCHES 2 0,East,1,1,Closed,32.46,22.30,39.38,32.46,22.30,Closed,0.00,0.00
5095,LAKE DALLAS 0,North Central,1,1,Closed,32.24,9.14,33.51,32.24,9.14,Closed,0.00,0.00
6138,PIPE CREEK 0,South Central,1,1,Closed,32.10,7.84,33.04,32.10,7.84,Closed,0.00,0.00
7339,NEEDVILLE 0,Coast,1,1,Closed,32.04,9.08,33.30,32.04,9.08,Closed,0.00,0.00
4021,EDCOUCH 0,South,1,1,Closed,31.97,17.05,36.23,31.97,17.05,Closed,0.00,0.00
8120,BRYAN 3 0,East,1,1,Closed,31.90,5.06,32.30,31.90,5.06,Closed,0.00,0.00
6103,WINCHESTER 2,South Central,1,2,Closed,31.48,8.92,32.72,31.48,8.92,Closed,0.00,0.00
6261,LACKLAND A F B 0,South Central,1,1,Closed,31.18,8.83,32.40,31.18,8.83,Closed,0.00,0.00
7224,HOUSTON 43 0,Coast,1,1,Closed,30.77,8.72,31.99,30.77,8.72,Closed,0.00,0.00
5290,WHITNEY 0,North Central,1,1,Closed,30.34,8.57,31.53,30.34,8.57,Closed,0.00,0.00
8007,BULLARD 0,East,1,1,Closed,30.07,2.52,30.17,30.07,2.52,Closed,0.00,0.00
6151,SCHULENBURG 0,South Central,1,1,Closed,29.69,4.57,30.04,29.69,4.57,Closed,0.00,0.00
5407,CLIFTON 2 0,North Central,1,1,Closed,29.56,6.03,30.17,29.56,6.03,Closed,0.00,0.00
8122,BRYAN 5 0,East,1,1,Closed,29.41,8.33,30.57,29.41,8.33,Closed,0.00,0.00
7333,PASADENA 1 2,Coast,1,1,Closed,29.21,8.27,30.35,29.21,8.27,Closed,0.00,0.00
8134,TYLER 7 1,East,1,1,Closed,29.19,31.59,43.01,29.19,31.59,Closed,0.00,0.00
6031,YOAKUM 1,South Central,1,1,Closed,29.18,8.27,30.33,29.18,8.27,Closed,0.00,0.00
5215,PILOT POINT 0,North Central,1,1,Closed,29.14,2.01,29.21,29.14,2.01,Closed,0.00,0.00
5187,OLNEY 2 0,North Central,1,1,Closed,29.11,4.37,29.44,29.11,4.37,Closed,0.00,0.00
6157,BOERNE 1 0,South Central,1,1,Closed,28.81,8.16,29.94,28.81,8.16,Closed,0.00,0.00
4037,SINTON 0,South,1,1,Closed,28.72,12.53,31.34,28.72,12.53,Closed,0.00,0.00
4108,INGLESIDE 0,South,1,1,Closed,28.34,8.03,29.46,28.34,8.03,Closed,0.00,0.00
5467,DALLAS 25 0,North Central,1,1,Closed,28.23,8.00,29.34,28.23,8.00,Closed,0.00,0.00
5287,ARLINGTON 2 0,North Central,1,1,Closed,28.11,4.30,28.44,28.11,4.30,Closed,0.00,0.00
6117,SMITHVILLE 0,South Central,1,1,Closed,28.03,7.71,29.07,28.03,7.71,Closed,0.00,0.00
5334,CLYDE 0,North Central,1,1,Closed,28.02,6.78,28.83,28.02,6.78,Closed,0.00,0.00
6328,COMFORT 0,South Central,1,1,Closed,27.95,7.92,29.05,27.95,7.92,Closed,0.00,0.00
5267,MC GREGOR 0,North Central,1,2,Closed,27.92,5.43,28.44,27.92,5.43,Closed,0.00,0.00
7299,EAGLE LAKE 0,Coast,1,1,Closed,27.88,-1.16,27.91,27.88,-1.16,Closed,0.00,0.00
5054,GROESBECK 0,North Central,1,1,Closed,27.79,4.02,28.08,27.79,4.02,Closed,0.00,0.00
4169,MATHIS 0,South,1,1,Closed,27.68,1.68,27.73,27.68,1.68,Closed,0.00,0.00
2124,VAN ALSTYNE 0,North,1,1,Closed,27.63,6.03,28.28,27.63,6.03,Closed,0.00,0.00
6282,SPICEWOOD 0,South Central,1,1,Closed,27.58,7.42,28.56,27.58,7.42,Closed,0.00,0.00
2080,NOCONA 0,North,1,1,Closed,27.45,13.98,30.81,27.45,13.98,Closed,0.00,0.00
8042,DIBOLL 0,East,1,1,Closed,27.31,20.81,34.34,27.31,20.81,Closed,0.00,0.00
1013,MONAHANS 2 0,Far West,1,3,Closed,27.20,7.71,28.27,27.20,7.71,Closed,0.00,0.00
1002,PRESIDIO 2 0,Far West,1,1,Closed,27.08,4.37,27.43,27.08,4.37,Closed,0.00,0.00
8011,TENNESSEE COLONY 0,East,1,2,Closed,27.05,7.66,28.12,27.05,7.66,Closed,0.00,0.00
5134,BRECKENRIDGE 0,North Central,1,1,Closed,26.98,20.02,33.59,26.98,20.02,Closed,0.00,0.00
6338,ROCKDALE 2 0,South Central,1,3,Closed,26.95,7.64,28.01,26.95,7.64,Closed,0.00,0.00
3066,BRADY 0,West,1,1,Closed,26.93,6.24,27.65,26.93,6.24,Closed,0.00,0.00
6099,SAN ANTONIO 15 0,South Central,1,1,Closed,26.86,6.06,27.53,26.86,6.06,Closed,0.00,0.00
5185,RHOME 0,North Central,1,1,Closed,26.79,7.29,27.76,26.79,7.29,Closed,0.00,0.00
6012,PAIGE 0,South Central,1,1,Closed,26.74,3.83,27.01,26.74,3.83,Closed,0.00,0.00
6171,SAN ANTONIO 52 2,South Central,1,1,Closed,26.74,7.58,27.79,26.74,7.58,Closed,0.00,0.00
5124,MARLIN 1,North Central,1,1,Closed,26.69,18.88,32.70,26.69,18.88,Closed,0.00,0.00
5331,CELINA 0,North Central,1,1,Closed,26.36,7.47,27.39,26.36,7.47,Closed,0.00,0.00
4154,PENITAS 0,South,1,1,Closed,26.32,7.46,27.36,26.32,7.46,Closed,0.00,0.00
8154,TYLER 5 0,East,1,1,Closed,26.31,7.46,27.35,26.31,7.46,Closed,0.00,0.00
6313,AUSTIN 33 0,South Central,1,1,Closed,26.29,7.45,27.32,26.29,7.45,Closed,0.00,0.00
8081,TYLER 9 0,East,1,1,Closed,26.05,11.15,28.34,26.05,11.15,Closed,0.00,0.00
7026,BACLIFF 0,Coast,1,1,Closed,26.02,7.37,27.04,26.02,7.37,Closed,0.00,0.00
6264,KENEDY 1,South Central,1,1,Closed,25.94,6.53,26.75,25.94,6.53,Closed,0.00,0.00
6096,LULING 0,South Central,1,1,Closed,25.78,3.36,26.00,25.78,3.36,Closed,0.00,0.00
4036,CRYSTAL CITY 0,South,1,2,Closed,25.73,7.29,26.75,25.73,7.29,Closed,0.00,0.00
6191,SAN ANTONIO 3 0,South Central,1,1,Closed,25.71,4.75,26.15,25.71,4.75,Closed,0.00,0.00
7396,HOUSTON 91 0,Coast,1,1,Closed,25.49,7.22,26.50,25.49,7.22,Closed,0.00,0.00
2106,WHITEWRIGHT 0,North,1,1,Closed,25.46,13.25,28.70,25.46,13.25,Closed,0.00,0.00
4068,ELSA 0,South,1,2,Closed,25.34,11.83,27.97,25.34,11.83,Closed,0.00,0.00
5427,WAXAHACHIE 2 0,North Central,1,1,Closed,25.31,19.68,32.06,25.31,19.68,Closed,0.00,0.00
7432,MADISONVILLE 0,Coast,1,1,Closed,25.27,6.50,26.09,25.27,6.50,Closed,0.00,0.00
3008,COLEMAN 0,West,1,1,Closed,25.25,19.45,31.88,25.25,19.45,Closed,0.00,0.00
6127,CAMERON 0,South Central,1,1,Closed,25.24,1.43,25.28,25.24,1.43,Closed,0.00,0.00
5092,GRANDVIEW 0,North Central,1,1,Closed,25.08,8.59,26.50,25.08,8.59,Closed,0.00,0.00
5186,VENUS 0,North Central,1,1,Closed,24.98,12.50,27.93,24.98,12.50,Closed,0.00,0.00
5420,FORT WORTH 10 0,North Central,1,1,Closed,24.59,4.16,24.94,24.59,4.16,Closed,0.00,0.00
7337,EDNA 0,Coast,1,1,Closed,24.56,13.96,28.25,24.56,13.96,Closed,0.00,0.00
5115,CADDO MILLS 0,North Central,1,1,Closed,24.54,5.02,25.04,24.54,5.02,Closed,0.00,0.00
7302,SWEENY 0,Coast,1,2,Closed,24.29,0.90,24.31,24.29,0.90,Closed,0.00,0.00
4102,OLMITO 0,South,1,1,Closed,24.17,14.00,27.93,24.17,14.00,Closed,0.00,0.00
6206,LEXINGTON 0,South Central,1,3,Closed,24.15,3.80,24.45,24.15,3.80,Closed,0.00,0.00
6340,NIXON 0,South Central,1,2,Closed,24.11,14.55,28.17,24.11,14.55,Closed,0.00,0.00
8028,OVERTON 0,East,1,1,Closed,24.06,6.82,25.01,24.06,6.82,Closed,0.00,0.00
5225,NEVADA 0,North Central,1,1,Closed,24.02,3.70,24.31,24.02,3.70,Closed,0.00,0.00
5071,WACO 3 0,North Central,1,1,Closed,24.02,14.19,27.90,24.02,14.19,Closed,0.00,0.00
6351,AUSTIN 1 2,South Central,1,1,Closed,23.86,0.69,23.88,23.86,0.69,Closed,0.00,0.00
6241,ELMENDORF 2,South Central,1,1,Closed,23.82,1.48,23.87,23.82,1.48,Closed,0.00,0.00
6025,SAN ANTONIO 31 0,South Central,1,2,Closed,23.72,14.68,27.89,23.72,14.68,Closed,0.00,0.00
5270,WEST 0,North Central,1,2,Closed,23.71,5.49,24.34,23.71,5.49,Closed,0.00,0.00
5017,PONDER 0,North Central,1,1,Closed,23.69,3.93,24.01,23.69,3.93,Closed,0.00,0.00
2045,SHEPPARD AFB 0,North,1,1,Closed,23.61,6.40,24.46,23.61,6.40,Closed,0.00,0.00
5264,DE LEON 0,North Central,1,1,Closed,23.59,14.09,27.48,23.59,14.09,Closed,0.00,0.00
3108,KEMPNER 0,West,1,1,Closed,23.52,6.66,24.45,23.52,6.66,Closed,0.00,0.00
5080,LORENA 0,North Central,1,3,Closed,23.49,3.27,23.72,23.49,3.27,Closed,0.00,0.00
4189,CARRIZO SPRINGS 0,South,1,3,Closed,23.49,6.65,24.41,23.49,6.65,Closed,0.00,0.00
3011,LLANO 0,West,1,1,Closed,23.19,5.38,23.81,23.19,5.38,Closed,0.00,0.00
5453,CLEBURNE 1 0,North Central,1,1,Closed,23.05,7.15,24.13,23.05,7.15,Closed,0.00,0.00
1030,ALPINE 0,Far West,1,1,Closed,23.05,0.04,23.05,23.05,0.04,Closed,0.00,0.00
2131,HASKELL 1,North,1,1,Closed,23.00,-2.51,23.14,23.00,-2.51,Closed,0.00,0.00
8114,JACKSONVILLE 1 2,East,1,2,Closed,22.78,6.45,23.68,22.78,6.45,Closed,0.00,0.00
4182,TAFT 1 1,South,1,1,Closed,22.68,6.43,23.57,22.68,6.43,Closed,0.00,0.00
2001,PARIS 3 0,North,1,1,Closed,22.62,13.03,26.10,22.62,13.03,Closed,0.00,0.00
5100,DALLAS 11 0,North Central,1,1,Closed,22.45,2.60,22.60,22.45,2.60,Closed,0.00,0.00
5288,WOLFE CITY 0,North Central,1,1,Closed,22.43,3.86,22.76,22.43,3.86,Closed,0.00,0.00
8142,MOUNT VERNON 0,East,1,1,Closed,22.36,6.34,23.24,22.36,6.34,Closed,0.00,0.00
6026,SAN ANTONIO 49 0,South Central,1,1,Closed,22.12,9.05,23.89,22.12,9.05,Closed,0.00,0.00
1036,CRANE 0,Far West,1,2,Closed,22.09,3.56,22.38,22.09,3.56,Closed,0.00,0.00
3014,KINGSLAND 0,West,1,1,Closed,22.00,15.14,26.71,22.00,15.14,Closed,0.00,0.00
8132,TEAGUE 0,East,1,1,Closed,21.93,6.21,22.79,21.93,6.21,Closed,0.00,0.00
5112,HICO 0,North Central,1,1,Closed,21.66,4.04,22.03,21.66,4.04,Closed,0.00,0.00
5113,KRUM 0,North Central,1,1,Closed,21.58,6.11,22.43,21.58,6.11,Closed,0.00,0.00
8089,TYLER 3 0,East,1,1,Closed,21.47,8.08,22.94,21.47,8.08,Closed,0.00,0.00
6196,DALE 0,South Central,1,1,Closed,21.28,6.03,22.11,21.28,6.03,Closed,0.00,0.00
4124,FALFURRIAS 0,South,1,2,Closed,21.24,4.51,21.72,21.24,4.51,Closed,0.00,0.00
5136,COOPER 0,North Central,1,1,Closed,21.21,3.38,21.48,21.21,3.38,Closed,0.00,0.00
5246,GLEN ROSE 2 0,North Central,1,1,Closed,21.21,-0.43,21.22,21.21,-0.43,Closed,0.00,0.00
5163,NOLANVILLE 0,North Central,1,1,Closed,21.12,4.29,21.55,21.12,4.29,Closed,0.00,0.00
5476,CORSICANA 1 0,North Central,1,1,Closed,21.04,3.11,21.27,21.04,3.11,Closed,0.00,0.00
2052,PANHANDLE 6 0,North,1,2,Closed,20.98,2.32,21.10,20.98,2.32,Closed,0.00,0.00
8053,ATHENS 1 0,East,1,1,Closed,20.96,13.14,24.74,20.96,13.14,Closed,0.00,0.00
8141,HEARNE 0,East,1,1,Closed,20.94,5.93,21.77,20.94,5.93,Closed,0.00,0.00
3146,JUNCTION 0,West,1,2,Closed,20.88,3.35,21.15,20.88,3.35,Closed,0.00,0.00
8029,GRAND SALINE 0,East,1,1,Closed,20.87,5.27,21.53,20.87,5.27,Closed,0.00,0.00
5142,MOODY 0,North Central,1,1,Closed,20.87,10.57,23.39,20.87,10.57,Closed,0.00,0.00
6185,AUSTIN 38 0,South Central,1,1,Closed,20.84,5.90,21.66,20.84,5.90,Closed,0.00,0.00
6113,AUSTIN 20 0,South Central,1,1,Closed,20.81,12.13,24.08,20.81,12.13,Closed,0.00,0.00
1001,ODESSA 2 0,Far West,1,1,Closed,20.78,5.32,21.45,20.78,5.32,Closed,0.00,0.00
6291,SAN ANTONIO 44 0,South Central,1,1,Closed,20.57,5.83,21.37,20.57,5.83,Closed,0.00,0.00
5154,RIO VISTA 0,North Central,1,2,Closed,20.31,3.05,20.54,20.31,3.05,Closed,0.00,0.00
5447,ARLINGTON 11 0,North Central,1,1,Closed,20.29,5.75,21.09,20.29,5.75,Closed,0.00,0.00
4101,LAREDO 3 0,South,1,1,Closed,20.29,-2.53,20.45,20.29,-2.53,Closed,0.00,0.00
6189,COLUMBUS 1,South Central,1,3,Closed,20.14,5.71,20.93,20.14,5.71,Closed,0.00,0.00
6135,FAYETTEVILLE 0,South Central,1,1,Closed,20.05,10.65,22.70,20.05,10.65,Closed,0.00,0.00
2091,SEYMOUR 0,North,1,1,Closed,19.99,11.46,23.05,19.99,11.46,Closed,0.00,0.00
6307,SAN ANTONIO 39 0,South Central,1,2,Closed,19.94,5.65,20.73,19.94,5.65,Closed,0.00,0.00
4179,SAN DIEGO 0,South,1,1,Closed,19.92,10.04,22.31,19.92,10.04,Closed,0.00,0.00
4086,RIO HONDO 0,South,1,1,Closed,19.87,14.79,24.77,19.87,14.79,Closed,0.00,0.00
5222,MABANK 1 0,North Central,1,1,Closed,19.81,7.52,21.18,19.81,7.52,Closed,0.00,0.00
6011,MARION 2 0,South Central,1,2,Closed,19.70,15.61,25.13,19.70,15.61,Closed,0.00,0.00
3139,WINTERS 0,West,1,3,Closed,19.60,2.87,19.81,19.60,2.87,Closed,0.00,0.00
6340,NIXON 0,South Central,1,1,Closed,19.54,4.56,20.07,19.54,4.56,Closed,0.00,0.00
8015,HUNTINGTON 0,East,1,1,Closed,19.47,6.78,20.61,19.47,6.78,Closed,0.00,0.00
8086,FRANKLIN 4,East,1,1,Closed,19.44,6.02,20.35,19.44,6.02,Closed,0.00,0.00
5013,EARLY 0,North Central,1,1,Closed,19.34,5.48,20.10,19.34,5.48,Closed,0.00,0.00
6202,MARTINDALE 0,South Central,1,2,Closed,19.30,3.01,19.53,19.30,3.01,Closed,0.00,0.00
4174,LYTLE 0,South,1,1,Closed,19.16,5.43,19.92,19.16,5.43,Closed,0.00,0.00
2028,WICHITA FALLS 3 0,North,1,1,Closed,19.06,4.03,19.48,19.06,4.03,Closed,0.00,0.00
8073,EMORY 0,East,1,1,Closed,19.05,5.40,19.80,19.05,5.40,Closed,0.00,0.00
4186,SANTA ROSA 2 0,South,1,2,Closed,18.97,1.48,19.03,18.97,1.48,Closed,0.00,0.00
4117,JOURDANTON 0,South,1,1,Closed,18.89,5.35,19.63,18.89,5.35,Closed,0.00,0.00
7364,EAST BERNARD 0,Coast,1,1,Closed,18.88,4.04,19.31,18.88,4.04,Closed,0.00,0.00
5337,JACKSBORO 2 0,North Central,1,1,Closed,18.78,5.32,19.52,18.78,5.32,Closed,0.00,0.00
2052,PANHANDLE 6 0,North,1,1,Closed,18.70,2.68,18.89,18.70,2.68,Closed,0.00,0.00
5347,CISCO 0,North Central,1,1,Closed,18.68,5.29,19.42,18.68,5.29,Closed,0.00,0.00
5077,TERRELL 1 1,North Central,1,1,Closed,18.49,5.34,19.25,18.49,5.34,Closed,0.00,0.00
6190,SHINER 0,South Central,1,1,Closed,18.47,5.23,19.19,18.47,5.23,Closed,0.00,0.00
8017,FRANKSTON 0,East,1,1,Closed,18.44,13.70,22.97,18.44,13.70,Closed,0.00,0.00
1085,KERMIT 0,Far West,1,2,Closed,18.38,5.21,19.10,18.38,5.21,Closed,0.00,0.00
6044,SAN ANTONIO 19 0,South Central,1,1,Closed,18.30,7.10,19.63,18.30,7.10,Closed,0.00,0.00
7090,PINEHURST 0,Coast,1,1,Closed,18.29,11.16,21.42,18.29,11.16,Closed,0.00,0.00
6256,AUSTIN 2 2,South Central,1,1,Closed,18.25,5.17,18.97,18.25,5.17,Closed,0.00,0.00
4155,SULLIVAN CITY 0,South,1,2,Closed,18.25,5.17,18.96,18.25,5.17,Closed,0.00,0.00
3099,DYESS AFB 0,West,1,1,Closed,18.22,0.97,18.25,18.22,0.97,Closed,0.00,0.00
6226,BLANCO 0,South Central,1,1,Closed,18.02,5.11,18.73,18.02,5.11,Closed,0.00,0.00
2033,LEONARD 0,North,1,2,Closed,18.00,3.48,18.33,18.00,3.48,Closed,0.00,0.00
5255,MILLSAP 0,North Central,1,1,Closed,17.94,2.67,18.14,17.94,2.67,Closed,0.00,0.00
6140,JARRELL 0,South Central,1,1,Closed,17.79,3.31,18.10,17.79,3.31,Closed,0.00,0.00
7293,SANTA FE 2 0,Coast,1,1,Closed,17.75,4.52,18.32,17.75,4.52,Closed,0.00,0.00
5314,VALLEY MILLS 0,North Central,1,1,Closed,17.59,3.40,17.91,17.59,3.40,Closed,0.00,0.00
8123,MALAKOFF 0,East,1,1,Closed,17.53,4.97,18.22,17.53,4.97,Closed,0.00,0.00
5044,BOYD 0,North Central,1,1,Closed,17.50,4.96,18.18,17.50,4.96,Closed,0.00,0.00
6112,NATALIA 0,South Central,1,1,Closed,17.41,4.58,18.00,17.41,4.58,Closed,0.00,0.00
8151,GRAPELAND 0,East,1,1,Closed,17.38,4.92,18.06,17.38,4.92,Closed,0.00,0.00
7026,BACLIFF 0,Coast,1,2,Closed,17.37,4.92,18.05,17.37,4.92,Closed,0.00,0.00
8020,BEN WHEELER 0,East,1,1,Closed,17.25,4.92,17.94,17.25,4.92,Closed,0.00,0.00
5450,MELISSA 0,North Central,1,1,Closed,17.10,4.84,17.77,17.10,4.84,Closed,0.00,0.00
3025,SAN SABA 0,West,1,1,Closed,16.95,1.84,17.05,16.95,1.84,Closed,0.00,0.00
5080,LORENA 0,North Central,1,1,Closed,16.89,2.44,17.07,16.89,2.44,Closed,0.00,0.00
2040,CLARKSVILLE 0,North,1,1,Closed,16.75,4.51,17.35,16.75,4.51,Closed,0.00,0.00
3107,INGRAM 0,West,1,1,Closed,16.75,4.21,17.27,16.75,4.21,Closed,0.00,0.00
5219,SCURRY 0,North Central,1,1,Closed,16.72,3.78,17.14,16.72,3.78,Closed,0.00,0.00
1044,BIG LAKE 0,Far West,1,2,Closed,16.70,2.88,16.94,16.70,2.88,Closed,0.00,0.00
8110,POINT 0,East,1,1,Closed,16.64,1.68,16.72,16.64,1.68,Closed,0.00,0.00
6253,YORKTOWN 0,South Central,1,2,Closed,16.61,8.71,18.76,16.61,8.71,Closed,0.00,0.00
6020,HORSESHOE BAY 0,South Central,1,1,Closed,16.53,4.68,17.18,16.53,4.68,Closed,0.00,0.00
4178,GOLIAD 0,South,1,2,Closed,16.38,4.64,17.02,16.38,4.64,Closed,0.00,0.00
4055,CORPUS CHRISTI 9 0,South,1,2,Closed,16.17,-2.99,16.45,16.17,-2.99,Closed,0.00,0.00
8054,BUFFALO 0,East,1,1,Closed,16.16,4.58,16.79,16.16,4.58,Closed,0.00,0.00
2007,HONEY GROVE 0,North,1,1,Closed,16.12,2.70,16.35,16.12,2.70,Closed,0.00,0.00
5313,HUTCHINS 0,North Central,1,1,Closed,16.12,8.41,18.18,16.12,8.41,Closed,0.00,0.00
4011,HEBBRONVILLE 0,South,1,1,Closed,16.05,4.55,16.68,16.05,4.55,Closed,0.00,0.00
7277,GANADO 0,Coast,1,1,Closed,15.99,4.53,16.62,15.99,4.53,Closed,0.00,0.00
5153,PARADISE 0,North Central,1,1,Closed,15.98,4.53,16.61,15.98,4.53,Closed,0.00,0.00
3126,SABINAL 0,West,1,1,Closed,15.84,2.82,16.09,15.84,2.82,Closed,0.00,0.00
5308,SUNNYVALE 0,North Central,1,1,Closed,15.77,4.35,16.36,15.77,4.35,Closed,0.00,0.00
2049,ELECTRA 0,North,1,3,Closed,15.69,2.98,15.97,15.69,2.98,Closed,0.00,0.00
7010,PRAIRIE VIEW 0,Coast,1,1,Closed,15.65,7.85,17.51,15.65,7.85,Closed,0.00,0.00
4051,BISHOP 0,South,1,1,Closed,15.44,4.37,16.05,15.44,4.37,Closed,0.00,0.00
7412,DANBURY 0,Coast,1,1,Closed,15.44,-1.87,15.55,15.44,-1.87,Closed,0.00,0.00
8064,FAIRFIELD 3 0,East,1,1,Closed,15.28,8.87,17.66,15.28,8.87,Closed,0.00,0.00
8090,ELKHART 0,East,1,1,Closed,15.21,-1.99,15.34,15.21,-1.99,Closed,0.00,0.00
8052,TYLER 8 0,East,1,1,Closed,15.19,4.30,15.78,15.19,4.30,Closed,0.00,0.00
4099,ODEM 0,South,1,1,Closed,15.17,-0.24,15.17,15.17,-0.24,Closed,0.00,0.00
5118,BAIRD 0,North Central,1,1,Closed,15.16,2.45,15.36,15.16,2.45,Closed,0.00,0.00
8014,LOVELADY 0,East,1,1,Closed,15.15,4.29,15.75,15.15,4.29,Closed,0.00,0.00
6133,FLATONIA 0,South Central,1,1,Closed,15.14,7.27,16.79,15.14,7.27,Closed,0.00,0.00
7237,FULSHEAR 0,Coast,1,1,Closed,15.09,4.28,15.68,15.09,4.28,Closed,0.00,0.00
4187,COTULLA 0,South,1,1,Closed,15.06,-2.09,15.20,15.06,-2.09,Closed,0.00,0.00
3007,MERKEL 3 0,West,1,1,Closed,14.96,8.60,17.26,14.96,8.60,Closed,0.00,0.00
5231,HAMILTON 0,North Central,1,1,Closed,14.93,3.77,15.40,14.93,3.77,Closed,0.00,0.00
5393,CHINA SPRING 0,North Central,1,1,Closed,14.92,4.23,15.51,14.92,4.23,Closed,0.00,0.00
6065,BERTRAM 0,South Central,1,1,Closed,14.86,4.21,15.44,14.86,4.21,Closed,0.00,0.00
8137,POLLOK 0,East,1,2,Closed,14.83,4.20,15.41,14.83,4.20,Closed,0.00,0.00
5271,BARTLETT 0,North Central,1,1,Closed,14.78,2.83,15.04,14.78,2.83,Closed,0.00,0.00
2110,MUENSTER 2 0,North,1,1,Closed,14.76,2.43,14.96,14.76,2.43,Closed,0.00,0.00
3031,TUSCOLA 0,West,1,1,Closed,14.73,4.17,15.31,14.73,4.17,Closed,0.00,0.00
8119,HENDERSON 1 0,East,1,2,Closed,14.65,9.30,17.35,14.65,9.30,Closed,0.00,0.00
3040,BALLINGER 0,West,1,1,Closed,14.61,4.14,15.18,14.61,4.14,Closed,0.00,0.00
5141,ANNA 0,North Central,1,1,Closed,14.57,2.80,14.84,14.57,2.80,Closed,0.00,0.00
3100,HAWLEY 0,West,1,1,Closed,14.50,1.74,14.61,14.50,1.74,Closed,0.00,0.00
3009,SONORA 0,West,1,1,Closed,14.41,3.55,14.84,14.41,3.55,Closed,0.00,0.00
